headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
What Israel’s Supreme Court Justices Wrote in Their Landmark Ruling,2024-01-01 22:55:13+00:00,"Netanyahu, Benjamin",Israel,Courts and the Judiciary; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/01/01/world/middleeast/israel-supreme-court-justices-ruling.html,"The full decision, which exceeded 250,000 words, marked the first time that Israel’s highest court had struck down a quasi-constitutional Basic Law.",678
Tuesday Briefing,2024-01-02 05:13:05+00:00,,,,,https://www.nytimes.com/2024/01/02/briefing/israel-judiciary-japan-earthquake.html,A landmark court ruling in Israel.,1003
An Almanac Publisher’s 2024 Prediction: ‘Tumultuous’,2024-01-02 10:01:55+00:00,"Adams, Eric L",New York City,internal-storyline-no; Almanacs; Inflation (Economics); Israel-Gaza War (2023- ); Wildfires,,https://www.nytimes.com/2024/01/02/nyregion/chinese-almanac-predictions.html,The publishers of the annual “Pocket Chinese Almanac” say they were alarmed looking ahead to 2024.,1449
My Second Trip to Gaza Was as a Hostage. I Will Never Return.,2024-01-02 10:02:24+00:00,,Gaza Strip; Khan Younis (Gaza Strip); Israel,Israel-Gaza War (2023- ); Kidnapping and Hostages; Palestinians,Hamas,https://www.nytimes.com/2024/01/02/opinion/israel-gaza-hostage.html,An Israeli woman kidnapped in the Oct. 7 attack on Israel by Hamas recalls a visit to the Gaza Strip in another lifetime.,952
The Debt Matters Again,2024-01-02 11:07:29+00:00,,,internal-storyline-no; National Debt (US); United States Economy,,https://www.nytimes.com/2024/01/02/briefing/national-debt.html,The changing economy has made federal debt a bigger problem.,1424
The Twin Fronts in the Battle Over Israel’s Identity,2024-01-02 14:39:32+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,"Israel-Gaza War (2023- ); Defense and Military Forces; Politics and Government; Decisions and Verdicts; Courts and the Judiciary; Law and Legislation; Right-Wing Extremism and Alt-Right; Demonstrations, Protests and Riots; United States International Relations; Democracy (Theory and Philosophy); Palestinians",Supreme Court of Israel; Likud Party (Israel); Hamas; Palestinian Authority,https://www.nytimes.com/2024/01/02/world/middleeast/israel-supreme-court-netanyahu.html,Monday’s court ruling joined the war in Gaza in a widening crisis over what kind of state Israel will be.,1289
Should Ukraine Consider an Armistice?,2024-01-02 16:15:24+00:00,"Putin, Vladimir V",Russia; Ukraine; Israel,Russian Invasion of Ukraine (2022); Israel-Gaza War (2023- ); Sex Crimes; Women and Girls; Capitalism (Theory and Philosophy); Private Equity; Hospitals; Affordable Housing; United States Politics and Government; Animal Behavior; Birds,Hamas,https://www.nytimes.com/2024/01/02/opinion/ukraine-russia-armistice.html,"Readers discuss actions the U.S. and Ukraine should take. Also: Rape of Israeli women; private equity firms; high housing costs; birds, not birdbrains.",1183
Top Hamas Official Is Killed in Lebanon as Fears Grow of a Wider War,2024-01-02 17:39:29+00:00,"Arouri, Saleh al- (1966-2024)",Beirut (Lebanon); Gaza Strip; Iran; Israel,Israel-Gaza War (2023- ); Terrorism,Hamas; Hezbollah,https://www.nytimes.com/2024/01/02/world/middleeast/israel-hamas-leader-war.html,The Israeli government would not comment on the death of Saleh al-Arouri. But a U.S. official said to expect Israel to assassinate Hamas officials “for years.”,1517
Harvard President Resigns After Mounting Plagiarism Accusations,2024-01-02 18:21:40+00:00,"Gay, Claudine",,Colleges and Universities; Israel-Gaza War (2023- ); Anti-Semitism; Appointments and Executive Changes; Black People; Blacks; Discrimination; Plagiarism; Cancel Culture,Harvard University,https://www.nytimes.com/2024/01/02/us/harvard-claudine-gay-resigns.html,"Claudine Gay faced backlash over the university’s response to antisemitism on campus, which led to increased scrutiny of her academic record.",1295
"Who was Saleh al-Arouri, the senior Hamas leader killed in Beirut?",2024-01-02 18:23:06+00:00,"Arouri, Saleh al- (1966-2024)",Israel; Beirut (Lebanon); Lebanon; Gaza Strip,Assassinations and Attempted Assassinations; Israel-Gaza War (2023- ),Hamas; Hezbollah,https://www.nytimes.com/2024/01/02/world/middleeast/hamas-leader-beirut-killed.html,"The Hamas deputy, who the group said had been killed, helped usher in closer ties with the Iran-backed Hezbollah militia and was accused of masterminding attacks in Israel.",377
Netanyahu Allies Signal Pause in Campaign to Rein In Judges,2024-01-02 21:13:24+00:00,"Netanyahu, Benjamin",Israel,Decisions and Verdicts; Law and Legislation; Israel-Gaza War (2023- ); Politics and Government,Supreme Court of Israel,https://www.nytimes.com/2024/01/02/world/middleeast/israel-supreme-court.html,"With Israel fighting in Gaza, people on both sides of the judiciary debate appear unwilling to return to the domestic upheaval that preceded the war.",1066
"Hamas Used Gaza Hospital as a Command Center, U.S. Intelligence Says",2024-01-02 23:50:48+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Classified Information and State Secrets; Terrorism; Palestinians; Kidnapping and Hostages,Hamas; Al Shifa Hospital (Gaza Strip),https://www.nytimes.com/2024/01/02/us/politics/gaza-hospital-hamas.html,"Israeli forces stormed the site in November, drawing intense international scrutiny and criticism.",469
The New Campus Politics,2024-01-03 11:37:54+00:00,"Gay, Claudine",,Israel-Gaza War (2023- ); Colleges and Universities,Harvard University,https://www.nytimes.com/2024/01/03/briefing/claudine-gay-harvard-president-resignation.html,The resignation of Harvard’s president shows how the Hamas attacks have scrambled campus politics.,1754
Harvard’s Governance Dilemma,2024-01-03 12:46:37+00:00,"Ackman, William A; Gay, Claudine; Magill, Elizabeth; Pritzker, Penny; Rufo, Christopher F",,internal-storyline-no; Colleges and Universities; Diversity Initiatives; Israel-Gaza War (2023- ),Hamas; Harvard University; Massachusetts Institute of Technology; University of Pennsylvania,https://www.nytimes.com/2024/01/03/business/dealbook/harvard-gay-governance-universities.html,The resignation of Claudine Gay as Harvard’s president reopens the debate over who should run America’s elite universities.,1841
The Word That Undid Claudine Gay,2024-01-03 15:41:44+00:00,"Gay, Claudine",,Colleges and Universities; Israel-Gaza War (2023- ); Anti-Semitism; Content Type: Personal Profile; Black People; Blacks; Discrimination,Harvard University,https://www.nytimes.com/2024/01/03/books/review/claudine-gay-harvard-resignation-letter.html,The fate of Harvard’s president is the latest evidence of a deep crisis in American academia.,1178
"Leader’s Killing Is a Blow, but Not a Knockout, for Hamas",2024-01-03 16:15:48+00:00,"Arouri, Saleh al- (1966-2024)",,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Assassinations and Attempted Assassinations,Hamas; Hezbollah,https://www.nytimes.com/2024/01/03/world/middleeast/hamas-leader-saleh-al-arouri-killed-ramifications.html,"The killing of Saleh al-Arouri, a key Hamas strategist, in Lebanon sets the organization back at a vulnerable time. The group has rebuilt after the assassination of other leaders, though.",1253
Israel says it dismantled a Hamas-built tunnel under a Gaza hospital.,2024-01-03 20:28:34+00:00,,Gaza Strip,Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2024/01/03/world/middleeast/israel-hamas-tunnel-al-shifa-hospital.html,The Israeli military says the tearing down was done in November and that hospital wasn’t damaged in the process.,469
Israel Supreme Court Delivers Setback to Campaign to Remove Checks on Netanyahu,2024-01-03 20:50:28+00:00,"Netanyahu, Benjamin",Israel,Israel-Gaza War (2023- ),Likud Party (Israel); Supreme Court of Israel,https://www.nytimes.com/2024/01/03/world/middleeast/israel-supreme-court-netanyahu.html,"The country’s Supreme Court ruled to postpone the adoption of a new law making it harder to designate a sitting prime minister unfit for office, a direct blow to Prime Minister Benjamin Netanyahu.",419
Menendez Case Focuses on How Qatar Trades Its Riches for Clout,2024-01-03 21:04:30+00:00,"Menendez, Robert; Daibes, Fred",Qatar; New Jersey,Bribery and Kickbacks; Lobbying and Lobbyists; World Cup 2022 (Soccer); United States Politics and Government; United States International Relations; Ethics and Official Misconduct,Senate; Senate Committee on Foreign Relations,https://www.nytimes.com/2024/01/03/world/middleeast/menendez-indictment-qatar.html,"The tiny Gulf state has cultivated relationships with powerful people and institutions to raise its global profile, and to protect its interests.",1479
Hezbollah’s Leader Pledges Revenge for Killing of a Hamas Leader in Beirut,2024-01-03 21:35:05+00:00,"Nasrallah, Hassan; Arouri, Saleh al- (1966-2024); Suleimani, Qassim",Beirut (Lebanon),Israel-Gaza War (2023- ),Hezbollah,https://www.nytimes.com/2024/01/03/world/middleeast/hezbollah-hassan-nasrallah-speech-israel.html,"“Yesterday’s crime will not go unpunished,” Hassan Nasrallah warned ominously, but he gave no specifics, saying he would speak again on Friday.",551
Claudine Gay: What Just Happened at Harvard Is Bigger Than Me,2024-01-03 22:00:09+00:00,"Gay, Claudine",,Colleges and Universities; ACADEMIC FREEDOM; Black People; Blacks; Discrimination; Research; Rumors and Misinformation; Anti-Semitism; Israel-Gaza War (2023- ),Harvard University,https://www.nytimes.com/2024/01/03/opinion/claudine-gay-harvard-president.html,The demagogues won’t stop with Harvard.,945
Attacks Heighten Fears of a Wider War for the Middle East and U.S.,2024-01-03 23:35:24+00:00,"Biden, Joseph R Jr",Israel; Lebanon; Iran; Red Sea; Gaza Strip,Israel-Gaza War (2023- ); Terrorism; Assassinations and Attempted Assassinations; Ships and Shipping; Palestinians; Defense and Military Forces; United States International Relations,Hamas; Hezbollah; Houthis,https://www.nytimes.com/2024/01/03/us/politics/war-israel-iran-hezbollah-yemen.html,The killing of a top Hamas leader in Lebanon and mysterious twin explosions in Iran heighten fears of a regional war that could draw in the United States.,1526
Israelis Worry a Blow Against Hamas May Bring Blowback,2024-01-04 00:26:37+00:00,"Arouri, Saleh al- (1966-2024); Nasrallah, Hassan; Netanyahu, Benjamin",Israel; Lebanon; Gaza Strip,Israel-Gaza War (2023- ); Assassinations and Attempted Assassinations; Palestinians,Hamas,https://www.nytimes.com/2024/01/03/world/middleeast/israel-hamas-assassination.html,"Israelis welcomed news that a top Palestinian militant had been killed, but feared that it might impede the release of hostages and kindle a broader war.",1033
Israelis Question Army’s Rules of Engagement After Hostages Slain,2024-01-04 05:01:26+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Civilian Casualties; Friendly Fire (Military and Law Enforcement); Defense and Military Forces; Kidnapping and Hostages; Palestinians,,https://www.nytimes.com/2024/01/04/world/middleeast/israel-hamas-rules-of-engagement-hostages.html,"Israel’s military said that soldiers who shot hostages, while they waved a white flag, violated its rules of engagement. Human rights activists say the rules are good, but enforcement is lax.",1431
Thursday Briefing,2024-01-04 05:14:48+00:00,,,,,https://www.nytimes.com/2024/01/04/briefing/iran-bombing-hamas-leader.html,A deadly blast in Iran.,1133
"For Harvard’s First Black President, Race Became the Unavoidable Issue",2024-01-04 10:02:17+00:00,"Gay, Claudine; Ackman, William A; Fryer, Roland G Jr; Sullivan, Ronald S Jr",Gaza Strip; Israel,"Colleges and Universities; Race and Ethnicity; Discrimination; Black People; Blacks; Israel-Gaza War (2023- ); Conservatism (US Politics); Plagiarism; Demonstrations, Protests and Riots; Pro-Palestinian Campus Protests (2023- )",Harvard University,https://www.nytimes.com/2024/01/04/us/claudine-gay-harvard-president-race.html,"Claudine Gay celebrated her history making appointment. But after she resigned, she spoke very differently about her experience.",1113
Education Dept. Official Resigns Over Biden’s Policies on Israel and Gaza,2024-01-04 20:56:02+00:00,"Habash, Tariq; Biden, Joseph R Jr",Israel; Gaza Strip,Israel-Gaza War (2023- ); Appointments and Executive Changes; United States Politics and Government; United States International Relations; Palestinian-Americans; Palestinians,Education Department (US),https://www.nytimes.com/2024/01/04/us/politics/education-department-official-resigns-israel-gaza.html,"Tariq Habash, who is Palestinian American, said the Biden administration “does not value all human life equally.”",589
Friday Briefing: Islamic State Claims the Iran Bombing,2024-01-04 21:09:51+00:00,Kim Jong-un,"Far East, South and Southeast Asia and Pacific Areas; Iran; Taiwan; China; North Korea",Balloons (Aeronautics),Hamas; Islamic State in Iraq and Syria (ISIS),https://www.nytimes.com/2024/01/04/briefing/iran-bombing-islamic-state-taiwan-china-north-korea.html,Plus the seven keys to longevity.,1092
Towns Empty and Farms Languish as War Stalks Israeli-Lebanese Border,2024-01-05 01:00:15+00:00,"Arouri, Saleh al- (1966-2024)",Israel; Lebanon,Defense and Military Forces; Terrorism; Refugees and Displaced Persons; Civilian Casualties; Agriculture and Farming; Israel-Gaza War (2023- ); International Relations; Assassinations and Attempted Assassinations; Palestinians,Hezbollah; Hamas,https://www.nytimes.com/2024/01/04/world/middleeast/israel-lebanon-hezbollah-civilians.html,"More than 150,000 people have been driven from their homes on both sides of the frontier as Israeli forces clash with Hezbollah militants.",1115
Red Sea Attacks Leave Tankers With Choice: Accept the Risks or Lose Money,2024-01-05 05:01:15+00:00,,Red Sea; Suez Canal,"Ships and Shipping; Freight (Cargo); Oil (Petroleum) and Gasoline; Prices (Fares, Fees and Rates); Terrorism; Maritime Crime; Israel-Gaza War (2023- ); International Relations",Houthis,https://www.nytimes.com/2024/01/05/business/red-sea-oil-houthis.html,"Some oil tanker traffic continues to go through the Suez Canal, while plentiful global reserves keep crude prices steady.",823
"Unauthorized Settlement Surges in Occupied West Bank, Advocacy Group Says",2024-01-05 07:43:26+00:00,,East Jerusalem; Gaza Strip; Israel; Middle East; West Bank,Israel-Gaza War (2023- ); Israeli Settlements; Palestinians,Peace Now,https://www.nytimes.com/2024/01/05/world/middleeast/israel-west-bank-settlements.html,"Peace Now, which monitors settler activity in the West Bank, said it had recorded nine new outposts and several roads not authorized by Israel, fueling tensions in the area.",371
Residents Near Israel-Lebanon Border Live With Uncertainty,2024-01-05 09:42:51+00:00,,Israel; Lebanon; Gaza Strip,Refugees and Displaced Persons; International Relations; Terrorism; Defense and Military Forces; Israel-Gaza War (2023- ),Hezbollah; Hamas,https://www.nytimes.com/video/world/middleeast/100000009251837/residents-near-israel-lebanon-border-live-with-uncertainty.html,"As the conflict between Israel and Hezbollah escalates, some Israeli residents are making trips back to their homes along the border with Lebanon despite orders to stay away, while others wait with uncertainty.",0
A Palestinian Man Vanished Oct. 7. His Family Wants to Know Who Killed Him.,2024-01-05 10:00:31+00:00,,,"Israel-Gaza War (2023- ); Terrorism; Palestinians; Kidnapping and Hostages; Murders, Attempted Murders and Homicides; audio-neutral-informative",,https://www.nytimes.com/2024/01/05/world/middleeast/israel-gaza-palestinian-abducted.html,"Soheib Abu Amar, who lived in East Jerusalem, was captured by Hamas during its attack on Israel. His brothers spent weeks investigating what happened next.",1229
The Families of Hostages Are Calling on Israel to Do Something Radical,2024-01-05 10:02:06+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Kidnapping and Hostages; Terrorism; Palestinians,Hamas,https://www.nytimes.com/2024/01/05/opinion/israel-hostage-war-government.html,"In Israel, they are putting pressure on the government, pushing for a political path to release the remaining hostages.",1119
America Must Face Up to Israel’s Extremism,2024-01-05 10:02:35+00:00,"Ben-Gvir, Itamar; Smotrich, Bezalel (1980- ); Netanyahu, Benjamin",Israel; Gaza Strip,"Israel-Gaza War (2023- ); Defense and Military Forces; Politics and Government; Right-Wing Extremism and Alt-Right; Palestinians; Civilian Casualties; Refugees and Displaced Persons; War Crimes, Genocide and Crimes Against Humanity; United States International Relations",,https://www.nytimes.com/2024/01/05/opinion/israel-gaza-displacement.html,Government ministers’ calls to depopulate Gaza implicate the U.S.,1027
People Sift Through Rubble in Rafah After Israeli Strike,2024-01-05 14:55:17+00:00,,Rafah (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Defense and Military Forces,,https://www.nytimes.com/video/world/middleeast/100000009251863/strikes-rafah-gaza.html,"An Israeli strike killed at least two people and injured dozens of others in the southern region of Rafah, Gaza, late on Thursday.",0
Blinken Returns to Middle East as Tensions Grow With Israel,2024-01-05 14:56:35+00:00,"Blinken, Antony J; Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip; Middle East,Israel-Gaza War (2023- ); Defense and Military Forces; Terrorism; Kidnapping and Hostages; Palestinians; Civilian Casualties; United States International Relations,Hamas,https://www.nytimes.com/2024/01/05/us/politics/blinken-israel-gaza-war.html,Details of a clash between the U.S. secretary of state and Israel’s prime minister point to the challenges ahead.,1468
‘Bring Them Home’: Families of American Hostages in Gaza Release TV Ad,2024-01-05 15:24:07+00:00,,Israel,Israel-Gaza War (2023- ); Kidnapping and Hostages; Advertising and Marketing,,https://www.nytimes.com/2024/01/05/world/middleeast/us-israel-hostages-tv-ad.html,The 30-second spot is set to air on cable channels and during Sunday network news programs in the United States for the next several weeks.,414
"M.I.T.’s President Has Weathered the Storm, for Now",2024-01-05 16:50:08+00:00,"Kornbluth, Sally A",,"Colleges and Universities; Demonstrations, Protests and Riots; Anti-Semitism; Freedom of Speech and Expression; Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- )",Massachusetts Institute of Technology,https://www.nytimes.com/2024/01/05/us/mit-president-sally-kornbluth-antisemitism.html,"Despite calls from politicians for her resignation, Sally Kornbluth has avoided a concerted effort to bring down her presidency.",802
"After the Iowa Shooting, Demands That Politicians Act",2024-01-05 17:37:34+00:00,"Biden, Joseph R Jr; Trump, Donald J",Israel; Gaza Strip; Chile,Gun Control; School Shootings and Armed Attacks; Firearms; Presidential Election of 2024; Youth; Israel-Gaza War (2023- ); Immigration and Emigration; Courts and the Judiciary; Prisons and Prisoners; Cats,,https://www.nytimes.com/2024/01/05/opinion/iowa-shooting-gun-control.html,Readers urge the public to push for stricter laws to reduce gun violence. Also: Young voters; Israeli-Arab hope; immigration judges; inmates and cats.,1136
Hezbollah’s Leader Says It Would Not Negotiate Peace With Israel Until War in Gaza Ends,2024-01-05 17:56:16+00:00,"Arouri, Saleh al- (1966-2024); Blinken, Antony J; Nasrallah, Hassan",Beirut (Lebanon); Gaza Strip; Israel; Lebanon; Middle East; United States,Israel-Gaza War (2023- ); International Relations; Palestinians,Hamas; Hezbollah,https://www.nytimes.com/2024/01/05/world/middleeast/hezbollah-hassan-nasrallah-gaza-war-peace.html,"In a televised speech, Hassan Nasrallah addressed Israeli citizens directly, warning that they “will be the first to pay the price” unless the military action stops.",393
Terrorism in Iran Exposes a Vulnerability It Doesn’t Want to Admit,2024-01-05 20:21:47+00:00,"Suleimani, Qassim",Iran,Terrorism; Israel-Gaza War (2023- ); War and Armed Conflicts; Assassinations and Attempted Assassinations; Targeted Killings; Muslims and Islam,Islamic State in Iraq and Syria (ISIS); Islamic Revolutionary Guards Corps; Hamas; Hezbollah; Houthis; Quds Force,https://www.nytimes.com/2024/01/05/world/middleeast/iran-terrorism-isis-israel.html,"Even after the Islamic State took responsibility for deadly bombings, Iran’s government, facing public anger, blamed Israel.",1433
House Republicans to Broaden Higher Education Inquiry Beyond Antisemitism,2024-01-05 22:40:57+00:00,"Foxx, Virginia; Gay, Claudine",,Colleges and Universities; United States Politics and Government; Anti-Semitism; Jews and Judaism; Conservatism (US Politics); Diversity Initiatives; Polls and Public Opinion; Israel-Gaza War (2023- ); Affirmative Action; Hiring and Promotion; Plagiarism,Harvard University; Republican Party; House of Representatives,https://www.nytimes.com/2024/01/05/us/politics/house-republicans-antisemitism-colleges-harvard.html,"Emboldened by the resignations of two prominent university presidents, House Republicans are planning an aggressive inquiry into academia, long one of their favorite targets of attack.",1377
"As Pressure Mounts, Israeli Minister Proposes Plan for Postwar Gaza",2024-01-06 00:20:53+00:00,"Netanyahu, Benjamin; Arouri, Saleh al- (1966-2024); Ben-Gvir, Itamar; Blinken, Antony J; Gallant, Yoav; Halevi, Herzl",Israel; Beirut (Lebanon); Gaza Strip; Lebanon; Middle East,Israel-Gaza War (2023- ); Israeli Settlements; Palestinians; International Relations; Assassinations and Attempted Assassinations; Defense and Military Forces; United States Politics and Government,Hamas; Palestinian Authority; Hezbollah; Likud Party (Israel),https://www.nytimes.com/2024/01/05/world/middleeast/israel-plan-gaza.html,The plan exposed divisions in Israel’s war cabinet as Secretary of State Antony J. Blinken returned to the Middle East on Friday in an effort to ease escalating tensions.,922
"As Gaza Losses Mount Under Strikes, Dignified Burials Are Another Casualty",2024-01-06 10:00:29+00:00,,Gaza Strip; Khan Younis (Gaza Strip); Israel,Israel-Gaza War (2023- ); Palestinians; Deaths (Fatalities); Cemeteries; Funerals and Memorials; Terrorism; Defense and Military Forces,Hamas,https://www.nytimes.com/2024/01/06/world/middleeast/gaza-israel-burials-deaths.html,"“The lucky are those who have someone to bury them when they die,” Dr. Mohammad Abu Moussa, a radiologist at one Gaza hospital, said of those killed by Israeli airstrikes.",1535
How Harvard’s Board Broke Up With Claudine Gay,2024-01-06 10:01:53+00:00,"Gay, Claudine; Barakett, Timothy R; Chenault, Kenneth I; Pritzker, Penny",,"Colleges and Universities; Appointments and Executive Changes; Boards of Directors; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Anti-Semitism; Plagiarism; Pro-Palestinian Campus Protests (2023- )",Harvard University,https://www.nytimes.com/2024/01/06/business/claudine-gay-harvard-corporation-board.html,"Facing intense pressure, it went from standing behind her as the university’s president to pushing her out within weeks.",1478
"In Frothy Awards Season, What Role Will Israel-Hamas War Play?",2024-01-06 10:02:32+00:00,,Gaza Strip; Israel,"Israel-Gaza War (2023- ); Golden Globes (Awards); Academy Awards (Oscars); Actors and Actresses; Awards, Decorations and Honors; Television; Movies",,https://www.nytimes.com/2024/01/06/business/media/hollywood-awards-israel-gaza-speeches.html,"Stars are increasingly vocal about political issues, but the Mideast conflict has divided Hollywood, magnifying the choice of whether to discuss the topic or remain silent.",1208
"After the Capitol Attack, Companies Pledged to Rethink Political Giving. Did They?",2024-01-06 13:00:03+00:00,,,"Presidential Election of 2024; Presidential Election of 2020; Corporate Social Responsibility; Campaign Finance; Storming of the US Capitol (Jan, 2021)",,https://www.nytimes.com/2024/01/06/business/dealbook/jan-6-companies-donations.html,A new analysis of corporate PAC donations shines light on an opaque political giving landscape.,1377
"American Unions Long Backed Israel. Now, Some Are Protesting It.",2024-01-07 10:00:38+00:00,"Weingarten, Randi",Israel; United States,"Israel-Gaza War (2023- ); Organized Labor; Demonstrations, Protests and Riots",United Automobile Workers; AMERICAN FEDERATION OF LABOR-CONGRESS OF INDUSTRIAL ORGANIZATIONS; Legal Aid Society; Bronx Defenders; NewsGuild; AMERICAN FEDERATION OF TEACHERS,https://www.nytimes.com/2024/01/07/business/american-unions-long-backed-israel-now-some-are-protesting-it.html,"The shift reflects a broader generational change, and has exposed philosophical rifts in the labor movement about what the purpose of a union ought to be.",1812
"War Brings Tensions, and Assault Rifles, Into an Israeli College",2024-01-07 10:01:15+00:00,"Robin, Ron (1951- )",Haifa (Israel); Israel; Gaza Strip,Israel-Gaza War (2023- ); Colleges and Universities; Palestinians; Jews and Judaism; Arabs; Politics and Government,University of Haifa,https://www.nytimes.com/2024/01/07/world/middleeast/israel-gaza-haifa-university-students.html,"At the University of Haifa, more than 40 percent of students are Arab, some with family in Gaza, and many others have now been called up as soldiers.",1142
The Road to the Oscars,2024-01-07 12:33:14+00:00,,,internal-storyline-no; Academy Awards (Oscars); Golden Globes (Awards),,https://www.nytimes.com/2024/01/07/briefing/oscars-golden-globes.html,A good year for movies means a competitive awards season.,1853
What Will Happen to Gaza’s People?,2024-01-07 14:00:10+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians,Hamas,https://www.nytimes.com/2024/01/07/opinion/israel-gaza-war.html,Officials are increasingly suggesting that Palestinians should leave the region. The government denies that’s its policy.,1186
"Two More Journalists Killed in Gaza, Including Son of Al Jazeera Reporter",2024-01-07 14:46:24+00:00,"al-Dahdouh, Wael",Khan Younis (Gaza Strip); Israel; Gaza Strip,Israel-Gaza War (2023- ); News and News Media; Defense and Military Forces; Palestinians; Civilian Casualties,AL JAZEERA,https://www.nytimes.com/2024/01/07/world/middleeast/journalists-gaza-al-jazeera-reporter-son.html,"Hamza al-Dahdouh, the son of Al Jazeera’s Gaza bureau chief, and a second reporter were killed in what officials in the territory said was an Israeli airstrike. Two others were wounded.",639
