headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
"For Second Straight Day, Escalating Violence Raged Across Israel-Lebanon Border",2024-06-13 15:59:29+00:00,,Lebanon; Gaza Strip,Israel-Gaza War (2023- ); Palestinians,Hezbollah; Hamas,https://www.nytimes.com/2024/06/13/world/middleeast/hezbollah-israel-rockets-strike.html,An intensifying conflict in Israel’s north has raised fears of a full-fledged war.,523
Why a Gaza Cease-Fire Is So Elusive,2024-06-13 19:24:48+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip; Qatar,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Terrorism; Kidnapping and Hostages; International Relations; United States International Relations,Hamas,https://www.nytimes.com/2024/06/13/world/middleeast/gaza-cease-fire-hamas-israel.html,"Both sides are pursuing maximalist demands, jockeying for a deal that will determine the fate of postwar Gaza — and allow them to declare victory.",1245
U.S. Strikes Targets in Yemen as Houthis Step Up Attacks on Red Sea Ships,2024-06-13 19:46:18+00:00,,Red Sea; Yemen,United States Defense and Military Forces; Israel-Gaza War (2023- ); Palestinians,Houthis,https://www.nytimes.com/2024/06/13/world/middleeast/yemen-houthi-red-sea-ship-attack.html,"The strikes came as the Houthis intensified their campaign in the Red Sea, firing missiles toward two ships on Thursday after crippling a vessel the previous day, maritime security monitors said.",398
Israel and Hezbollah Trade Strikes as Fighting Intensifies,2024-06-13 23:00:09+00:00,,Israel; Gaza Strip; Lebanon,Israel-Gaza War (2023- ); International Relations; Defense and Military Forces,Hezbollah,https://www.nytimes.com/2024/06/13/world/middleeast/israel-southern-gaza-hezbollah.html,Israel was reported to have stepped up missile and artillery strikes in southern Gaza while also hitting Hezbollah military targets in Lebanon.,704
Hamas Spokesman Says ‘No One Has Any Idea’ How Many Hostages Remain Alive,2024-06-14 08:13:04+00:00,"Hamdan, Osama",Gaza Strip,Israel-Gaza War (2023- ); Kidnapping and Hostages,Hamas; CNN,https://www.nytimes.com/2024/06/14/world/middleeast/hamas-hostages-israel-cnn.html,"Of the roughly 250 people kidnapped during the Oct. 7 attacks, 120 are believed to remain in Gaza. Israel believes at least third of them have died.",481
Where Robert F. Kennedy Jr. Stands on the Issues,2024-06-14 09:02:07+00:00,"Kennedy, Robert F Jr; Shanahan, Nicole (1985- ); Biden, Joseph R Jr; Trump, Donald J",,Presidential Election of 2024; United States Politics and Government,,https://www.nytimes.com/article/rfk-jr-issues-abortion-immigration.html,"The independent candidate, though still a long shot, has found support for his blend of populist economic rhetoric, isolationist foreign policy leanings and government skepticism.",1861
Carnage and Contradiction: Examining a Deadly Strike in Rafah,2024-06-14 09:02:25+00:00,"Netanyahu, Benjamin",Gaza Strip; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Terrorism; Humanitarian Aid; vis-video,Hamas,https://www.nytimes.com/2024/06/14/world/europe/carnage-and-contradiction-examining-a-deadly-strike-in-rafah.html,Israel said it took care to avoid harming civilians when it targeted two Hamas fighters. An investigation shows civilian casualties were almost inevitable.,2479
Israelis Are Not Watching the Same War You Are,2024-06-14 09:06:23+00:00,,Israel,audio-neutral-informative; Palestinians; Israel-Gaza War (2023- ); International Relations; United States Politics and Government; Israeli Settlements,Palestinian Authority,https://www.nytimes.com/2024/06/14/opinion/ezra-klein-podcast-amit-segal.html,"The Israeli journalist Amit Segal discusses Benny Gantz’s departure from the war cabinet, Israel’s shift to the right and whether a new theory of security is emerging in Israeli politics.",5076
F.B.I. Director Makes Rare Visit to Africa as Terrorism Threat Grows,2024-06-14 16:48:28+00:00,,Kenya; Nigeria; Sahel (Africa); Somalia,Terrorism; International Relations; Israel-Gaza War (2023- ); United States International Relations; September 11 (2001); Coups D'Etat and Attempted Coups D'Etat; Defense and Military Forces,AL QAEDA; Islamic State in Iraq and Syria (ISIS); Shabab,https://www.nytimes.com/2024/06/14/us/politics/fbi-director-africa-terrorism-threat.html,"The Islamic State and Al Qaeda consider Africa ‘very fertile ground,’ said Christopher A. Wray, who is meeting with officials in Nigeria and Kenya.",747
"At the G7, Biden Can’t Escape the Shadow of the Gaza War",2024-06-14 18:47:42+00:00,"Biden, Joseph R Jr; Zelensky, Volodymyr",BARI (ITALY); Gaza Strip; Israel,Israel-Gaza War (2023- ); United States International Relations; Russian Invasion of Ukraine (2022),Group of Seven; Security Council (UN),https://www.nytimes.com/2024/06/14/world/middleeast/g7-biden-gaza-war-ukraine.html,"The president was miffed when, expecting to talk about a security pact with Ukraine, he was asked for updates on the Gaza cease-fire plan.",809
Charges of Race-Baiting Rattle a Key Democratic House Primary,2024-06-14 21:48:05+00:00,"Latimer, George S",Bronx (NYC); Dearborn (Mich); Gaza Strip; Israel; San Francisco (Calif); Westchester County (NY),Israel-Gaza War (2023- ); Palestinians; United States Politics and Government,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE; House of Representatives; Democratic Party,https://www.nytimes.com/2024/06/14/nyregion/bowman-latimer-race-racism.html,The accusations by Representative Jamaal Bowman infused an element of unpredictability into the final days of a contest that has largely been defined by differences over the war in Gaza.,510
Israeli Defense Chief Rebuffs French Effort to End Israel-Hezbollah Fighting,2024-06-14 23:00:09+00:00,,Israel; Lebanon; France,Defense and Military Forces; Terrorism; Refugees and Displaced Persons; Israel-Gaza War (2023- ); International Relations,Hezbollah; Hamas,https://www.nytimes.com/2024/06/14/world/middleeast/israel-hamas-hezbollah-lebanon.html,"The United States, France and other mediators have sought for months to reach an agreement that would stop the tit-for-tat missile strikes over Israel’s border with Lebanon.",694
Rough Seas Set Back U.S.-Made Gaza Pier Yet Again,2024-06-15 00:18:26+00:00,,Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid,,https://www.nytimes.com/2024/06/14/world/middleeast/gaza-aid-us-pier.html,The U.S. military said it would temporarily move a pier designed for aid deliveries to Gaza a week after announcing it had been repaired and reattached.,450
Progressive Democrats Scramble to Save One of Their Stars From Defeat,2024-06-15 07:00:26+00:00,"Bowman, Jamaal; Latimer, George S",New York State,"Elections, House of Representatives; Primaries and Caucuses; Israel-Gaza War (2023- ); United States Politics and Government; Political Advertising; Political Action Committees",Democratic Party,https://www.nytimes.com/2024/06/15/nyregion/bowman-latimer-aoc-squad.html,Representative Jamaal Bowman’s views on Israel made him a top target. But his primary has become a flashpoint in a broader fight within the Democratic Party.,1617
"As War Drags On, Gazans More Willing to Speak Out Against Hamas",2024-06-15 09:02:22+00:00,,Gaza Strip; Israel; West Bank,Israel-Gaza War (2023- ); Palestinians; Refugees and Displaced Persons; Civilian Casualties; Terrorism; Defense and Military Forces,Hamas; Palestinian Authority,https://www.nytimes.com/2024/06/15/world/middleeast/hamas-gaza-israel-war.html,Ordinary Gazans are bearing the brunt of the 8-month Israeli military onslaught on the territory and many blame the Palestinian armed faction for starting the war.,1693
New York City Removes Two Parents From School Councils Over Behavior,2024-06-15 09:45:06+00:00,"Banks, David C (1962- )",New York City,Education (K-12); School Boards; Ethics and Official Misconduct; Discrimination; Israel-Gaza War (2023- ); Transgender,Education Department (NYC),https://www.nytimes.com/2024/06/15/nyregion/school-council-parents-removed.html,One parent led a push to review rules around transgender athletes. The other had encouraged pro-Palestinian student activism. The chancellor said their conduct at parent meetings crossed a line.,849
Western Anxiety Makes for an Unexpectedly Smooth G7 Summit,2024-06-15 12:17:44+00:00,"Biden, Joseph R Jr",Italy,International Relations; Politics and Government; Presidential Election of 2024; Russian Invasion of Ukraine (2022); Israel-Gaza War (2023- ),Group of Seven,https://www.nytimes.com/2024/06/15/world/europe/g7-summit-unity-biden.html,"Political weakness, intractable wars in Ukraine and in the Middle East, and challenges from Russia and China combined to create solidarity behind American leadership.",1310
"On Eid al-Adha, Gazans Mark Another Somber Holiday Amid War",2024-06-16 08:25:45+00:00,,Gaza Strip,Eid al-Adha; Famine; Israel-Gaza War (2023- ); Muslims and Islam,,https://www.nytimes.com/2024/06/16/world/middleeast/gaza-eid-al-adha.html,"The Muslim holiday typically involves slaughtering an animal for food for loved ones and the needy, but many in Gaza are going hungry as Israel’s offensive continues.",702
"For Campus Protesters in Brussels, Familiar Methods, but Different Outcomes",2024-06-16 09:00:34+00:00,,Brussels (Belgium); Israel; Gaza Strip,"Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- ); Demonstrations, Protests and Riots; Colleges and Universities",Hamas; Vrije Universiteit Brussel (Belgium),https://www.nytimes.com/2024/06/16/world/europe/campus-protest-belgium-gaza.html,"Pro-Palestinian student activists at one Belgian university have borrowed from the U.S. playbook of encampments and slogans. The results, however, have been starkly different.",1266
An American’s Desperate Effort to Save Her Family in Gaza,2024-06-16 09:02:14+00:00,,Rafah (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinian-Americans; Palestinians,,https://www.nytimes.com/video/world/middleeast/100000009511061/gaza-rafah-american.html,"Following an Israeli airstrike on a camp for displaced Palestinians in Rafah, Gaza, Rolla Alaydi, a Palestinian American, could not reach her family members in Rafah for days, leaving her unsure if they had survived the attack.",0
Broadway’s Pop Era,2024-06-16 11:31:47+00:00,,,internal-storyline-no; Tony Awards (Theater Awards); Theater (Broadway),,https://www.nytimes.com/2024/06/16/briefing/tony-awards.html,The Tonys are tonight. Many of the shows have a new sound.,2036
U.N. Humanitarian Chief: World Leaders Are Failing Us,2024-06-17 05:00:09+00:00,,Ukraine; Russia; Sudan; Israel; Gaza Strip,Humanitarian Aid; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); International Relations,United Nations; Hamas,https://www.nytimes.com/2024/06/17/opinion/united-nations-gaza-ukraine.html,They are breaking the compact between ordinary people and those in whom power is vested.,1285
Biden Adviser Visits Israel as Military Warns of ‘Wider Escalation’ With Hezbollah,2024-06-17 07:44:52+00:00,"Netanyahu, Benjamin",Gaza Strip; Lebanon; Israel,Israel-Gaza War (2023- ); Palestinians,Hezbollah,https://www.nytimes.com/2024/06/17/world/middleeast/biden-netanyahu-hezbollah-israel.html,"The adviser, Amos Hochstein, met with Israel’s Prime Minister Benjamin Netanyahu amid Hezbollah’s use of larger and more sophisticated weapons beyond the Israel-Lebanon border.",469
Pregnant in Gaza With Nowhere to Go,2024-06-17 09:03:37+00:00,,Rafah (Gaza Strip); Gaza Strip; Israel; Egypt,Israel-Gaza War (2023- ); Palestinians; Pregnancy and Childbirth; Refugees and Displaced Persons; Content Type: Personal Profile,,https://www.nytimes.com/2024/06/17/magazine/pregnant-women-gaza-israel-war.html,"As war killed all hope around her, Nevin Muhaisen fought to bring a new life into the world.",4119
‘A Hellscape’: Dire Conditions in Gaza Leave a Multitude of Amputees,2024-06-17 09:27:50+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Civilian Casualties; AMPUTATION; Palestinians,,https://www.nytimes.com/2024/06/17/world/europe/gaza-amputation-hospitals.html,"Access to medical care and even clean water is limited, and the risk of infection is high, making it difficult for patients to get follow-up surgeries, prosthetics and rehabilitation.",1104
Netanyahu Dissolves War Cabinet After 2 Members Quit,2024-06-17 10:18:24+00:00,"Netanyahu, Benjamin; Gantz, Benny; Eisenkot, Gadi; Ben-Gvir, Itamar",Israel; Gaza Strip,Israel-Gaza War (2023- ); War and Armed Conflicts,,https://www.nytimes.com/2024/06/17/world/middleeast/netanyahu-war-cabinet-israel.html,"The widely expected move came after two moderates resigned last week from the influential group, which made key decisions about the war in Gaza.",539
Is Social Media the New Tobacco?,2024-06-17 12:08:19+00:00,,,internal-storyline-no,,https://www.nytimes.com/2024/06/17/business/dealbook/social-media-tobacco-acohol-warning-labels.html,"Vivek Murthy, the U.S. surgeon general, wants warning labels on the tech platforms, arguing that they are fueling a mental health crisis among teens.",1753
‘Inside! Inside!’: Sailors Recount Houthi Attack and U.S. Navy Rescue,2024-06-17 12:44:14+00:00,,Red Sea,Ships and Shipping; Piracy at Sea; Israel-Gaza War (2023- ),Houthis; United States Navy,https://www.nytimes.com/2024/06/17/world/middleeast/sailors-us-navy-houthi-attack.html,The captain of a ship assaulted by the Yemen-based militia last week spoke at a news conference in Manila after the rescue.,641
"Gaza Is World’s Deadliest Place for Aid Workers, U.N. Says",2024-06-17 17:20:30+00:00,,Gaza Strip; Israel,Humanitarian Aid; Israel-Gaza War (2023- ),Hamas; International Crisis Group; United Nations Relief and Works Agency; World Central Kitchen,https://www.nytimes.com/2024/06/17/world/middleeast/gaza-aid-workers-un.html,"The peril faced by humanitarian workers in Gaza has interrupted or obstructed the delivery of aid in a place where, aid groups have warned, hundreds of thousands of people are facing famine conditions.",601
"Michigan and CUNY Mishandled Discrimination Complaints, Education Dept. Finds",2024-06-17 17:34:47+00:00,"Cardona, Miguel A (1975- )",,"Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Pro-Palestinian Campus Protests (2023- ); Colleges and Universities; Discrimination; United States Politics and Government; Anti-Semitism","City University of New York; Baruch College; Education Department (US); Hunter College; Queens College, City University of New York; University of Michigan",https://www.nytimes.com/2024/06/17/us/politics/michigan-cuny-discrimination-complaints.html,The department concluded that both schools failed to appropriately respond to complaints that campus protests had veered into antisemitism and anti-Arab discrimination.,517
Israeli Protesters Mass in Jerusalem to Call for Elections,2024-06-17 22:02:50+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,"Demonstrations, Protests and Riots; Israel-Gaza War (2023- )",,https://www.nytimes.com/2024/06/17/world/middleeast/israel-protests-government.html,"The protesters demanded an end to the war and the release of hostages from Gaza, and also called for elections that many hoped would oust Prime Minister Benjamin Netanyahu.",406
"Israel Pauses Daytime Offensive in Part of Gaza, Raising Hopes for More Aid",2024-06-17 23:00:09+00:00,"Netanyahu, Benjamin",Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Humanitarian Aid; Defense and Military Forces,United Nations; United Nations Relief and Works Agency; World Food Program,https://www.nytimes.com/2024/06/17/world/middleeast/israel-gaza-pause-border-crossing.html,"The new policy, addressing concerns that combat made aid delivery too dangerous, took hold as an increasingly isolated Benjamin Netanyahu dissolved his war cabinet.",1272
"After Delay, Top Democrats in Congress Sign Off on Sale of F-15 Jets to Israel",2024-06-18 02:23:35+00:00,"Biden, Joseph R Jr; Meeks, Gregory W; Cardin, Benjamin L",Gaza Strip; Israel,United States Politics and Government; Israel-Gaza War (2023- ),Democratic Party; Hamas; House of Representatives,https://www.nytimes.com/2024/06/18/us/politics/israel-f-15-jets-democrats.html,Senior Democrats who had taken the unusual step of holding out relented to pressure from the Biden administration and allowed a multibillion-dollar sale of weapons to move ahead.,642
An Israeli Hostage’s Parent: This Is Not the Holocaust,2024-06-18 05:00:02+00:00,"Netanyahu, Benjamin",Gaza Strip; Israel,"Israel-Gaza War (2023- ); Holocaust and the Nazi Era; Palestinians; Pro-Palestinian Campus Protests (2023- ); Jews and Judaism; War Crimes, Genocide and Crimes Against Humanity",Hamas,https://www.nytimes.com/2024/06/18/opinion/holocaust-israel-palestinians-hamas.html,Invoking Nazis and pogroms in discussing the Hamas attacks is wrong and offensive and helps the Israeli government avoid responsibility for its failures.,1194
American Leaders Should Stop Debasing Themselves on Israel,2024-06-18 09:03:25+00:00,"Netanyahu, Benjamin; Barak, Ehud; Sinwar, Yehya",Israel; Gaza Strip; Middle East,Israel-Gaza War (2023- ); Politics and Government; Palestinians; International Relations; United States International Relations,Hamas; Hezbollah,https://www.nytimes.com/2024/06/18/opinion/netanyahu-gaza-congress.html,You have to wonder if American “friends” of Israel have any clue about the nature of Israel’s government.,1887
"Israel and Hezbollah Play a Risky Tit-for-Tat, Leaving Region on Edge",2024-06-18 11:17:27+00:00,,Israel; Middle East; Lebanon,Israel-Gaza War (2023- ); War and Armed Conflicts,Hezbollah; Hamas,https://www.nytimes.com/2024/06/18/world/middleeast/israel-hezbollah-lebanon.html,"A full-scale war could devastate both Israel and Lebanon, where the Hezbollah militia is a far better trained and equipped adversary than Hamas.",1184
French Court Strikes Down Ban on Israeli Companies at Weapons Show,2024-06-18 13:04:19+00:00,,France; Israel,Israel-Gaza War (2023- ); Arms Trade; Defense Contracts,,https://www.nytimes.com/2024/06/18/world/middleeast/arms-show-ban-france-israel-weapons.html,"A court ruled that France’s order to bar Israeli exhibitors from the Eurosatory arms show was discriminatory, as the French government’s criticism over the war in Gaza mounts.",648
Planning the Resistance to Trump,2024-06-18 16:13:27+00:00,"Trump, Donald J",Belgium,"Presidential Election of 2024; United States Politics and Government; Democracy (Theory and Philosophy); Nuclear Energy; Geoengineering; Pro-Palestinian Campus Protests (2023- ); Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Jews and Judaism; Whales and Whaling; Hunting and Trapping; Animal Abuse, Rights and Welfare; Solar Energy",,https://www.nytimes.com/2024/06/18/opinion/trump-resistance.html,Readers discuss preparations by progressive activists and others. Also: A nuclear threat; geoengineering; Gaza protests in Belgium; a tribe’s whale hunt.,1116
"U.S. Pier for Gaza Aid Is Failing, and Could Be Dismantled Early",2024-06-18 17:46:02+00:00,"Biden, Joseph R Jr",Gaza Strip; Israel,Israel-Gaza War (2023- ); Humanitarian Aid; Palestinians; United States International Relations,Hamas; Defense Department,https://www.nytimes.com/2024/06/18/us/politics/gaza-pier-israel-aid.html,"Officials hope a looming deadline will pressure Israel to open more land routes into the territory, which is facing extreme levels of hunger.",1221
Israel’s Daily Combat Pause in Part of Gaza: How Is It Working?,2024-06-18 18:00:03+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Humanitarian Aid; Refugees and Displaced Persons; Famine,Hamas; United Nations; United Nations Relief and Works Agency; Refugees International; International Rescue Committee,https://www.nytimes.com/2024/06/18/world/middleeast/israel-pause-gaza-aid.html,"The new practice is supposed to make it easier and safer to distribute desperately needed aid around Gaza. Aid groups are hopeful, but say more is needed.",542
"Debris From Destruction Adds to Health Crisis in Gaza, U.N. Says",2024-06-18 23:54:46+00:00,,Gaza Strip,Environment; Israel-Gaza War (2023- ); War and Armed Conflicts,,https://www.nytimes.com/2024/06/19/world/middleeast/israel-gaza-debris-un.html,"After eight months of fighting between Israel and Hamas, Gaza is littered with more than 39 million tons of debris, according to an initial assessment.",459
Race and Israel Take Center Stage in Final Bowman-Latimer Debate,2024-06-19 01:54:00+00:00,"Latimer, George S; Bowman, Jamaal",New York State; Bronx (NYC); Westchester County (NY),"Debates (Political); Elections, House of Representatives; Primaries and Caucuses; Black People; Blacks; Israel-Gaza War (2023- )",Democratic Party; House of Representatives,https://www.nytimes.com/2024/06/18/nyregion/bowman-latimer-debate.html,"Representative Jamaal Bowman of New York sought to portray his challenger, George Latimer, as a pawn of a major pro-Israel lobby.",749
"A Palestinian American Choreographer’s Intimate, Epic ‘Gathering’",2024-06-19 09:00:10+00:00,"King, Samar Haddad",,Palestinians; Dancing; Palestinian-Americans; Content Type: Personal Profile; Israel-Gaza War (2023- ),"Shed (Manhattan, NY)",https://www.nytimes.com/2024/06/19/arts/dance/gathering-yaa-samar-the-shed.html,"Samar Haddad King’s premiere at the Shed tells a layered story of trauma, dislocation and resilience.",1104
"Anarchy Hinders Gaza Aid Efforts, Despite Daily Combat Pause",2024-06-19 11:35:58+00:00,,Gaza Strip; Rafah (Gaza Strip); Israel,Israel-Gaza War (2023- ); Palestinians; Humanitarian Aid; Organized Crime; Terrorism; Defense and Military Forces,Hamas; Kerem Shalom,https://www.nytimes.com/2024/06/19/world/middleeast/gaza-aid-chaos.html,"Thousands of tons of aid stockpiled in southern Gaza cannot be distributed because the roads are too dangerous, relief groups say.",1089
Hezbollah’s Leader Says It Will Fight Without ‘Limits’ if Israel Attacks,2024-06-19 19:34:45+00:00,"Nasrallah, Hassan",Cyprus; Middle East; Lebanon; Israel,Israel-Gaza War (2023- ); War and Armed Conflicts,Hezbollah,https://www.nytimes.com/2024/06/19/world/middleeast/hezbollah-cyprus-israel-nasrallah.html,"Hassan Nasrallah, head of the Lebanese militia, also threatened Cyprus if it helped Israel in an all-out war. The Cypriot president responded that his nation was “not involved in any way.”",576
Is Hamas Bound by International Law? What to Know.,2024-06-20 04:00:02+00:00,"Sinwar, Yehya",Gaza Strip,"Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; War Crimes, Genocide and Crimes Against Humanity; Kidnapping and Hostages",Hamas,https://www.nytimes.com/2024/06/20/world/middleeast/hamas-war-crimes-international-law.html,"The armed Islamist group committed war crimes on Oct. 7, experts say, and continues to do so by holding hostages.",1489
"No, I Don’t Want to Protest",2024-06-20 09:02:35+00:00,,,"Demonstrations, Protests and Riots; Pro-Palestinian Campus Protests (2023- ); Israel-Gaza War (2023- )",,https://www.nytimes.com/2024/06/20/opinion/protests.html,"I don’t like operating in unison, and I’ve never been much of a tribalist or a joiner.",895
When the Only Escape From War in Gaza Is to Buy a Way Out,2024-06-20 09:38:50+00:00,,Egypt; Gaza Strip; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Palestinians; Refugees and Displaced Persons,GoFundMe,https://www.nytimes.com/2024/06/20/world/middleeast/palestinians-gaza-gofundme-egypt.html,"For many Palestinians, securing approval to exit the territory is possible only after raising thousands of dollars to pay middlemen or an Egyptian company.",1714
Who Is the Egyptian Tycoon Accused of Charging Palestinians to Escape Gaza?,2024-06-20 09:49:00+00:00,"Organi, Ibrahim al- (1974- ); Sisi, Abdel Fattah el-",Gaza Strip; Israel; Egypt,Israel-Gaza War (2023- ); International Relations; Palestinians; Refugees and Displaced Persons; Politics and Government; Content Type: Personal Profile,Organi Group,https://www.nytimes.com/2024/06/20/world/middleeast/egypt-tycoon-hala-palestinians-gaza.html,"Ibrahim al-Organi has close connections with the Egyptian government, diplomats say, and he has multiple business interests in Gaza.",804
Netanyahu’s Growing Rift With Israel’s Military Raises Questions About Gaza War’s Future,2024-06-20 11:25:49+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Politics and Government; Orthodox Judaism; Draft and Recruitment (Military); Palestinians; Terrorism,Hamas,https://www.nytimes.com/2024/06/20/world/middleeast/netanyahu-israel-idf-war.html,"Their tensions, which have grown quietly for months, reached a new peak this week when the military’s chief spokesman, Rear Adm. Daniel Hagari, made unusually blunt comments.",1327
French Election Becomes ‘Nightmare’ for Nation’s Jews,2024-06-20 18:41:05+00:00,"Le Pen, Jean-Marie; Melenchon, Jean-Luc; Macron, Emmanuel (1977- )",France; Gaza Strip; Israel,Elections; Politics and Government; Legislatures and Parliaments; Right-Wing Extremism and Alt-Right; Anti-Semitism; Jews and Judaism; Sex Crimes; Israel-Gaza War (2023- ),National Rally (France); France Unbowed (Political Party),https://www.nytimes.com/2024/06/20/world/europe/french-election-antisemitism-jews.html,An attack on a 12-year-old Jewish girl is inflaming an already tense and divisive situation.,1197
AIPAC Unleashes a Record $14.5 Million Bid to Defeat a Critic of Israel,2024-06-20 20:06:38+00:00,"Bowman, Jamaal; Latimer, George S",New York State; Israel,"United States Politics and Government; Lobbying and Lobbyists; Israel-Gaza War (2023- ); Elections, House of Representatives; Primaries and Caucuses; Campaign Finance; Political Action Committees; Political Advertising",AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE; Democratic Majority for Israel; House of Representatives,https://www.nytimes.com/2024/06/20/nyregion/aipac-bowman-latimer.html,"The deluge in outside spending, which also includes another $1 million from another pro-Israel group, threatens to sink Representative Jamaal Bowman.",1329
Friday Briefing: Vladimir Putin Visits Vietnam,2024-06-20 21:00:05+00:00,,"Far East, South and Southeast Asia and Pacific Areas",,,https://www.nytimes.com/2024/06/20/world/asia/putin-vietnam-israel-gaza-asia.html,"Also, a rift in Israel over the war in Gaza.",1160
"Amid Gaza War, Netanyahu Feuds With Military, His Coalition and Washington",2024-06-21 10:37:49+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr; Ben-Gvir, Itamar; Smotrich, Bezalel (1980- ); Kirby, John F",,Israel-Gaza War (2023- ); Palestinians; United States International Relations; Arms Trade,Hamas,https://www.nytimes.com/2024/06/21/world/middleeast/netanyahu-public-quarrels.html,"As the Israeli prime minister’s allies pull him in multiple, contradictory directions, he has publicly focused on his conflict with the Biden administration.",915
U.N. Chief Warns Israel and Hezbollah of the Risk of a Wider War,2024-06-21 21:58:59+00:00,"Guterres, Antonio; Nasrallah, Hassan",Lebanon; Israel,Israel-Gaza War (2023- ); International Relations; Palestinians,Hezbollah; United Nations,https://www.nytimes.com/2024/06/21/world/middleeast/un-chief-guterres-israel-hezbollah.html,"“The people of the region and the people of the world cannot afford Lebanon to become another Gaza,” he said.",559
The Gaza War Is Dividing the L.G.B.T.Q. Community,2024-06-22 07:00:19+00:00,"Torres, Ritchie (1988- )",Fire Island (NY); New York City; Gaza Strip; Israel,"Israel-Gaza War (2023- ); Palestinians; Jews and Judaism; Demonstrations, Protests and Riots; LGBTQ Pride Month (US); Homosexuality and Bisexuality; Transgender",Act-Up,https://www.nytimes.com/2024/06/22/nyregion/gaza-war-lgbtq-community.html,"Conflicts over the war have played out in protests, social media battles and a fight over flags on Fire Island during a time usually reserved for solidarity and celebration.",1743
"Bowman, in Fight for His Political Life, Embraces the Left’s Star Power",2024-06-22 07:00:36+00:00,"Bowman, Jamaal; Latimer, George S; Ocasio-Cortez, Alexandria; Sanders, Bernard",Bronx (NYC); New York State; Westchester County (NY),"Elections, House of Representatives; Primaries and Caucuses; United States Politics and Government; Israel-Gaza War (2023- )",Democratic Party; AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,https://www.nytimes.com/2024/06/22/nyregion/bowman-aoc-bernie.html,"Representative Alexandria Ocasio-Cortez and Senator Bernie Sanders rallied with Jamaal Bowman on Saturday, three days before the primary on Tuesday.",1255
"Tree of Life Synagogue to Break Ground on New Sanctuary, and New Mission",2024-06-22 09:03:33+00:00,"Libeskind, Daniel",Pittsburgh (Pa),"Anti-Semitism; Pittsburgh, Pa, Shooting (2018); Museums; Israel-Gaza War (2023- ); Mass Shootings; Hate Crimes; Jews and Judaism; Discrimination; Monuments and Memorials (Structures); Synagogues","Tree of Life (Pittsburgh, Pa, Synagogue)",https://www.nytimes.com/2024/06/22/us/tree-of-life-groundbreaking.html,"A museum on the history of antisemitism will be part of the new building, alongside a memorial to the 11 worshipers killed in the 2018 attack in Pittsburgh.",948
Hezbollah Has Threatened Cyprus. Here’s Why.,2024-06-22 09:43:54+00:00,"Nasrallah, Hassan",Cyprus; Lebanon; Gaza Strip,Israel-Gaza War (2023- ),Hezbollah; Hamas,https://www.nytimes.com/2024/06/22/world/middleeast/hezbollah-cyprus.html,"Hassan Nasrallah, Hezbollah’s chief, warned that the armed group would punish the small island nation if it allowed Israel to use its airports and bases to target Lebanon.",489
Why Netanyahu Doesn’t Take Biden Seriously,2024-06-22 11:00:38+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); United States International Relations; Palestinians; United States Politics and Government; Civilian Casualties; Humanitarian Aid; Foreign Aid; Defense and Military Forces; Arms Trade,,https://www.nytimes.com/2024/06/22/opinion/gaza-israel-biden-netanyahu.html,"By averting his eyes as his red lines are ignored, Biden is wasting his leverage over Israel.",1039
"As War Stretches On, Gaza’s High School Students Put Their Dreams on Hold",2024-06-22 11:05:06+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Education (K-12); Colleges and Universities; Refugees and Displaced Persons; Defense and Military Forces,United Nations Relief and Works Agency,https://www.nytimes.com/2024/06/22/world/middleeast/gaza-schools-final-exams.html,"Eight months of war have devastated Gaza’s education system, with schools turned into shelters and major rebuilding needed to make them functional again. Tens of thousands of students are missing their final exams.",584
