Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
nbcnews,"October 12, 2023 07:01 PM","A series of shocking reports have spread horrific claims of baby beheadings by Hamas militants across social and mainstream media in recent days. But the reports are unconfirmed, and in some cases have been retracted.",328,212,696,233162
nbcnews,"October 07, 2023 07:08 PM","Hamas says it has taken “dozens” of Israeli soldiers hostage and moved them to the Gaza Strip.  Footage verified by @NBCNews appears to show Israeli hostages, many of them women, being walked up the street by gunmen wearing military fatigues.",211,136,90,122847
nbcnews,"October 13, 2023 11:00 PM","Senior Biden administration officials have privately urged Israeli officials to show restraint and avoid mass civilian casualties, according to two current and one former U.S. official.",271,148,138,68837
nbcnews,"April 13, 2024 08:29 PM","BREAKING: Iran launches drones toward Israel, according to an IDF spokesperson, in an attack that Tehran had promised to carry out after its embassy in Damascus was hit last week.",496,244,123,276225
nbcnews,"October 17, 2023 09:00 PM","The White House is criticizing former President Trumps response to the Israel-Hamas war, characterizing his call for an expanded travel ban ""revolting and dangerous.""",271,98,366,95358
nbcnews,"October 13, 2023 02:01 PM","Researchers have uncovered a propaganda network of 67 accounts on the X social platform that are coordinating a campaign of posting false, inflammatory content related to the Israel-Hamas war.",2091,1420,876,262700
nbcnews,"October 14, 2023 11:55 AM","Water has begun to run out in Gaza, a U.N. agency says, putting 2 million people at risk of dehydration and contracting water-borne diseases from consuming contaminated fluids.  ""It has become a matter of life and death.""   Mahmud Hams / AFP",239,190,34,65399
nbcnews,"April 04, 2024 09:22 PM","According to @NBCNews analysis of videos, photos, and interviews with university staff and students, at least 5 of Gaza’s 7 major universities have been destroyed or partially damaged since the start of the Israel-Hamas war.",1205,518,148,855644
DailyCaller,"July 24, 2024 07:04 PM",Netanyahu thanks President Trump for his leadership in brokering the Abraham Accords and condemns the assassination attempt he faced:,340,77,9,9785
DailyCaller,"July 24, 2024 06:45 PM","NETANYAHU: ""Some of these protesters hold up sign proclaiming gays for Gaza they might as well hold up signs saying chickens for KFC!""",272,70,8,13934
DailyCaller,"May 07, 2024 01:13 PM","WATCH: Protestors at GW try to raise Palestinian flag, but police immediately cut it down. …",236,53,23,15189
DailyCaller,"April 29, 2024 05:15 PM",An anonymous group has set up a massive TV outside the UCLA encampment showing footage of the Oct. 7th Hamas attack on Israel,677,122,16,23455
DailyCaller,"October 10, 2023 03:54 PM",ADL CEO: “I love this network. But I’ve gotta ask ‘Who is writing the scripts?!’  Hamas — they are not fighters — they are not militants — they are TERRORISTS!”,333,97,34,15105
DailyCaller,"July 24, 2024 06:00 PM",AFTERMATH: Anti-Israel protestors try and wash eyes after police deploy pepper spray,1117,256,761,77843
DailyCaller,"July 24, 2024 06:40 PM",Rashida Tlaib holds up a War Criminal sign at Netanyahus address to Congress:,341,219,336,34324
TheAtlantic,"October 24, 2023 11:15 PM","""At a military base north of Tel Aviv, the Israel Defense Forces held a grisly matinee screening of 43 minutes of raw footage from Hamas’s October 7 attack,"" @gcaw writes. Read his full report here:",286,172,21,99937
TheAtlantic,"October 15, 2023 11:15 AM","“If Americans now have anything useful to tell Israelis,” George Packer argues, it’s this: “Don’t … Don’t imagine that overwhelming military force can solve an immensely complex historical and political problem.”",274,82,24,52009
TheAtlantic,"November 16, 2023 02:45 AM","""Neither Israelis nor Palestinians are going anywhere, and neither will give up their national identity. Those who truly want peace and justice in the Holy Land should start by recognizing this reality,"" @arashtehran writes:",354,87,20,98593
TheAtlantic,"October 18, 2023 12:15 AM","""Again and again, people say they intend to murder Jews,"" @YairRosenberg writes.   ""And yet, century after century, the world produces new, tortuous justifications for why anti-Jewish bigots don’t really mean what they say—even though they do.""",202,85,9,58262
TheAtlantic,"October 11, 2023 10:58 PM","""It is becoming clear that Hamas achieved .  a short-term victory so staggering that its leaders did not predict it and could not handle it even as it was happening, and whose massive long-term consequences are likely dire for Hamas,“ @gcaw writes",330,133,18,104487
OversightDems,"September 04, 2024 01:52 PM","Trumps DOJ shut down the investigation into a potential $10 million cash bribe he pocketed and now Donald Trump wont even answer the most basic question: Did he or his campaign get any money from Egypts dictator, Abdel Fatah El-Sisi? …",2477,1267,62,101559
MeidasTouch,"December 06, 2023 06:17 PM","Gov. Josh Shapiro forcefully denounces the anti-Semitic protests in Philadelphia that targeted a Jewish-owned restaurant: ""People have a right to peacefully protest a difference of policy in the Middle East or in Israel. They do not have a right to come and protest a restaurant",3088,815,77,256442
MeidasTouch,"October 10, 2023 03:21 PM","Hamas terrorists are evil.   And Hamas threatens the lives of both Israelis and Palestinians.  Equating Hamas terrorists with Palestinians who are suffering and are in harm’s way is evil, too, and only plays into the terrorists’ hands.",2565,632,321,110954
MeidasTouch,"November 24, 2023 03:06 PM",BREAKING: 13 Israeli hostages and 12 Thai hostages held by Hamas have been released.,2263,409,53,74391
MeidasTouch,"March 19, 2024 05:09 PM",Kushner Calls For Removal Of Palestinians in Gaza to Build Beachfront Properties,3532,2775,719,210424
MeidasTouch,"November 24, 2023 07:59 PM",BREAKING —  President Biden discusses the release of hostages held by Hamas and says the goal is to extend the ceasefire beyond four days.,3268,728,357,275121
MeidasTouch,"October 11, 2023 09:37 PM",BREAKING: President Biden and the Israeli government confirm that babies were decapitated by Hamas,871,498,162,103767
GOP,"October 23, 2023 12:54 PM","Sen. @TedCruz: “We need to cut off the funding that has enabled this attack to happened… Joe Biden and the Biden administration have flowed nearly $100 billion to Iran. Understand, Hamas is a proxy for Iran. Without Iran, there would be no Hamas.”",1732,515,739,108025
GOP,"October 26, 2023 03:55 PM","Sen.@KatieBrittforAL: ""Hamas is absolutely, complete evil.""   ""We must stand with Israel.""",450,110,142,32776
GOP,"November 06, 2023 08:14 PM",Sen. @KatieBrittforAL describes the importance of standing with our ally Israel and why the Hamas terrorists must be eradicated.,280,92,66,25010
GOP,"October 30, 2023 07:49 PM","Sen. @KatieBrittforAL: Hamas is “absolute, pure evil.”  “When you see evil rear its head – which is exactly what we saw happen on October 7th – we must look it in the eyes and we must take it down.”",522,131,137,29812
GOP,"January 27, 2024 01:20 PM","On this Holocaust Remembrance Day, we mourn the 6 million Jews who were murdered, and commemorate the liberation of Auschwitz-Birkenau.",859,262,240,52010
GOP,"May 01, 2024 02:32 PM","After days of pro-Hamas mobs terrorizing college campuses, Joe Biden praised their agitators, is considering giving ""permanent safe haven"" to refugees from Gaza, and announced he was forcing the middle class to pay off more student loan debt.    This is Biden’s campus chaos.",295,135,111,18895
GOP,"November 15, 2023 11:03 PM","Yesterday, the Biden administration unilaterally approved another sanctions waiver that unlocks a fresh $10 billion in frozen funds for the Iranian regime.  We may never know how much makes its way into the pockets of terrorists.",302,179,265,38134
GOP,"October 09, 2023 03:10 PM","TOWNHALL:   Weapons Left In Afghanistan, Thanks to Bidens Botched Withdrawal, Are Being Used To Attack Israel",887,443,1043,82298
GOP,"February 03, 2024 04:26 PM","Before Biden took office, peace agreements were being signed in the Middle East. In just three years, Biden surrendered Afghanistan to the Taliban, terrorists have attacked Israel, and Iranian proxies have targeted American troops in over 165 attacks just since October.",972,386,500,57852
GOP,"November 24, 2023 08:11 PM",Experts warn Hamas’ terrorism may target American institutions.,192,86,196,37891
GOP,"December 11, 2023 04:43 PM","Nearly half of Democrats oppose Israel’s effort to destroy the brutal terrorist group Hamas. The Republican Party stands with Israel.  Majority of Americans Back Israel as Democrats Split Over War With Hamas, WSJ Poll Finds",247,86,172,21381
GOP,"October 10, 2023 08:06 PM",Sen. @TomCottonAR calls on Biden to “change course on his disastrous Iran policy.”  “Iran is the worlds worst state sponsor of terrorism. Hamas could not exist on the scale and the brutality it does without the support from Iran.”,321,98,189,34207
GOP,"October 10, 2023 08:38 PM","""Babies, their heads cut off.""   Israel is facing down pure evil.",360,153,281,46334
GOP,"August 21, 2024 08:28 PM","""We defeated ISIS, we killed the world’s top terrorists, we secured our borders, we achieved Energy Independence, we stood up to China, we protected Israel, we made PEACE in the Middle East with the Abraham Accords and more""  -President Trump",1699,510,484,37167
HannahDCox,"March 08, 2024 05:46 PM","Lefties are mad at Starbucks because they think its funding Israel.  Meanwhile, its really their taxes funding Israel and theyre like ""yes government queen, more taxes please!""",200,36,9,7484
HannahDCox,"March 08, 2024 03:10 PM",The boycott is happening because people believe that Starbucks is funding Israel. Whats incredible about this is that Starbucks is not funding Israel. x.com/missfalsteenia…,298,30,106,56762
KyleKulinski,"July 24, 2024 07:40 PM","Every single congressperson cheering Netanyahu is morally depraved. Theyre overlooking or outright supporting one of the great atrocities of our time. The history books will judge all of these cretins as akin to nazis. The Lancet has the Palestinian death rate at 186,000 so the",1383,410,61,55192
KyleKulinski,"October 26, 2023 02:42 AM","As soon as Israel announced a total siege of Gaza shutting off power, food, fuel & water to 2.3m people they obviously gave up any pretense of caring about civilian casualties. But Biden still pretends they’re being super careful & moral. Pathetic lie",979,194,127,61986
KyleKulinski,"September 04, 2024 12:29 AM","Hamas ACCEPTED the deal Israel proposed, even after Israel watered it down multiple times! Netanyahu blocked it because he cares more about genocide and maintaining his power than the hostages. Pompeo knows the truth and he will never tell you it. Hes a corrupt genocidal neocon",1089,157,56,78484
KyleKulinski,"September 03, 2024 04:32 PM",After Hamas savagely murdered hostages—including an American—Biden & Harris are demanding Israel cave to Hamas’s demands.  This is a dangerous reward for terrorism.  And what a message to our enemies.,1071,199,54,75130
KyleKulinski,"June 27, 2024 12:49 PM",Theyre gonna glaze Israel so hard at this debate bro,2303,176,112,115756
KyleKulinski,"May 08, 2024 09:28 PM",Seems like a big deal that a plurality of Americans think our top ally is committing genocide with US arms. Quick call more college kids anti-semites!,772,104,40,60658
KyleKulinski,"May 08, 2024 04:58 PM","""Do you believe Israel is committing genocide against the Palestinian people in Gaza?""  Yes: 39% No: 38%  Unsure: 23%  Data For Progress / Apr 29, 2024 / n=1265",2108,395,49,76887
KyleKulinski,"November 01, 2023 01:53 AM","When the US invaded Iraq dissenters were accused of being Saddam Hussein apologists. It reminds me of how everybody critical of Israel today is accused of being Hamas apologists. Its such a dishonest, weaselly argument but its all over the place.",382,38,18,25931
KyleKulinski,"April 23, 2024 10:16 PM",The outrage over the pro-Palestine protests are the dumbest thing I’ve ever seen. Just wall to wall dishonesty from charlatans trying to take away free speech and protect Israel from legitimate criticism.,1732,275,124,75193
seanhannity,"November 02, 2023 12:39 PM",Hamas Official Ghazi Hamad: We Will Repeat the October 7 Attack Time and Again Until Israel Is Annihilated,381,335,428,93255
seanhannity,"October 17, 2023 11:46 AM","Israel forensic team says victims were abused, tortured, burned alive",240,123,60,61262
seanhannity,"May 07, 2024 12:05 PM",Israeli officials: Hamas reported cease-fire deal is a ‘deception’,247,46,52,47173
seanhannity,"October 13, 2023 01:05 PM",This is the worst terrorist attack in Israels history,262,50,88,54337
seanhannity,"October 20, 2023 11:30 AM",No question that Israel has to go into Gaza for deterrence: Elbridge Colby,220,27,45,60775
seanhannity,"May 06, 2024 07:15 PM","DECEPTION: IDF Says Ceasefire Deal Not Approved by Israel, is Softened Deal; Report",324,67,55,44678
seanhannity,"April 26, 2024 07:05 PM",Were not going to take it anymore: Pro-Israel protesters gather outside Columbia,492,79,45,34962
seanhannity,"November 03, 2023 03:56 PM","NETANYAHU: “Israel refuses a temporary cease-fire that does not include the return of our hostages.""",2740,309,283,79444
seanhannity,"October 28, 2023 11:37 AM",Fox News: Hamas Planned for the Aftermath of Israel’s Invasion of Gaza as They Planned for the October 7th Terror Attacks,213,58,67,58863
seanhannity,"July 31, 2024 12:45 PM",Hamas Leader Ismail Haniyeh Killed After Residence Hit in Tehran,894,123,76,52323
PeoplesParty_US,"November 01, 2023 02:08 PM",Standing with Palestine  #FreePalestine,451,201,13,7964
nytimes,"March 25, 2024 02:57 PM","Breaking News: The UN Security Council passed a resolution for a cease-fire in Gaza, breaking an impasse after the U.S. vetoed several calls to end the war.",200,119,59,149025
nytimes,"December 03, 2023 05:35 AM","A majority of the 240 Palestinian prisoners and detainees Israel released during a weeklong truce with Hamas had not been convicted of a crime, a New York Times data analysis showed, and most were teenagers.",242,145,108,161333
nytimes,"November 25, 2023 09:30 PM",Watch as women and children who had been held hostage by Hamas reunite with loved ones at a hospital in Israel. Their return comes after nearly seven weeks of uncertainty and fear over their fates in Gaza.,498,83,74,181568
nytimes,"January 12, 2024 04:00 AM","Israel faced a charge of genocide at the International Court of Justice on Thursday, as South Africa argued that Israel “means to create conditions of death” in Gaza, and demanded the court order an emergency suspension of the military campaign.",205,45,51,132688
nytimes,"December 09, 2023 07:15 PM","Thousands of children in the Gaza Strip are at risk of dying from malnutrition after two months of war that has decimated the territory’s economy and destroyed its infrastructure, a humanitarian aid group warned on Saturday.",188,135,113,152255
nytimes,"October 23, 2023 02:30 PM","Six days after Hamas accused Israel of bombing a hospital in Gaza City, the group has yet to produce any evidence to support its claims.",237,133,269,131331
nytimes,"October 27, 2023 09:23 PM","An analysis of satellite imagery shows the tremendous structural damage that northern Gaza has sustained since Oct. 17, adding to already significant damage from the preceding 11 days.   We’re mapping the conflict.",246,152,76,175096
nytimes,"November 05, 2023 07:40 PM",Tens of thousands of demonstrators crowded the streets of U.S. cities on Saturday to denounce the scope and scale of Israel’s military campaign in Gaza in response to last month’s terrorist assault by Hamas.,261,88,134,166747
nytimes,"June 23, 2024 11:25 AM","In @nytopinion  ""After eight months of unremitting horror in the Middle East, Biden should recognize that his Gaza policy is a moral, practical and political failure that has not helped anyone but Netanyahu,"" our columnist @NickKristof writes.",232,69,73,143953
funder,"January 06, 2024 12:59 PM","Don’t let anyone lie about January 6th. It was an armed terrorist attack. Pipe bombs, guns, Molotov cocktails, stun guns, machetes, a crossbow, hockey sticks, baseball bats, flagpoles, pepper spray, bear spray, brass knuckles, scissors, needles, screwdrivers, and an axe. Over",10979,4279,5350,403500
WashingtonPost,"November 15, 2023 10:33 PM","As Israel’s war in Gaza continues, violence by Israeli settlers in the West Bank has increased. But even before the war, settler attacks were on the rise.  Follow our live coverage:",2831,1916,482,1848333
WashingtonPost,"October 18, 2023 09:59 PM","Hundreds of pro-Palestinian activists, including American Jews, gathered by the Capitol to demand a cease-fire in Gaza. “We are here as Jews — many descendants of survivors of genocide — to stop a genocide from unfolding in real time,” one protester said.",755,280,236,178049
WashingtonPost,"October 20, 2023 02:06 PM","The historic Church of St. Porphyrius, Gaza’s oldest active church, was struck Thursday as it sheltered hundreds of Palestinians displaced by the war, according to religious officials.",216,143,220,196541
WashingtonPost,"January 10, 2024 03:07 AM","Exclusive: Videos and photos show settlers with guns trying to break down the gate of a home in Qusra, a Palestinian community in the Israeli-occupied West Bank.  Seventeen-year-old Obada Sae’ed Abu Srour was killed, alongside two others, and at least 12 were injured — the",510,373,44,161262
WashingtonPost,"October 07, 2023 02:25 PM","Israeli Prime Minister Benjamin Netanyahu said “we are at war, and we will win it” Saturday after Hamas launched an assault and took captives following the 50th anniversary of the start of the 1973 Yom Kippur war.  For more live updates follow here.",193,113,81,147711
WashingtonPost,"November 01, 2023 08:19 AM","Of the more than 1,400 people killed by Hamas, there are some 200 badly damaged bodies that reman unnamed. Israel has turned to archeologists for help.",546,290,207,177017
WashingtonPost,"October 08, 2023 12:50 PM","Breaking news: Israel issued a formal declaration of war against Hamas on Sunday, promising retaliation for an unprecedented attack by the militant group, as the combined death toll for both sides passed 900.",276,303,97,175932
WashingtonPost,"April 06, 2024 01:47 AM","A Human Rights Watch investigation published Thursday said an Israeli attack on a Gaza building in October had no apparent militant target, but killed 106 civilians, including 54 children, making it an “apparent war crime.”",474,277,55,98937
GOPoversight,"May 06, 2024 03:55 PM","Since they set up their unlawful camp at GWU, the pro-Hamas mob has called for genocide and the murder of GWU faculty.   The GWU President is urging Mayor Bowser and MPD to clear out this unlawful, antisemitic encampment.  Why are D.C. officials refusing to act?",363,177,65,39489
GOPoversight,"May 01, 2024 09:09 PM","At a press conference outside of the pro-Hamas camp city on GW’s campus, Chairman Comer calls on DC Mayor Bowser to step in and uphold the rule of law before next week’s oversight hearing.  Our committee has already rescinded DC’s radical, soft-on-crime bill.",873,272,293,60877

|RUN STATISTICS|
"Time Processed: September 29, 2024 01:02 AM",Number of discards: 252,"List of accounts processed: ['ComicDaveSmith', 'RBReich', 'theintercept', 'TheRickWilson', 'FreemansMind96', 'nbcnews', 'DailyCaller', 'TheAtlantic', 'OversightDems', 'MeidasTouch', 'GOP', 'HannahDCox', 'KyleKulinski', 'seanhannity', 'PeoplesParty_US', 'nytimes', 'funder', 'WashingtonPost', 'GOPoversight']","List of accounts coming in: ['ProudSocialist', 'ComicDaveSmith', 'LPTN1776', 'checkmatestate', 'ajc', 'RBReich', 'theintercept', 'TheRickWilson', 'FreemansMind96', 'AmpedUpPodcast', 'nbcnews', 'NPR', 'DailyCaller', 'Morehouse', 'LPNH', 'TheAtlantic', 'people4liberty', 'TeamWarnock', 'OversightDems', 'Weaponization', 'MeidasTouch', 'StJude', 'BadFaithPod', 'whitecoatwaste', 'InequalityMedia', 'GOP', 'Josh_Moon', 'HoustonChron', 'HannahDCox', 'KyleKulinski', 'EricTrump', 'LaraLeaTrump', 'seanhannity', 'RacePowerPolicy', 'ProjectLincoln', 'UALawSchool', 'PeoplesParty_US', 'nytimes', 'funder', 'WashingtonPost', 'GOPoversight', 'yhn', 'rbreich']","List of accounts needed to be rerun: ['AmpedUpPodcast', 'NPR', 'people4liberty', 'TeamWarnock', 'BadFaithPod', 'RacePowerPolicy', 'UALawSchool']","List of accounts with parsed but only irrelevant tweets: ['ProudSocialist', 'LPTN1776', 'checkmatestate', 'ajc', 'Morehouse', 'LPNH', 'Weaponization', 'StJude', 'whitecoatwaste', 'InequalityMedia', 'Josh_Moon', 'HoustonChron', 'EricTrump', 'LaraLeaTrump', 'ProjectLincoln', 'yhn', 'rbreich']"
