Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
beinlibertarian,"February 09, 2024 03:31 PM","C’mon Mexico,   Open the damn gate to Gaza.",844,46,14,18133
beinlibertarian,"October 13, 2023 02:46 AM","You say “Global Day of Jihad"" but all I’m hearing is Global Day of Open Carry",1736,195,49,43890
beinlibertarian,"March 11, 2024 02:34 PM",They called you an anti-vaxxer because you didn’t want to take that one multi shot vax that hadn’t proven itself to be safe or effective even though you had every other vaccine they recommended   They call you an antisemite if you question the one Israeli policy of bombing,709,152,21,13470
briebriejoy,"April 29, 2024 08:55 PM","No mention of pro-Israel supporters shouting ""I hope they rape you"" or calling a peace protester a ""bitch ass nigga"" or the physical violence instigated by this pro-Israel protester today (at 26 seconds):",482,127,6,15713
briebriejoy,"April 29, 2024 01:31 PM","A zionist counter-protester DIVE BOMBED onto a crowd of pro-Palestinian USC student protesters—and started throwing punches. Footage shot by @TinaDesireeBerg.   So far, mainstream media has ignored this college campus violence. perpetrated by a pro-Israel counter protester.",260,53,21,29650
briebriejoy,"November 26, 2023 04:41 AM","Who does this guy think has been shutting down Grand Central, the Statue of Liberty etc?  Anyway, learn more about these courageous Jewish activists who are saying they don’t want war crimes committed in their name on the latest @BadFaithPod. #NotInMyName",5390,1214,299,123264
briebriejoy,"November 26, 2023 04:04 AM","Youre repetitive and weak insults about my intelligence reveal your own stupidity and lack of a cohesive argument.  Youre a Jew, defending Hamas.  It doesnt get any dumber than that. You win. x.com/kthalps/status…",255,21,15,10490
briebriejoy,"November 30, 2023 01:54 AM","Israel is definitionally a Jewish-supremacist ethno-state. If Arab Palestinians had equal rights in Israel & the right of return, Israel could start to claim its a democracy.   As it is, its an apartheid state thats just murdered 15,000 people in six weeks.   Whatever you call",8785,1858,1011,579066
briebriejoy,"November 30, 2023 01:48 AM","Leftism is a Mental Disorder Exhibit 204B:   Jesus was a Jew from Judea. That’s also where the story of Chanukah, which has been celebrated by Jews for thousands of years and will once again be celebrated next week, took place.   Also everything else you said was pure bullshit. x.com/briebriejoy/st…",211,41,23,20849
briebriejoy,"April 04, 2024 06:59 PM","""You know, the whole never again thing while its happening again -- & its not happening to Jews & its not happening on that kind of industrialized scale, or industrialized set up. But what is it going to take for the people who are still defending Israel to realize what",500,150,26,22337
briebriejoy,"April 04, 2024 06:57 PM","BG: ""Im heartened that the public attitude has shifted on Israel. But this is a really telling moment for the left, & a difficult moment, because.  we won the opinion war on Medicare for All, we won the war on $15 minimum wage. Youve won the opinion war on Palestine now, &",614,150,47,75628
foxnews,"December 23, 2023 05:42 PM","FAR FROM OVER: Nearly 11 months after the toxic crash, East Palestine resident blasts the rail company and the government, saying ""Biden still hasnt been here.""",432,154,178,230011
foxnews,"October 22, 2023 02:30 PM",‘BRUTALITY AND BARBARISM’: Dov Hikind gives a firsthand account of what he saw while visiting Israel during its war with terror group Hamas.,460,115,443,203334
foxnews,"May 11, 2024 06:22 PM",Bidens arms embargo on Israel emboldens Hamas missile strikes against Jewish state,258,95,211,74873
foxnews,"October 09, 2023 10:30 PM",Israel activist blasts Squad Democrats calls for ceasefire as war rages in Holy Land: Highly offensive,1231,347,1206,263208
foxnews,"October 31, 2023 11:04 AM",UN agency calls for ceasefire in Israel-Hamas war: Matter of life and death for millions,193,93,722,121313
foxnews,"July 24, 2024 09:53 PM","‘ALLAHU AKBAR’: Pro-Hamas agitators burned American flags and hoisted Palestinian ones as they descended on Washington, D.C. in a chaotic scene. Israeli PM Netanyahu was in the nation’s capital to address a joint session of Congress.",265,166,272,105666
foxnews,"November 21, 2023 12:15 PM","BREAKING NEWS: Israel, Hamas cease-fire deal with hostage release reportedly in final stages",210,63,167,92882
foxnews,"November 19, 2023 05:50 PM","United Nations slammed for silence over Hamas rapes, mutilation and murder of Israeli women, critics say",10719,2444,3426,553046
foxnews,"December 04, 2023 04:56 PM","Israel launches 10,000th airstrike against Hamas, as Palestinians seek shelter in crowded southern Gaza",399,66,509,105869
foxnews,"October 17, 2023 01:00 AM","SECURITY WILL BE RESTORED: Israeli soldier gives update on war with Hamas, saying its time to show the terrorists ""that terror will not"" continue.",523,86,127,111305
foxnews,"December 12, 2023 11:01 PM","UN overwhelmingly votes for humanitarian ceasefire in Gaza, rejects US, Austria amendments condemning Hamas",202,80,284,101888
