Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
foxnews,"October 13, 2023 05:40 AM","‘WOULD MURDER ALL OF US’: Israeli Prime Minister Benjamin Netanyahu is pledging to defeat Hamas, likening the terrorist group to ISIS and the Nazis.",486,101,150,80571
foxnews,"October 11, 2023 12:30 PM","""This is Jihad. There are no rules in Jihad. Theyre raping women in fields, theyre beheading babies."" Woman whose family member was murdered by Hamas delivers  testimony to @SteveDoocy on @foxandfriends, detailing the gruesome scenes from the attacks.",314,161,173,102197
foxnews,"July 24, 2024 08:00 PM","LET ME BE CLEAR: Israeli Prime Minister Benjamin Netanyahu reminds U.S. lawmakers that Israel is not alone in their fight against Hamas, adding the country will do ""whatever it must do to restore security"" and return ""our people safely to their homes.""",1370,267,287,81484
LPNational,"December 08, 2023 05:25 PM","You are most certainly not. Even as Americans languish, you send billions of dollars to Ukraine and Israel.  All while the IRS seizes our wealth, and the Fed destroys whats left of it through the money printers.",742,44,19,12531
HouseJudiciary,"May 02, 2024 07:44 PM","“Not even 24 hours after passing a do-nothing bill under the guise of ‘fighting antisemitism,’ Speaker Johnson drags out one of the oldest antisemitic tropes in world.” -@RepJerryNadler",332,175,39,10078
HouseJudiciary,"February 26, 2024 05:04 PM","Joe: Republicans are saying, dont support Israel, dont support Ukraine, dont support Taiwan, dont support Gazans— and by the way, lets cut defense spending? What party is this?",1233,523,91,23671
washingtonpost,"November 15, 2023 10:33 PM","As Israel’s war in Gaza continues, violence by Israeli settlers in the West Bank has increased. But even before the war, settler attacks were on the rise.  Follow our live coverage:",2832,1916,482,1848332
washingtonpost,"January 10, 2024 03:07 AM","Exclusive: Videos and photos show settlers with guns trying to break down the gate of a home in Qusra, a Palestinian community in the Israeli-occupied West Bank.  Seventeen-year-old Obada Sae’ed Abu Srour was killed, alongside two others, and at least 12 were injured — the",510,373,44,161262
washingtonpost,"October 20, 2023 02:06 PM","The historic Church of St. Porphyrius, Gaza’s oldest active church, was struck Thursday as it sheltered hundreds of Palestinians displaced by the war, according to religious officials.",216,143,220,196541
washingtonpost,"October 14, 2023 01:00 AM","At least 43 West Bank Palestinians have been killed by Israeli forces and settlers since Saturday. Even before the latest round of violence, at least 179 Palestinians in the West Bank had been killed since January, according to the U.N.",188,121,96,108721
washingtonpost,"October 07, 2023 02:25 PM","Israeli Prime Minister Benjamin Netanyahu said “we are at war, and we will win it” Saturday after Hamas launched an assault and took captives following the 50th anniversary of the start of the 1973 Yom Kippur war.  For more live updates follow here.",193,113,81,147711
washingtonpost,"November 01, 2023 08:19 AM","Of the more than 1,400 people killed by Hamas, there are some 200 badly damaged bodies that reman unnamed. Israel has turned to archeologists for help.",546,290,207,177017
washingtonpost,"April 06, 2024 01:47 AM","A Human Rights Watch investigation published Thursday said an Israeli attack on a Gaza building in October had no apparent militant target, but killed 106 civilians, including 54 children, making it an “apparent war crime.”",474,277,55,98937
washingtonpost,"October 08, 2023 12:50 PM","Breaking news: Israel issued a formal declaration of war against Hamas on Sunday, promising retaliation for an unprecedented attack by the militant group, as the combined death toll for both sides passed 900.",276,303,97,175932
AP,"October 13, 2023 06:29 AM","BREAKING: Israel’s military has directed the hundreds of thousands of residents in Gaza City to evacuate “for their own safety and protection,” ahead of a feared Israeli ground offensive.",264,164,121,167231
AP,"October 17, 2023 08:10 PM",The Israeli military says a misfired Palestinian rocket caused a deadly explosion at a Gaza hospital. The Hamas-run Health Ministry says it was an Israeli airstrike that killed hundreds.,636,460,536,669293
AP,"October 08, 2023 05:54 AM","In the Gaza Strip, at least 256 people were killed in Israeli strikes, including 20 children, and close to 1,800 wounded, the Palestinian Health Ministry said. Israel struck 426 targets in Gaza, flattening residential buildings, its military said.",191,171,37,134739
AP,"October 07, 2023 03:06 PM",Israel’s national rescue service says the death toll has risen to 70 in the Hamas militant group’s incursion in southern Israel.  The figures make Saturday the deadliest day of fighting on the Israeli side in decades.,199,101,43,239383
AP,"October 17, 2023 11:08 PM","UPDATE: The massive blast killed hundreds at a Gaza City hospital, the Hamas-run Health Ministry said. Hamas blamed an Israeli airstrike, while the Israeli military said the hospital was hit by a rocket misfired by Palestinian militants.",344,184,205,214206
AP,"February 12, 2024 06:43 AM",BREAKING: At least 50 Palestinians killed in Gaza airstrikes during the Israeli rescue operation of 2 hostages,752,454,343,337494
AP,"December 30, 2023 04:30 PM","Israel’s military campaign in Gaza seen as among the most destructive in recent history, experts say",996,492,255,189192
AP,"October 10, 2023 10:22 AM","No refuge: Over 180,000 Palestinians in the Gaza Strip are packed into U.N. shelters as Israel pounds the territory of 2.3 million people. Residents say there is no escape from the bombings. The U.N. says a shelter was hit directly and five others damaged.",1392,889,218,440607
AP,"February 12, 2024 10:35 AM","BREAKING: Health officials say more than 12,300 Palestinian minors have been killed in Israels war on Hamas in Gaza",7188,13056,7208,39570692
AP,"October 11, 2023 08:28 PM","BREAKING: Israeli Prime Minister Benjamin Netanyahu says soldiers were beheaded and that women were ""raped and slaughtered"" in Hamas militants attack.",365,220,199,295123
theintercept,"April 14, 2024 06:40 PM",Israel and Israel Alone Kicked Off This Escalation — In a Bid to Drag U.S. Into War With Iran  by @mazmhussain,495,279,19,28557
theintercept,"May 24, 2024 11:52 AM",Hundreds of Palestinian Doctors Disappeared Into Israeli Detention  by @KaviChek,508,563,23,51569
theintercept,"October 23, 2023 06:52 PM",The U.N. is powerless to help Gaza — and that’s exactly how the U.S. wants it.  Read more from @schwarz below.,239,155,32,35899
theintercept,"May 13, 2024 05:56 PM","American Medical Missions Trapped In Gaza, Facing Death by Dehydration as Population Clings to Life  by @ryangrim, @HindGaza",361,330,20,35258
theintercept,"November 02, 2023 01:19 PM","Kathy Hochul’s Israel trip bankrolled by group funneling tax-exempt money to illegal settlements  by @akelalacy, @chrisgelardi",309,225,20,63852
BreitbartNews,"October 13, 2023 02:29 AM","The French government announced it was banning pro-Palestinian protests on Thursday, explaining they cause a disturbance to public order and give rise to racial hatred. Paris announced it would arrest organizers and deport “trouble makers.”",943,179,83,42890
BreitbartNews,"May 06, 2024 01:28 AM","Sen. @MarcoRubio: “If you’re in America on a student visa and you’re supporting Hamas, then it’s time for you to go!”",1315,168,41,30130
BreitbartNews,"August 22, 2024 02:58 PM",".@PatriciaHeaton: “While the normies were having their lives, these psychopaths have been plotting on how to kill Jews, and then Christians after that, and how to take down Western civilization and democracy, and how to install Sharia law.”",638,208,39,27008

|RUN STATISTICS|
"Time Processed: September 28, 2024 10:20 PM",Number of discards: 89,"List of accounts processed: ['beinlibertarian', 'briebriejoy', 'foxnews', 'LPNational', 'HouseJudiciary', 'washingtonpost', 'AP', 'BreitbartNews']","List of accounts coming in: ['briebriejoy', 'HouseJudiciary', 'LPNational', 'beinlibertarian', 'theintercept', 'nbcnews', 'NPR', 'TheAtlantic', 'gmail', 'AP', 'BadFaithPod', 'BreitbartNews', 'foxnews', 'washingtonpost', 'lpnational']","List of accounts needed to be rerun: ['NPR', 'BadFaithPod', 'nbcnews', 'TheAtlantic', 'theintercept']","List of accounts with parsed but only irrelevant tweets: ['gmail', 'lpnational']"
