Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
TuckerCarlson,"October 09, 2023 09:37 PM","Ep. 29  After the Hamas attacks, what’s the wise path forward?",135334,37588,9120,11911271
TuckerCarlson,"October 19, 2023 02:42 AM",(0:00) Vivek attacked for opposing World War III (3:00) The potential for disaster in America (5:00) What does an Israeli ground invasion mean? (9:30) The appropriate response to Hamas (14:25) The real threat of nuclear war,13948,2074,593,2371194
TuckerCarlson,"October 23, 2023 10:02 PM",(2:00) Col. Douglas Macgregor (4:20) Threats to the homeland (6:12) Iran & its missiles (13:00) Going into Gaza (19:40) American hostages (22:45) Impact on the American economy,13094,2332,574,2370113
TuckerCarlson,"November 15, 2023 10:55 PM",Ep. 39  Candace Owens responds to Ben Shapiro.  TIMESTAMPS: (00:00) Candace is attacked – even when she’s right (4:27) Ben Shapiro’s comments (12:50) The emotional response to news out of Israel (23:05) Nikki Haley vs. free speech (30:34) 2024 predictions,119978,29768,8296,14691160
TuckerCarlson,"April 09, 2024 08:46 PM","Ep. 91  How does the government of Israel treat Christians? In the West, Christian leaders don’t seem interested in knowing the answer. They should be. Here’s the view of a pastor from Bethlehem.",83542,29734,10855,19340845
TuckerCarlson,"June 07, 2024 05:03 PM","Rep. Thomas Massie doesn’t care what you think of him, which is pretty great.  (3:19) Where Does US Debt End? (10:32) Why Massie Voted 15 Times Against Funding Israel (14:53) AIPAC (34:04) Mitch McConnell (42:25) Area 51 (50:32) Massies Relationship with Trump (57:09) Kill Switches in Cars (1:05:58) Mike Johnson and the Deep State (1:14:34) How Massie Got Into Politics (1:18:29) Living off the Grid",55431,18597,4155,12695759
TuckerCarlson,"June 07, 2024 05:03 PM","Rep. Thomas Massie doesn’t care what you think of him, which is pretty great.  (3:19) Where Does US Debt End? (10:32) Why Massie Voted 15 Times Against Funding Israel (14:53) AIPAC (34:04) Mitch McConnell (42:25) Area 51 (50:32) Massies Relationship with Trump (57:09) Kill",55431,18597,4155,12695759
TuckerCarlson,"September 02, 2024 05:00 PM","Darryl Cooper may be the best and most honest popular historian in the United States. His latest project is the most forbidden of all: trying to understand World War Two.  (1:20) History of the Israel-Palestine Conflict (12:39) The Jonestown Cult (32:10) World War Two (45:04) How Would You Assess Winston Churchill? (1:17:17) How History Is Rewritten and Propagandized (1:24:39) Mass Immigration in Europe (1:42:25) The Civil Rights Movement and BLM (1:48:17) Viktor Orban, Vladimir Putin, and Donald Trump (1:58:30) Christianity (2:10:58) Hate Blinds You  Includes paid partnerships.",55142,16171,5798,34879592
TuckerCarlson,"September 02, 2024 05:00 PM",Darryl Cooper may be the best and most honest popular historian in the United States. His latest project is the most forbidden of all: trying to understand World War Two.  (1:20) History of the Israel-Palestine Conflict (12:39) The Jonestown Cult (32:10) World War Two (45:04) How,55142,16171,5798,34879592
TuckerCarlson,"September 04, 2024 05:01 PM",Jason Aldean survived the 2017 Las Vegas massacre only to have his character assassinated by the media. He’s bigger than ever.  (0:47) Jason Aldean’s Viral Song That Upset the Left (15:45) Do Artists Talk Politics Behind the Scenes? (22:01) Gender Ideology (26:56) What Does Aldean Think about Donald Trump? (32:50) Aldean’s Song Pulled From CMT (38:21) The Las Vegas Shooting (52:11) What Does Aldean Think about Gavin Newsom? (58:21) Is Trump Going to Win? (1:01:41) Aldean’s Writing Process (1:07:51) The Most Admired Country Artists  Includes paid partnerships.,17523,4636,837,2327929
TuckerCarlson,"September 04, 2024 05:01 PM",Jason Aldean survived the 2017 Las Vegas massacre only to have his character assassinated by the media. He’s bigger than ever.  (0:47) Jason Aldean’s Viral Song That Upset the Left (15:45) Do Artists Talk Politics Behind the Scenes? (22:01) Gender Ideology (26:56) What Does,17523,4636,837,2327932
benshapiro,"October 09, 2023 01:10 AM","Raping, mutilating, kidnapping -- all of these are war crimes. So is hiding behind civilians. Every ounce of blood spilled in Gaza is on Hamas and its Iranian paymasters. Every single ounce.",67002,9248,3240,4941712
benshapiro,"October 09, 2023 11:30 PM",You literally asked terrorists to film their war crimes using a different camera angle …,30088,3033,1208,3425632
benshapiro,"October 09, 2023 10:13 AM",Evil does not sleep.  But neither does the justice of the God of Israel.,27824,3141,2545,1647727
benshapiro,"October 09, 2023 09:03 PM","All Americans should be horrified and outraged by the brazen terrorist attacks on Israel and the slaughter of innocent civilians. We grieve for those who died, pray for the safe return of those who’ve been held hostage, and stand squarely alongside our ally, Israel, as it",3527,476,250,763381
benshapiro,"October 09, 2023 02:35 AM","The key element of this interview begins at around 3:35 when this supposed ""moderate"" suggests that Hamas isnt targeting civilians.",8583,1183,733,735601
benshapiro,"October 08, 2023 05:38 PM","The Palestinian view from the West Bank: my conversation with Palestinian activist and legislator @MustafaBarghoti, who is not connected to Hamas, about the terrorist group’s offensive in southern Israel",32987,4489,5951,4386288
benshapiro,"October 09, 2023 11:15 AM",Terrorists hide behind civilians. This is what Hamas does. Every ounce of blood is on their hands.,20707,3445,1561,2034592
benshapiro,"October 08, 2023 06:44 PM","And the inventible furtherance of death and destruction, with more innocent lives taken: Israeli airstrike kills 13 family members in Gaza, including four toddlers: …",34508,5323,3474,3802868
benshapiro,"October 09, 2023 10:13 AM","If you ""both sides"" this. if you ""but insert fault history"" this. if you ""its time for a ceasefire"" this. YOU are part of the problem.",3527,476,250,763381
benshapiro,"October 10, 2023 01:58 PM","If you cant see the difference between terrorists who behead babies, celebrate it, and hide behind their own children to avoid consequence, and soldiers who attempt to avoid civilian casualties, you are not ""morally sophisticated."" You are a fool, and a dangerous fool at that.",44199,4035,2858,6138481
benshapiro,"October 10, 2023 12:00 PM",A Jewish man speaking of the “eradication” of a race of people.  2023 is a scary time to be alive.  I wonder how many of the women and kids who are soon to be obliterated kidnapped or raped anybody.  My guess is zero.  This is nihilistic and evil.,4916,459,359,551060
benshapiro,"October 10, 2023 06:29 PM","What, precisely, would the appropriate ""proportion"" be here? How many dead terrorists make up for how many babies they beheaded? Absolutely meaningless and stupid horseshit.",9642,2824,1080,1482948
benshapiro,"October 10, 2023 04:45 PM",U.S. calls for ‘proportionate’ Israeli response while not openly setting red lines,1764,161,320,168607
benshapiro,"October 10, 2023 05:13 PM","Why, it turns out when genocidal Jew-hating maniacs proclaim that they want to wipe Jews off the planet, they actually mean it, and its not merely a ""cry of the dispossessed""! Who knew?",33713,5247,3934,4757269
benshapiro,"October 10, 2023 04:12 PM","""The day of your slaughter, extermination and annihilation is clear until near. ""   ""We will totally exterminate you. We will not leave a single one of you alive.""  Hamas, in its own words.",33713,5247,3934,4757270
