Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
charliekirk11,"June 20, 2024 03:25 AM","Homeless in Los Angeles get free apartments valued at $600,000 per unit and $162 million total, all at taxpayer expense.  Gazans get a $230 million pier that doesn’t work and $9 billion in aid even though we know much of that will be used to fund terror.  Newly-arrived illegals get debit cards with cash, free housing in hotels, flights to anywhere, and free legal advice to game our asylum laws.  Ukrainians get their pensions paid for and $170 billion in aid and munitions.  Everywhere Americans look, deadbeats, foreigners, and criminals are gaming the system, breaking the rules, and ripping off taxpayers while those same taxpayers can’t afford eggs, gas, or rent.  America and its citizens must be put first or eventually people will just opt out of the entire system.",18949,6761,736,1186201
charliekirk11,"June 20, 2024 03:25 AM","Homeless in Los Angeles get free apartments valued at $600,000 per unit and $162 million total, all at taxpayer expense.  Gazans get a $230 million pier that doesn’t work and $9 billion in aid even though we know much of that will be used to fund terror.  Newly-arrived illegals",18949,6761,736,1186201
charliekirk11,"June 25, 2024 08:41 PM","I asked @JDVance1 if he had any debate advice for President Trump and he brought up something pretty unexpected — Trumps viral visit to East Palestine, Ohio:  ""Trump shows up completely out of the blue, has bottled water, just interacting with people on the ground, it sort of",8278,1664,317,714189
charliekirk11,"June 26, 2024 01:15 PM",NEW—The location of over 50 ISIS-affiliated “migrants” remains unknown after the Department of Homeland Security discovered terrorists were exploiting a human smuggling networks to help over 400 future terrorists from Central Asia illegally enter the United States.  Many of the,1753,973,166,80703
charliekirk11,"July 08, 2024 04:09 AM","If the Democrats want to do a “blitz primary” three months before the election they have my full support. Just imagine what antics they’d get up to with only a few weeks to pander to the radical base of the Democrat Party.   We’d get mass amnesty, post-birth abortion, reparations, arguments over what pride flag to put in schools, more taxing, more spending, more war, you name it. And of course, the entire project would get hijacked by Hamas supporters.   The whole country would see to true face of the Democrats, which will only animate our base and consolidate moderate independents. Please Democrats, do this!  …",2028,433,175,145258
charliekirk11,"July 18, 2024 05:07 AM","Shabbos Kestenbaum’s full RNC speech:   ""Although I once voted for Bernie Sanders, I now recognize that the far left has not only abandoned the Jewish people, but the American people.""",2798,479,483,547364
charliekirk11,"July 18, 2024 01:41 AM","Mayor Trent Conaway of East Palestine, Ohios Full RNC Speech:",1336,212,40,92342
charliekirk11,"July 24, 2024 07:11 PM","BENJAMIN NETANYAHU: ""I have a message for these protesters. When the tyrants of Tehran who hang gays from cranes and murder women for not covering their hair are praising, promoting, and funding you, you have officially become Irans useful idiots.""",88727,22167,972,1690712
charliekirk11,"July 24, 2024 06:52 PM","Israel Prime Minister Bibi Netanyahu just told Congress that protesters holding up signs that say ""Gays for Gaza"" may as well hold up signs that say ""Chickens for KFC.""  I agree!",9153,1379,350,709271
charliekirk11,"July 27, 2024 05:16 PM",KAMALA HARRIS:  “We must have the courage to object to the term Radical Islamic Terrorist.”  “We also must have the courage to object to the term illegal alien.”  Yikes!!,22587,9375,3301,1835866
charliekirk11,"August 05, 2024 03:00 AM","Will someone, anyone really, ask Kamala what she plans to do if war erupts in the Middle East and the world enters into a global recession?   Surely she has all the answers, right? The media says she’s the second coming, right?  Oh, and is Joe really still President?",16188,3389,703,308469
charliekirk11,"August 06, 2024 04:39 PM",Van Jones admits that Kamala Harris Is Appeasing ‘Anti-Jewish Bigots’ in the Democratic Party by Picking Walz,3591,1022,231,259326
charliekirk11,"August 16, 2024 02:27 PM",You are wrong. Here’s how:   America was founded by Deists who ensured we would never be a “Christian nation”.  Or a “Jewish nation”.   Or an “Islamic nation.” Or a Mormon or Puritan Nation either.   There is no state religion. I know because I went to law school and have read,56224,14139,1171,1508185
charliekirk11,"August 20, 2024 11:59 PM","Anti-Israel protesters infiltrated an Orthodox Jewish event at the DNC. Security had to be summoned to toss them into a stairwell.  Now is a good time to remember that Kamala Harris picked pathological liar Tim Walz instead of Josh Shapiro because she has an ""uncommitted"" problem in Michigan and elsewhere, and didn’t want to alienate the Jew-haters.  Jews are not safe in the Democrat party.",3145,1112,333,157412
charliekirk11,"August 20, 2024 04:44 AM","Joe Biden went off script to say the anti-Israel protesters “have a point” and that he’s not mad at the people who orchestrated the coup against him, Stockholm Syndrome.",4022,693,218,298211
charliekirk11,"August 20, 2024 11:59 PM","Anti-Israel protesters infiltrated an Orthodox Jewish event at the DNC. Security had to be summoned to toss them into a stairwell.  Now is a good time to remember that Kamala Harris picked pathological liar Tim Walz instead of Josh Shapiro because she has an ""uncommitted"" problem",3145,1112,333,157412
charliekirk11,"August 23, 2024 03:06 AM",Kamala is getting heckled while talking about Gaza.,2098,181,57,85992
charliekirk11,"August 23, 2024 03:09 AM",Two loudest applause lines of the night so far:  1) Killing babies  2) Pro Gaza line   Welcome to the modern Democrat Party.,12889,2433,187,270409
charliekirk11,"August 23, 2024 03:08 AM",Kamala successfully just pissed off the Jews in Pennsylvania and Muslims in Michigan.,18375,2019,325,611317
