Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
charliekirk11,"September 01, 2024 11:35 PM",REPORTER: Whats your reaction to the six hostages being found in Gaza?  WALZ: Goodbye,10620,2388,950,382717
charliekirk11,"September 05, 2024 09:47 PM","Absolutely tragic numbers released by Rep. Chip Roy today on the border crisis:  - 8.5 million illegals crossed the border during Bidens tenure, surpassing the population of 37 states. - 5.6 million were simply released into the country. - 169 known or suspected terrorists were arrested at the border in 2023, a record. - 99 illegals on the terror watchlist having been released into the U.S. between fiscal years 2021-2023. - 75,000 Americans in 2023 alone were killed by fentanyl poisoning, an average of 200 deaths per day.  The Democrats are not the party of compassion, but of chaos, carnage, and death.  …",40176,15978,2068,29005988
charliekirk11,"September 05, 2024 09:47 PM","Absolutely tragic numbers released by Rep. Chip Roy today on the border crisis:  - 8.5 million illegals crossed the border during Bidens tenure, surpassing the population of 37 states. - 5.6 million were simply released into the country. - 169 known or suspected terrorists were",40176,15978,2068,29005988
charliekirk11,"September 11, 2024 11:28 PM","CNNs Jake Tapper, in a shocking moment of journalism, SLAMS Kamala for dodging multiple debate questions:  ""Vice President Harris began the debate by punting the first question on the economy. ""  ""On the border, another vulnerable issue for Harris, she also dodged. ""  ""When asked how she would break through the Israel-Hamas war stalemate. okay, but again, how?""",40350,9424,852,1588341
charliekirk11,"September 11, 2024 02:22 AM","TRUMP: ""She hates Israel. If shes President, I believe Israel will not exist within two years from now.""",6486,892,190,327716
charliekirk11,"September 18, 2024 11:39 PM","TRUMP: “So I say to the people of New York, with crime at record levels, with criminals and terrorists pouring in, with inflation eating your hearts out, vote for Donald Trump! What the hell do you have to lose!?”",55488,9657,1214,1298672
charliekirk11,"September 19, 2024 02:50 PM","WOW! Former Border Patrol Chief Aaron Heitke testifies before Congress that he was ordered by the Biden-Harris admin to cover up the number of terrorists arrested at the border.  ""I was told I could not release any information on this increase in SIAs or mention any of the arrests. The administration was trying convince the public there was no threat at the border.""",79404,32223,1838,2480564
charliekirk11,"September 19, 2024 02:50 PM","WOW! Former Border Patrol Chief Aaron Heitke testifies before Congress that he was ordered by the Biden-Harris admin to cover up the number of terrorists arrested at the border.  ""I was told I could not release any information on this increase in SIAs or mention any of the",79404,32223,1838,2480564
charliekirk11,"September 30, 2024 12:21 AM",Texas designates Venezuelan Tren de Aragua as terrorist organization,4224,824,109,115588
charliekirk11,"September 30, 2024 10:22 PM",BREAKING: More than 20 suspected Tren de Aragua gang members have been arrested after taking over the Gateway Hotel in downtown El Paso. The arrests come after Gov. Greg Abbott designated the Venezuelan gang a terrorist organization. More of this.,43325,13539,490,1309504
charliekirk11,"October 01, 2024 09:52 PM","PRESIDENT TRUMP: ""Under my administration, we had no war in the Middle East, we had no war in Europe, we had harmony in Asia, we had no Afghanistan catastrophe. Instead, we had peace, peace, peace.""  Trump was right about Iraq. Trump was right about Iran. Trump was right about",6488,1263,220,242650
charliekirk11,"October 01, 2024 05:05 PM","Chaos is everywhere.  Theres just been a mass shooting in Tel Aviv, Israel in what appears to be a horrific terror attack.  Iran has just launched a ballistic missile attack against Israel.  Half the ports in the country are closed in a Longshoremen strike costing America",14872,4754,1131,990911
charliekirk11,"October 02, 2024 01:19 AM","JD VANCE on the Middle East:  “We have to remember that as much as Governor Waltz just accused Donald Trump of being an agent of chaos, Donald Trump actually delivered stability in the world. And he did it by establishing effective deterrence. People were afraid of stepping out",13137,2037,120,533265

"|RUN STATISTICS|
"
"Time Processed: November 27, 2024 04:04 AM
","Number of discards: 2152
","List of accounts processed: ['charliekirk11']
","List of accounts coming in: ['charliekirk11']
","List of accounts needed to be rerun: []
",List of accounts with parsed but only irrelevant tweets: []
