Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
TomFitton,"February 28, 2024 03:48 PM",Leftist terrorist supporters target Jews. in America.,1229,291,36,35145
TomFitton,"March 02, 2024 04:31 PM",BREAKING: Biden further undermines Israels war against the Hamas/Iran terror regime by using our military to airdrop supplies into Hamas-controlled Gaza.,1250,697,445,72575
TomFitton,"March 08, 2024 01:44 AM",Left- wing terrorist supporters engage in more insurrection.,3073,1108,198,74091
TomFitton,"April 11, 2024 12:26 PM",Leftist professor tries to remove terrorist supporter from her home.,2112,893,536,97767
TomFitton,"April 14, 2024 02:11 PM","Iran informed Turkey in advance of its planned operation against Israel, a Turkish diplomatic source told Reuters on Sunday, adding that the US conveyed to Iran via Ankara that its operation must be ""within certain limits.""",4493,4402,843,3146685
TomFitton,"April 14, 2024 02:44 PM","Great news from the Israeli Defense Forces: ""This is what a 99% interception rate looks like. Operational footage from the Aerial Defense System protecting the Israeli airspace.""",1060,180,54,68044
TomFitton,"April 14, 2024 04:43 PM",Biden reportedly provided guidance to Iran in its attack on Israel.,4477,3035,333,582587
TomFitton,"April 14, 2024 02:11 PM","Iran informed Turkey in advance of its planned operation against Israel, a Turkish diplomatic source told Reuters on Sunday, adding that the US conveyed to Iran via Ankara that its operation must be ""within certain limits.""  …",1409,1119,88,38558
TomFitton,"April 15, 2024 02:39 AM","""To my surprise as both a scholar and a Jew, I feel a warmer welcome and more commonality of purpose at a Catholic institution than at @ClarkUniversity, a secular one. I find common cause with @AssumptionUMA and have chosen to align myself with its mission to pursue truth in the",1135,409,73,40586
TomFitton,"April 21, 2024 01:41 AM","Several national anti-Israel groups have threatened to ""seize"" universities across the United States to force them to adopt BDS policies  …",5617,1425,3437,806507
TomFitton,"April 21, 2024 03:50 PM",The building fell as a result of fires caused by the terrorist attack on the Twin Towers by extremist Muslims. It isnt a mystery.,5617,1425,3437,806508
TomFitton,"April 21, 2024 02:00 AM",Leftist terrorist supporters escalating their attacks,1616,504,128,47163
TomFitton,"April 22, 2024 01:50 AM","Protests Turn Violent at Yale by Gabriel Diamond    ""Anti-Israel protests escalated to violence at Yale University this weekend, and administrators let it happen  Identifiably Jewish students found themselves surrounded and cornered by protest mobs. Sahar Tartak, a sophomore",5559,2423,104,152092
TomFitton,"April 21, 2024 10:12 PM","Columbia University students chanting:  “Hamas make us proud, kill another soldier now”   Young American trust fund girls chanting “free all our prisoners” as if they were members of Hamas  Madness…",1530,642,66,36800
TomFitton,"April 23, 2024 12:25 PM",BREAKING: CAL-POLY UNIVERSITY UNDER SIEGE BY PRO-PALESTINE PROTESTORS  A standoff between the protestors and the police at California Polytech University has escalated to students barricading themselves into a building with riot police out front.  All classes were canceled,1728,921,147,63462
TomFitton,"April 24, 2024 07:21 PM",Palestinian activists TACKLED to the floor and arrested as Texas DPS troops make dozens of arrests as an unruly mob surround the officers and scream.   Hundreds of students have occupied the University of Texas- Austin and have been ordered to disperse.  Video: @RyanChandlerTV,1011,415,52,42153
TomFitton,"April 27, 2024 01:54 PM","When pro-Hamas networks here do something terrible, let the record show that @FBI & @DHSgov never warned the public beyond a vague comment to Congress that everyone knew about already.  They diverted millions of man-hours to track J6 misdemeanors while the jihadists organized.",1064,652,57,137592
TomFitton,"April 27, 2024 03:22 PM","Biden Regime ignoring violent, terrorist-supporting communists but arresting grandmas for ""January 6!""",2090,1060,64,53467
TomFitton,"April 28, 2024 03:21 PM","In a development that helps explain, in part, Bidens support for Hamas: Court testimony reveals Jim Biden was in business with Qatari officials  via @politico",4114,2687,128,72233
TomFitton,"April 29, 2024 07:35 PM",Jewish student wearing a Star of David necklace DENIED entry to his own university because he is JEWISH.   “I’m a UCLA student. I deserve to go here. We pay tuition. This is our school and they are not letting me walk in.”   Masked activists refused to let the student enter.,79116,19236,16307,15892692
TomFitton,"May 02, 2024 11:41 AM",The communist terrorist protests on colleges campuses are about as organic as plastic straws.,1157,215,55,31293
TomFitton,"May 04, 2024 01:17 AM","CONSPIRACY: The violent, unlawful, antisemitic communist takeover of college campuses were the result of months of training, planning and encouragement by longtime leftist activists and groups.  And they plan to keep on attacking America all through the summer. … via @WSJ",1614,701,104,60517
TomFitton,"May 04, 2024 01:17 AM","CONSPIRACY: The violent, unlawful, antisemitic communist takeover of college campuses were the result of months of training, planning and encouragement by longtime leftist activists and groups.  And they plan to keep on attacking America all through the summer.",1614,701,104,60517
TomFitton,"May 09, 2024 07:39 PM","BREAKING NYC: Twin Sisters Violently Trapped and Bullied by Mob of Hamas Supporters.   WATCH: Disturbing Sociopathic Confrontation.   A video captures twin sisters surrounded and harassed by a group of young Hamas supporters.  The women, visibly terrified, struggle to",8162,3451,213,99617
