Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
TomFitton,"May 10, 2024 02:15 AM","BANANA REPUBLIC: Jan 6 defendants treated, literally, like terrorists. Actual leftist terrorist supporters treated like jaywalkers in our nations capital: ""All of those arrested — 29 on charges of unlawful entry and four on charges of assaulting police — were given criminal",6124,2758,188,145331
TomFitton,"May 10, 2024 02:15 AM","BANANA REPUBLIC: Jan 6 defendants treated, literally, like terrorists. Actual leftist terrorist supporters treated like jaywalkers in our nations capital: ""All of those arrested — 29 on charges of unlawful entry and four on charges of assaulting police — were given criminal citations and released, according to authorities. They will have to appear in court at a later date, and they did not go through a formal booking process. The charges are misdemeanors."" …",6124,2758,188,145332
TomFitton,"May 07, 2024 12:15 AM",#NOW 107th infantry War Soldier Memorial draped in Palestinian flag while American flag burns on the ground on 5th Ave in NYC during DAY OF RAGE protest.,3131,618,185,70749
TomFitton,"June 09, 2024 09:45 PM","""Hamas started the war with a massacre, took these hostages and hid them in a crowded civilian area. Then, when Israel came to free them, Hamas responded with heavy fire, including RPGs—yet people are condemning Israel. It makes us wonder if the West has lost the moral discernment and instinct for self-preservation needed to defend itself in a world of killers. Hamas could not survive if not for its enablers around the world."" … via @WSJopinion",3364,1119,100,62568
TomFitton,"June 09, 2024 09:45 PM","""Hamas started the war with a massacre, took these hostages and hid them in a crowded civilian area. Then, when Israel came to free them, Hamas responded with heavy fire, including RPGs—yet people are condemning Israel. It makes us wonder if the West has lost the moral",3364,1119,100,62568
TomFitton,"June 20, 2024 05:54 PM",Ex-NY Times editor scolds paper for ignoring Marxist ‘Squad’ member dismissing claims of Hamas rapes as propaganda … #FoxNews,1596,868,142,35648
TomFitton,"July 10, 2024 01:33 AM","America’s Invisible Hostage Crisis ""On Oct. 7, 2023, Hamas killed more than 30 American citizens and took as many as a dozen Americans hostage. Of those who were taken, at least two have been murdered. Five, we pray, are still alive. Do you know any of their names? Have you seen",2067,640,39,58190
TomFitton,"July 23, 2024 11:01 PM",There is a significant terrorist-supporting voting bloc on the Left.,2063,731,45,51443
TomFitton,"July 23, 2024 04:04 PM",SPEAKER MIKE JOHNSON: “It is outrageous to me and inexcusable that Kamala Harris is boycotting PM Netanyahu’s speech. Kamala Harris will abandon her seat. She will not be there because she refuses to attend. She needs to be held accountable for that.”,1130,388,38,48386
TomFitton,"July 24, 2024 02:22 PM",The DC Palestinian Youth Movement released maggots and crickets were released throughout the Watergate Hotel where Netanyahu is staying.   The protestors also pulled multiple fire alarms throughout the night.   This is an utter security failure.,9927,4399,1898,4466334
TomFitton,"July 24, 2024 02:44 PM",Secret Service reportedly responsible for protecting Netanyahu.,2100,890,34,46782
TomFitton,"July 31, 2024 11:34 PM",Breaking: Whoever is running the Biden administration just gave a sweetheart plea deal (no death penalty) to the mastermind of 9/11!  The Left has been opposing the prosecution of Khalid Sheikh Mohammed for years! What a miscarriage of justice after 23 years! 9/11 survivors and families -- and all Americans -- should be outraged!  @JudicialWatch representatives have been diligently monitoring in-person the proceedings in Gitmo for years. Our representative is in fact there now as an observer. We can attest that the process has been a circus from the get-go.,13083,7077,468,328922
TomFitton,"July 31, 2024 11:34 PM",Breaking: Whoever is running the Biden administration just gave a sweetheart plea deal (no death penalty) to the mastermind of 9/11!  The Left has been opposing the prosecution of Khalid Sheikh Mohammed for years! What a miscarriage of justice after 23 years! 9/11 survivors and,13083,7077,468,328922
TomFitton,"August 01, 2024 03:34 PM",The Harris-Biden gang just gave a plea deal to a terrorist who cut off the head of American journalist Daniel Pearl.,23546,14123,684,917532
TomFitton,"August 02, 2024 01:07 AM",Betrayed: Harris-Biden 9/11 Terrorist Sweetheart Plea Deals Place America at Risk!,1116,427,63,114947
TomFitton,"August 02, 2024 02:23 AM","Most Americans are likely wondering why, more than two decades after 9/11, Khalid Sheikh Mohammed is still alive.  ""In 2008 KSM was willing to plead guilty and head straight to execution. But the Obama Administration halted his military trial and tried to move his case to federal",1527,750,54,40656
TomFitton,"August 03, 2024 02:20 AM","BREAKING: Biden Secret Service tried to keep critical Jan 6 DHS IG report detailing security failures (and exonerating Trump on the ""grabbing the steering wheel"" smear) from being made public: ""In Secret Services technical comments on the draft report, it appeared to request",8445,4538,90,157044
TomFitton,"August 03, 2024 02:20 AM","BREAKING: Biden Secret Service tried to keep critical Jan 6 DHS IG report detailing security failures (and exonerating Trump on the ""grabbing the steering wheel"" smear) from being made public: ""In Secret Services technical comments on the draft report, it appeared to request that the entire report be marked law enforcement sensitive, which would preclude us from issuing a public report.""  Heres what the Biden administration didnt want you to read: …",8445,4538,90,157045
TomFitton,"August 08, 2024 01:07 PM","NEW: NYTIMES reports Kamala Harris yesterday briefly met with extremist apologists for Hamas terrorism who want to disarm Israel.  One of the pro-Hamas activists who met with Harris (and Walz) is Layla Elabed, who is also the sister of notorious pro-terrorist extremist Rep.",7795,4817,307,115212
TomFitton,"August 13, 2024 05:32 PM",Leftist terrorist supporters engage in dangerous attack.,2278,1193,555,70102
TomFitton,"August 13, 2024 05:18 PM","Breaking: Pro-Palestine protesters have shut down the freeway in LA. All cars are stopped due to 50 activists blocking vehicles.  Last time they shut down a bridge, someone missed an appointment for a brain tumor removal, and a disabled child was sent to the hospital.",2453,905,144,116837

"|RUN STATISTICS|
"
"Time Processed: November 27, 2024 04:04 AM
","Number of discards: 3769
","List of accounts processed: []
","List of accounts coming in: ['TomFitton']
","List of accounts needed to be rerun: ['TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton', 'TomFitton']
",List of accounts with parsed but only irrelevant tweets: []
