Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
SabbySabs2,"October 07, 2023 01:39 PM",You shouldve been horrified of the oppression of the Palestinian ppl.,1561,374,106,56434
SabbySabs2,"October 08, 2023 09:12 PM",“Palestinians have been murdered by the thousands & we say nothing. And suddenly Joe Biden pops up & starts teaching us about morality & humanity. Well screw your morality!”  —Dr. Osama Abu Irshaid at DC Rally to #FreePalestine End #IsraeliApartheid,2962,1028,58,167005
SabbySabs2,"October 09, 2023 01:04 PM","So the US government is ok with this guy calling Palestinians animals? There okay with him cutting off electricity, food and fuel? Face it folks, the US government is complicit with genocide.",1125,510,180,26532
SabbySabs2,"October 09, 2023 11:42 PM",How the hell are you honoring indigenous ppl in North America today and yesterday you were against the indigenous ppl of Palestine? It was Palestine first. The land was stolen!,1740,388,144,59519
SabbySabs2,"October 09, 2023 12:24 AM","For years, Palestinians have been treated like animals, and our government was silent. Occupied ppl have the right to resist!",1711,697,88,71298
SabbySabs2,"October 09, 2023 02:14 PM",Did you say anything the past years Israel was doing this to the Palestinian ppl? Are you okay with forcing Palestinians to live in an open-air prison?,1740,388,144,59519
SabbySabs2,"October 09, 2023 02:20 PM",RFK Jr is a Zionist. None of that shit he did in this video matters anymore.,1740,388,144,59519
SabbySabs2,"October 10, 2023 05:35 PM",Heres @RobertKennedyJr LYING about Palestinians refusing to negotiate peace. If I remember correctly it was the state of Israel that refused negotiation. The land belongs to the Palestinians. Just admit you dont care about Palestinian ppl!,2247,623,459,199102
SabbySabs2,"October 10, 2023 08:53 PM","No! They stole the land from Palestinians and out them in an open air prison, polluted their water, cut their electricity to 45%, beat and killed Palestinians in the streets and continue to restrict their movement. Her version is whitewashed!",1564,147,35,53451
SabbySabs2,"October 12, 2023 09:30 PM","Littleton, NH - While chatting w/voters, DeSantis has a back & forth on Israels airstrikes in Gaza and its borders.  ""Why arent these Arab countries willing to absorbe some of the Palestinian Arabs?"" DeSantis said  The man walked out saying, ""You had my vote, but you dont now""",5032,1323,925,4530005
SabbySabs2,"October 13, 2023 07:18 PM","CNN is FINALLY reporting Palestinian deaths. Had it not been for public pressure and indie media, I dont believe this wouldve happened.",1325,504,60,45606
SabbySabs2,"October 17, 2023 12:07 PM","Two of the students who wrote the Harvard letter speak out.  ""They can plaster our faces on trucks. They can make us unemployable. But none of that changes our solidarity with Palestine!"" BOSTON PALESTINE EVENT VIDEO PREMIERES TODAY!",1016,370,67,39050
SabbySabs2,"October 21, 2023 10:41 PM",Thousands demanding Netanyahus resignation!,2104,678,62,65684
SabbySabs2,"October 22, 2023 11:42 PM","""The US government funds the IDF. This is an occupation. This is an apartheid state. Im proudly Anti-Zionist and Jewish. Being able to have the ability to speak out about this, is something I need to take advantage of and speak for.""  BOSTON PALESTINE PROTEST",2025,801,137,51752
SabbySabs2,"October 24, 2023 04:07 PM",Ritchie Torres blocked me after I showed a screenshot of his donors. You decided to take that money Ritchie. You decided to take money from Israeli PACS. Dont run away now.,3326,905,124,81839
SabbySabs2,"October 24, 2023 07:00 PM",Both parties want genocide. So theres that.,1100,264,42,23934
SabbySabs2,"October 24, 2023 10:30 AM","Reporter: ""Why did you shake hands with the Hamas fighters when they released you?""  Released Israeli woman Yocheved Livschitz: ""Because they treated us very nicely.""",1100,264,42,23934
SabbySabs2,"October 27, 2023 05:12 PM","""ALL WE CAN HEAR ARE BOMBS. Please guys if you can hear us SEND THR MESSAGE TO THE WORLD we are isolated now in #Gaza. Again guys if you can hear us .  we are isolated we dont have phone signals""  Tareq Abu Azzoum on @AJEnglish   Do you hear him @POTUS @RishiSunak",4087,4763,41,523778
SabbySabs2,"October 29, 2023 01:24 AM",Ethiopian women were sterilized in Israel. We covered this story awhile back. As Ive said before. this isnt just about religion.,1625,877,33,49058
SabbySabs2,"October 29, 2023 11:26 PM",I just took on ⁦⁦@JohnFetterman⁩ for his failure to support a ceasefire for #Gaza and was assaulted.  Come see the violence inherent in the system.,2588,203,221,79111
SabbySabs2,"October 31, 2023 05:10 PM",Palestinians are Semites. Stop letting people tell you that Pro-Palestinian Protests are antisemitic.,1375,516,81,37380
SabbySabs2,"October 31, 2023 08:36 PM",The Director of the UNs New York office just resigned after thirty years at the organisation over the UNs handling of the ongoing genocide of Palestinians.   The entirety of his resignation letter is a necessary read but this first page blew me away.,235648,144554,1384,23249892
SabbySabs2,"November 02, 2023 06:28 PM",Some of you defending Israel wouldve opposed the Haitian Revolution.,2899,717,179,64444
SabbySabs2,"November 03, 2023 02:35 PM",Thousands in Beirut and millions beyond just listened to Hezbollah chief Nazrallah make the US fully responsible for the destruction in  Palestine:  “we must realize today that  America is completely responsible for the covert war in Gaza…Israel is just a tool…America is,1152,341,62,32294
SabbySabs2,"November 03, 2023 02:48 PM","""Ive seen images of Palestinian children pulled from the wreckage.  When I see that, I see my own children.""  US Secretary of State Antony Blinken says ""we need to do more to protect Palestinian civilians"" and they ""should not suffer the consequences"" for Hamas brutality.",2122,2032,3582,1964126
SabbySabs2,"November 06, 2023 06:06 PM",Mondaire Jones. also accepting donations from the Israeli lobby!  …,1505,550,36,44510
SabbySabs2,"November 07, 2023 03:15 PM","Netanyahu ""Israel. no country for black people!"" Yet we have Hakeem Jeffries tap dancing for Israel. As Ive said before. this is about creating an ethnostate!",3213,1153,195,95322
SabbySabs2,"November 10, 2023 09:29 PM","Listen folks, Genocide Joe sucks. I dont want to hear about the lesser of 2 evils. There are multiple 3rd party & indie candidates in this race. 2024 is the time to wreck the duopoly. If you want freedom for Palestinians.  dont vote for Joe or Trump.",2575,770,209,56789
SabbySabs2,"November 17, 2023 04:35 PM",Joe Biden doesnt care about Palestinian lives.,2104,571,186,54965
SabbySabs2,"November 18, 2023 12:02 AM",Looks like the lobby bought you. Just say youre against Palestinian voices already!,2898,230,54,59636
SabbySabs2,"November 19, 2023 04:43 PM",Sounds like youre trying to get people to hate Palestinians.,1325,23,21,18323
SabbySabs2,"November 20, 2023 06:51 PM",What did I tell you! Calling Palestinians the N word! Malcolm X was RIGHT!,27369,10685,657,1793836
SabbySabs2,"November 20, 2023 04:13 PM","Israeli soldiers calling Palestinians ""nggers,"" singing about incinerating Gazans, and proudly proclaiming their real intention to ""conquer, expel and settle"" all of Gaza. These are some of the things Israelis post online as the genocide against Palestinians continues.",1482,276,41,38568
SabbySabs2,"November 26, 2023 09:37 PM",We? The US funded and supported Israels genocidal quest. Stop it.,1299,76,38,22290
SabbySabs2,"November 28, 2023 02:16 PM",Never forget the US government supported Nazis in Ukraine and genocide of the Palestinian ppl. In 2023.,2105,708,122,38183
SabbySabs2,"November 28, 2023 10:16 PM","Antisemitism is a crisis in the country.  As the highest-ranking Jewish elected official, I feel compelled to speak out about it.  I’ll be giving a major address on it tomorrow.",10750,1641,4181,1483672
SabbySabs2,"November 30, 2023 03:03 PM","Elon, the guy yall swore was going to save free speech, is going to start suspending people from X for telling the truth about Israel’s atrocities in Gaza.   Why? Because Netanyahu told him to and he’s a puppet just like ALL OF THE REST.",1385,676,174,86059
SabbySabs2,"November 30, 2023 12:04 AM","MTG voted AGAINST, sending $14 billion to Israel. We live in a Twilight Zone episode!",1146,258,103,26618
SabbySabs2,"December 01, 2023 10:19 PM",Youre not calling for a permanent ceasefire. Youre part of the problem.,5025,207,68,100449
SabbySabs2,"December 02, 2023 05:54 PM",RFK Jr. says Palestinians can vote. So.  we should ignore their occupation & oppression? How dare they complain that they are fenced in like cattle. How dare they complain about dirty water. Isnt RFK Jr. an environmental lawyer?,1027,390,192,21841
SabbySabs2,"December 03, 2023 02:03 AM",Stop trying to use black people to defend a right-wing apartheid state. Israel is an oppressor.,6301,422,225,66810
SabbySabs2,"December 04, 2023 01:31 AM",Im still not Israeli or Jewish  I just know what “genocide” and “terrorism” mean   And I know that Israel has the right to defend itself from both,5921,324,135,237494
SabbySabs2,"December 04, 2023 07:42 PM",I forgot about you. Now that Im reminded youre still here. FREE PALESTINE !,5921,324,135,237494
SabbySabs2,"December 05, 2023 04:36 AM","Hillary Clinton says its outrageous that ppl are turning a blind eye to Hamas sexual violence. Which by the way, this has not been confirmed. Also, didnt Hillary turn a blind eye to  Biden accusers?",2057,519,395,62959
SabbySabs2,"December 06, 2023 06:30 PM",Remember when the IDF attacked the funeral procession of Shireen? Was this Hamas? No it wasnt. They killed her and then beat Palestinians for holding a funeral for her.,72361,31689,220,2327718
SabbySabs2,"December 07, 2023 08:22 PM",Yesterday I went on The View and discussed why we desperately need a permanent ceasefire to save innocent lives and bring the hostages home safely.   Visit  to learn more about how you can use your voice to call for a ceasefire.,8957,2814,5431,1259318
SabbySabs2,"December 07, 2023 01:16 AM",How much more Palestinian blood needs to be spilled? Dismantle the apartheid state now! Right now! @mikopeled,1412,662,136,126896
SabbySabs2,"December 07, 2023 04:41 PM","This is giving me snowflake vibes. Palestinian students were actually shot. And this privileged kid doesnt feel safe? When black ppl dont feel safe, Congress doesnt move mountains to help us. Pay attention folks.",32712,9831,264,898848
SabbySabs2,"December 08, 2023 08:58 PM",Result of the UN Security Council vote for a Ceasefire in Gaza proposed by tte UAE.   Against it: 1 vote  (USA) For it: 13 votes  Abstentions:1 vote (UK),5623,4276,1475,3173646
SabbySabs2,"December 08, 2023 09:50 PM",The US voted AGAINST ceasefire. The US government supports the death of Palestinian children. Never forget that!,1328,582,90,35331
SabbySabs2,"December 08, 2023 05:26 PM",Netanyahu is a racist right-wing extremist who believes hes above the law. He can fck all the way off!,2472,181,104,50333
SabbySabs2,"December 09, 2023 07:36 PM",Billionaires are dangerous! And a lot of them are also connected to the Israeli lobby!,1357,433,95,28713
SabbySabs2,"December 09, 2023 11:19 PM",The US is committing genocide right now! So GTFHO!,2765,116,42,35655
SabbySabs2,"December 09, 2023 11:16 PM",Youre approving genocide so youre just as horrible!,5865,231,73,93018
SabbySabs2,"December 10, 2023 02:02 AM",Some of the so-called free speech advocates were pro free speech until it applied to Israel.,1252,321,78,52818
SabbySabs2,"December 13, 2023 04:20 AM",Heres my message loud and clear. BOTH PARTIES SERVE CORPORATE INTERESTS AND BOTH SUPPORT GENOCIDE.  …,1405,101,69,31160
SabbySabs2,"December 13, 2023 10:59 PM",Until you call for a PERMANENT ceasefire. your words means NOTHING.,1405,101,69,31160
SabbySabs2,"December 20, 2023 01:58 PM","RFK Jrs campaign messaged me about Ballot access. I responded ""GENOCIDE."" They actually responded back and said,""Mr. Kennedy has a plan for the region.""  Me: ""Palestinians are PAMPERED.""  (sarcasm) No response after that one .",1037,265,129,21693
SabbySabs2,"December 25, 2023 05:52 AM",These videos constantly remind people that Zionists are liars.,1422,45,14,30832
SabbySabs2,"December 29, 2023 08:01 PM","Thank you, South Africa, for invoking the Genocide Convention against Israel!",1042,234,144,23947
SabbySabs2,"December 30, 2023 04:12 PM",Heres Bill Maher making fun of Palestinian attire. Palestinians are semites. Is Bill being antisemitic? Wheres the outrage for Bill Maher folks?,1282,309,229,50147
SabbySabs2,"December 30, 2023 11:06 PM","Gal Gadot, who has an estimated net worth of $30m, cries when asked about how shes feeling.  Not only is she worth $30m, Israelis are partying in nightclubs and eating at 5 star restaurants while children in Gaza are being bombed.  Yet she cries.  Grade A victim mentality.",45584,13145,3779,3100153
SabbySabs2,"December 31, 2023 01:36 PM",There sure are a lot of white Zionists on this app calling black people antisemitic.,1084,201,78,26374
SabbySabs2,"January 04, 2024 05:59 PM",Zionist from @GoldInstituteIS is calling for the death of Briahna Joy Gray. Disgusting.,1900,654,98,32172
SabbySabs2,"January 05, 2024 06:47 PM",Im convinced US politicians arent working for the American people. Theyre working for Israel.,2292,685,193,40407
SabbySabs2,"January 06, 2024 02:36 PM",This country gave reparations to Japanese Americans. They give $3.8 bil to Israel every year. But you mention reparations for American Descendents of Slavery. and youre being divisive?,1858,728,166,76166
SabbySabs2,"January 08, 2024 02:30 PM","VLADTV - 1/7/2023 - Discussing Palestinian @djkhaled not speaking out on #IsraelGenocide in #Gaza  ""I couldnt sleep with myself. I wouldnt be watching people slaughtered wholesale. and not say anything!""  …",2110,540,102,48548
SabbySabs2,"January 14, 2024 10:56 PM","""To Biden and company, youre not just enabling, youre not just facilitating with vicious crimes of genocide. That makes you war criminals yourselves!"" -Dr. West",3285,1232,77,54651
SabbySabs2,"January 14, 2024 03:01 PM","Bernie Sanders, YOU got us into this situation. You told your supporters to vote for Biden & abandoned your movement. Now youre begging ppl to vote for Genocide Joe, when there are other candidates against genocide & pro M4ALL. Bernie can also fck all the way off!",3195,894,341,101395
SabbySabs2,"January 14, 2024 07:47 PM",Be quiet Bernie! You support Genocide Joe. Fuck all the way off!,3718,149,34,41388
SabbySabs2,"January 15, 2024 02:39 PM",Keep MLK name out your mouth while your bombing children in Gaza!,45065,10419,199,954472
SabbySabs2,"January 14, 2024 01:13 AM",Robert F Kennedy Jr dropping truth bombs in regards with the ridiculous claim of #Israel committing a genocide by #SouthAfrica and the show trial at the #ICJ #StandWithIsrael #SupportTheIDF,1051,551,528,227049
SabbySabs2,"January 16, 2024 04:04 PM","RFK Jr. is controlled opposition. As Ive said many times, he is the illusion of choice. Hes just another Zionist corporate politician.",2053,488,182,54443
SabbySabs2,"January 19, 2024 12:35 AM","#BREAKING: Israeli news channel @i24NEWSEN, has deleted the viral video of Benjamin Netanyahu saying:  ""In the future, the state of Israel has to control the entire area from the river of the sea.""  Israeli interesting.",15425,8762,608,982803
SabbySabs2,"January 19, 2024 04:59 PM",Marc Lamont Hill nailed it. To watch a congregation chant 4 more years for a man who is actively supporting genocide shows the Democratic Party has a hold on the black church. They actually cheered for an oppressor! We have a lot of teaching to do!,2878,812,63,77876
SabbySabs2,"January 21, 2024 05:15 AM","This is incredibly weak. Jamaal Bowman, sit down with Norm and have a discussion with him about Gaza? Do you work for your constituents or the Israeli lobby?",1650,88,30,20882
