Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
ksorbs,"December 30, 2023 10:15 AM","""Peace is that brief glorious moment in history when everybody stands aroundreloading"" . Thomas Jefferson  Think back: The following events are true historical facts. It has been many years since 1968, but history keeps repeating itself. 1. In 1968, Robert Kennedy was shot and killed by a Muslim male. 2. In 1972, at the Munich Olympics, Israeli athletes were kidnapped and massacred byMuslim males. 3. In 1972, a Pan Am 747 was hijacked and eventually diverted to Cairo where a fuse was lit on final approach. Shortly after landing, it was blown up by Muslim males. 4. In 1973, a Pan Am 707 was destroyed in Rome - with 33 people killed - when it was attacked with grenades by Muslim males. 5. In 1979, the United States Embassy in Iran was taken over by Muslim males. 6. During the 1980s, a number of Americans were kidnapped in Lebanon by Muslim males. 7. In 1983, the United States Marine barracks in Beirut was blown up by Muslim males. 8. In 1985, the cruise ship Achille Lauro was hijacked, and a 70-year-old American passenger was murdered and thrown overboard in his wheelchair by Muslim males. 9. In 1985, TWA Flight 847 was hijacked at Athens, and a United States Navy diver - who was trying to rescue passengers - was murdered by Muslim males. 10. In 1988, Pan Am Flight 103 was bombed by Muslim males. 11. In 1993, the World Trade Center was bombed for the first time by Muslim males. 12. In 1998, the United States embassies in Kenya and Tanzania were bombed by Muslim males. 13. On 09/11/01, four airliners were hijacked. Two of the planes were used as missiles to take down the World Trade Centers. One plane crashed into the United States Pentagon, and the other plane was diverted and crashed by the passengers. Thousands of people were killed by Muslim males. 14. In 2002, the United States fought a war in Afghanistan against Muslim males. 15. In 2002, reporter Daniel Pearl was kidnapped and beheaded by - you guessed it - a Muslim male. (Plus two other American journalists who had just recently been beheaded.) 16. In 2013, the Boston Marathon bombing resulted in four innocent people, including a child, being killed and 264 other people injured by Muslim males.  No, I really do not see a pattern here to justify profiling. Do you?  So, to ensure we Americans never offend anyone - particularly fanatics intent on killing us - airport security screeners will no long be allowed to profile certain people.  So, ask yourself: ""Just how stupid are we?!?!""  Have Americans completely lost their minds or just their ""power of reason?""  As the writer of the award winning story ""Forrest Gump"" so aptly put it, ""Stupid is as stupid does.""  You now have the opportunity to send this on to other email contacts. Please do that. Or you can just sit back, keep complaining and do nothing.  As Barack Obama said in his book: ""Nothing sounds as beautiful as the Muslim evening prayers from the tower.""  Wake up America!",8056,2563,485,405481
ksorbs,"March 14, 2024 08:57 PM",Just a reminder: under Trump children in the Middle East were NOT bombed…,12310,1781,3520,557736
ksorbs,"April 26, 2024 02:54 PM","Youd have to be entirely clueless at this point in history to think that an invasive, non-assimilating Islamic culture in England would bring preferable living conditions for non-Muslims. Why do you think it is that many Muslim peoples move to the Netherlands, Germany and France, England, and the US and Canada? Are you puzzled that there is no similar movement in the opposite direction? Name one non-Muslim you know that moved to Iran.  Iraq. Afghanistan.     -Babylon Bee  You cant for pretty much the same reason people are not taking boats from Key West to Cuba.",6020,1129,290,153492
ksorbs,"April 26, 2024 02:54 PM","Youd have to be entirely clueless at this point in history to think that an invasive, non-assimilating Islamic culture in England would bring preferable living conditions for non-Muslims. Why do you think it is that many Muslim peoples move to the Netherlands, Germany and",6020,1129,290,153492
ksorbs,"May 06, 2024 01:01 AM","This Holocaust Remembrance Day, we mourn the six million Jews who were killed by the Nazis during one of the darkest chapters in human history.  And we recommit to heeding the lessons of the Shoah and realizing the responsibility of “Never Again.”",30898,10628,13274,12198124
ksorbs,"May 07, 2024 11:04 AM",He says “never again” while funding wars in the Middle East…,2336,299,135,81012
ksorbs,"May 14, 2024 12:26 PM","Biden Declares Administration Will Never Leave Anyone Behind, Except Those Americans Held Hostage By Hamas, Or Trapped When Afghanistan Fell, Or Killed Accidentally By A Drone, Or Murdered By Illegal Immigrants. -Babylon Bee",3900,773,190,63236
ksorbs,"May 28, 2024 03:09 PM","A vote for Biden is a vote for war. Ukraine, Russia, Israel, Palestine.   If you vote for Biden you’re supporting all of it.",7039,899,1130,144153
ksorbs,"July 24, 2024 08:11 PM","Anti-America. You don’t like America, move to the Middle East.",9122,1487,709,152105
ksorbs,"July 24, 2024 07:56 PM",Anti-Israel protestors are burning  American flags near the Capitol and replacing them with Palestenian flags.  Absolutely sickening.,3817,425,591,157431
ksorbs,"August 28, 2024 02:31 PM",Watch as Muslim reveals why they  always vote Democrat.,5773,1093,421,133286
ksorbs,"September 24, 2024 07:44 PM","Minneapolis now blares the Muslim call to prayer five times a day over the city, yet bans anything to do with the Ten Commandments in schools and buildings.  Nothing to see here, folks.  Keep enforcing apathy.",79054,21828,3243,2394773
atensnut,"October 07, 2023 02:12 PM",Statement from President Trump about attack on Israel.,16379,5767,1393,501965
atensnut,"October 07, 2023 01:45 PM",Netanyahu:   We are at war but we will win it.    Pray for Israel.,2856,695,206,90098
atensnut,"October 07, 2023 09:09 AM","Prime Minister Benjamin Netanyahu:  ""Citizens of Israel, We are at war, not in an operation or in rounds, but at war. This morning, Hamas launched a murderous surprise attack against the State of Israel and its citizens. We have been in this since the early morning hours.",4360,832,914,125465
atensnut,"October 07, 2023 02:45 PM",Where’s Biden.  It’s been 11 hours and no comment on Israel.,4360,831,914,125465
atensnut,"October 08, 2023 12:00 AM",We will never fail to have Israel’s back.,1678,228,54,65491
atensnut,"October 09, 2023 01:27 PM",I cannot imagine seeing this outside my window as well as seeing innocent people gunned down at a celebration.     The realization is that we may see this here because of the terrorists Biden has let come across our borders.,1375,174,63,59353
atensnut,"October 10, 2023 03:27 PM",This would not be happening if Trump was in office.  He protected Israel. There were no wars under President Trump.    I repeat.  NO WARS.,11784,2733,2823,221738
atensnut,"October 12, 2023 09:57 PM",Good heavens.  Women in London removing posters of missing Israeli kids.,9295,6240,4461,611186
atensnut,"October 12, 2023 07:01 PM",Be prepared and alert.  THEY walk among us. Scary.   Muslim:  “ I would chop your head off”.,19996,11149,2153,1486981
atensnut,"October 12, 2023 02:33 PM",Be safe out there and never forget what a handful of terrorists did.,14089,4492,2338,295373
atensnut,"October 15, 2023 12:12 AM",BREAKING: Congressman Cory Mills and his team have now rescued 96 Americans from Israel !!   77 of which Cory rescued himself.   Cory Mills is an American Hero!! Thank you for your service   Do you support Cory Mills?,2283,598,150,500621
atensnut,"October 20, 2023 02:15 PM",Biden has three Intelligence officers closely connected to Hamas.,1431,982,100,37457
atensnut,"October 31, 2023 04:19 AM",“Shit for Brains” here should be shipped off to Gaza.    Why the mask?   Just another big mouth coward.,3215,652,203,45264
atensnut,"November 11, 2023 02:51 PM",New York City?   Yes NYC.   Pro-Palestine Mob rips down US Flag.    Send them back to wherever the hell they came from.,5657,1885,1292,134814
atensnut,"December 16, 2023 03:51 PM",Little boy takes his rabbit and chicken for a ride while other critters tag along.  Kept waiting for duck to jump on. Lol.,3440,595,151,99887
atensnut,"January 07, 2024 04:44 PM","WATCH: My full interview with @kwelkernbc on @MeetThePress this morning where I discussed election integrity, supporting President Trump, protecting the Constitution, combatting antisemitism, & Joe Bidens border crisis.",2469,758,167,122161
atensnut,"February 01, 2024 02:24 AM",For all the Anti-Trumpers:  I’m curious.   What did you hate most about Trump?  No Wars A Strong US Dollar Lower Taxes Middle East Peace No Inflation Growing 401ks Strong American Economy  Market Profits Low Gas prices A secure Oil Reserve.,40050,10760,13048,1171400
atensnut,"March 23, 2024 12:44 AM","A 27 yo man was arrested in Wasco, CA, after grabbing a severed leg from a fatal Amtrek accident that occurred at 8am today.   He was cornered by police and observed eating the severed leg of the deceased pedestrian.   Unbelievable but sadly true.   …",6570,2790,971,2159220
atensnut,"April 09, 2024 06:15 PM",Capitol police arrested 50 Palestinian protesters for illegally demonstrating inside a Congressional building.,11539,4967,924,220513

"|RUN STATISTICS|
"
"Time Processed: November 27, 2024 04:03 AM
","Number of discards: 5202
","List of accounts processed: ['ksorbs']
","List of accounts coming in: ['ksorbs', 'atensnut']
","List of accounts needed to be rerun: ['atensnut', 'atensnut']
",List of accounts with parsed but only irrelevant tweets: []
