Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
hodgetwins,"October 13, 2023 05:01 PM",The crazy ass ladies on the view just compared Hamas terrorists to the Proud Boys,6201,1265,1286,420317
hodgetwins,"October 14, 2023 02:31 AM",So they’ll stop funding Ukraine so they can send our tax $ to the Middle East…Is that the plan?  They got to fund some kind of war so they can launder it back to themselves,3340,795,288,125340
hodgetwins,"October 14, 2023 05:32 PM",This war has made people crazy  If u criticize hamas u are a zionist shill   If u criticize israel u hate jews  Nobody should be targeting the innocent people caught in the middle,9636,1438,882,533709
hodgetwins,"October 15, 2023 03:09 PM",FBI Director Wray issues urgent warning:   Hamas-style terror attacks might be coming to U.S. soil.  Good thing we have a secure border.,3364,224,1123,460533
hodgetwins,"October 21, 2023 04:25 PM",I emailed and called @CapitolPolice for updates on arrests related to Hamasurrection. No response.  Only info on website here. Assault on officer a local misdemeanor  not a federal offense like J6ers. And someone was in an office without permission? Gulag worthy.,10737,5207,671,1061487
hodgetwins,"October 26, 2023 07:00 PM","The FBI is a rogue anti-American domestic terrorist organization  Their job is to protect corrupt elites and destroy Americans  To the agents at the FBI, it’s time for you to make a decision. Will you continue working for corrupt tyrants?  Or will you stand with the people?",8533,2246,320,167331
hodgetwins,"November 04, 2023 01:00 AM",1954 Video of President Truman’s Plan to Fix Jews & Palestians Problems That Has Now Backfired!,1510,216,135,149194
hodgetwins,"November 07, 2023 07:44 PM","According to a new report, at least 200 American colleges and universities illegally withheld information on approximately $13 billion in undisclosed donations from foreign regimes.  Is Campus Rage Fueled by Middle Eastern Money?  My latest in @thefp:",15382,6242,677,1432150
hodgetwins,"November 07, 2023 07:44 PM","According to a new report, at least 200 American colleges and universities illegally withheld information on approximately $13 billion in undisclosed donations from foreign regimes.  Is Campus Rage Fueled by Middle Eastern Money?  My latest in @thefp:  …",8810,1389,52,224723
hodgetwins,"November 17, 2023 05:30 PM",The feds are now designating Conservative infants as domestic terrorists,13039,3139,503,1395532
hodgetwins,"December 31, 2023 12:05 PM",Yea crucial roles in spying on moms at school board meetings and raiding innocent people that protest stolen elections  But somehow they let school shooters and terrorists slip through the cracks.,1062,148,46,84603
hodgetwins,"January 13, 2024 11:46 PM",: DC police and Secret Service had to rush to one part of the security fence to prevent a breach from the Palestinian crowd.,7257,1565,156,340601
hodgetwins,"January 30, 2024 12:16 AM",This ain’t good y’all   Just wait until they activate their terrorist cells that have come across our open border,9349,1516,372,485822
hodgetwins,"January 29, 2024 10:00 PM","#BREAKING: As early as tonight, President Joe Biden will authorise US military action in the Middle East",1166,101,87,113053
hodgetwins,"February 05, 2024 03:37 PM",Why do we have to send money to Israel and Ukraine before we can secure our own damn border?,24285,3445,1323,732849
hodgetwins,"February 25, 2024 02:08 PM",The same thing that happened to people in Stalin’s Soviet Union is happening to Jan 6 protesters in the USA    The Biden admin is using the cowards at the FBI to raid and round up political prisoners  This is real domestic terrorism by our own gov,19517,7042,815,624708
hodgetwins,"February 26, 2024 12:39 AM",Are there any Sheriffs in Texas that will protect their people from these domestic terrorist feds? .@KenPaxtonTX,1221,185,29,181731
hodgetwins,"March 11, 2024 06:09 PM",Reports indicate that @X appears to have sold perks to a designated terrorist group in violation of sanctions law.  @RepRaskin and I are calling on @RepJamesComer and @GOPoversight to investigate if social media execs are endangering national security or violating our laws.,7372,4808,2201,1384040
hodgetwins,"March 11, 2024 06:35 PM",Reports indicate that @X appears to have sold perks to a designated terrorist group in violation of sanctions law.  @RepRaskin and I are calling on @RepJamesComer and @GOPoversight to investigate if social media execs are endangering national security or violating our laws. x.com/OversightDems/…,42116,12143,2937,1729342
hodgetwins,"April 10, 2024 11:47 AM","Bruh we know you’re still upset about DeSantis dropping out, but us criticizing Jewish people doesn’t make us grifters   We’ll talk about any group of people, we don’t discriminate. If that upsets you, then don’t follow us.",3895,330,258,217746
hodgetwins,"April 12, 2024 01:36 AM",Real terrorists are pouring across our open borders but politicians and the government are more concerned with secretly spying on real Americans   Tyranny,8424,1899,242,218887
hodgetwins,"April 13, 2024 09:08 PM","Think about this  The Biden administration gave billions of dollars to Iran  They also gave billions of dollars to Israel  American taxpayers are funding both sides of this damn war!  This is crazy y’all, no more of our money should be sent to any foreign country",28842,6265,759,743302
hodgetwins,"April 17, 2024 06:27 PM",Internal Documents Show FBI is Worried About White Supremacist Teaming Up With Islamic Extremists,2958,710,164,119102
hodgetwins,"April 22, 2024 05:10 PM",Do yall really want to get into World War 3 over Israel?,1105,160,248,105107
hodgetwins,"April 24, 2024 11:03 PM",Crazy how uniparty politicians on both the right and the left come together to stop anti Israel/pro Palestine protests   But they won’t come together to protect our own damn country  Says A LOT,3463,611,143,89726
hodgetwins,"April 29, 2024 09:32 PM","Question   Why is the right calling it “hate speech” if people criticize Israel?  But when people criticize America, they are silent?",7284,1140,663,215498
hodgetwins,"May 02, 2024 12:48 AM",Think about it  Pro Palestinians and America First Patriots have an opportunity to unite over their hate for Joe Biden,3189,373,368,137650
hodgetwins,"May 05, 2024 07:11 PM","This is wholly unacceptable.   Israel, our closest ally in the Middle East, is under attack, but the Biden Administration is yet again caving to the pro-Hamas wing of his party.   The administration must end this pause immediately. x.com/mikeallen/stat…",2253,433,55,135969
hodgetwins,"June 03, 2024 04:12 PM",Not only is the FBI a domestic terrorist organization   They are also gay as fuck  Shut them down for good and throw every single one of them in prison for life,2049,371,90,80652
hodgetwins,"June 07, 2024 01:10 PM",Sam Adams and the Sons of Liberty would be called domestic terrorists if the Boston Tea Party went down today  All because we have weak blackmailed politicians in office,3386,604,99,68883
hodgetwins,"June 13, 2024 02:33 AM",Merrick Garland = Domestic terrorist   Christopher Wray = Domestic terrorist,7821,1400,167,201241
hodgetwins,"June 21, 2024 12:25 PM",Their definition of a domestic terrorist is anyone who calls out their lies and unconstitutional actions,2247,314,48,40323
hodgetwins,"June 29, 2024 03:11 PM",The most dangerous terrorist organizations in history are the 3 letter agencies around Washington DC,5049,804,141,82669
hodgetwins,"July 06, 2024 01:47 PM","The FBI is no different than the Gestapo in Nazi Germany  They will lie, cheat, steal, cover up, and blackmail people to protect their buddies and get what they want  They are a terrorist organization illegally operating off our tax dollars",3101,383,117,87525
hodgetwins,"July 07, 2024 08:08 PM","Le Pens party has lost the election.  Macron’s party and the radical left teamed up strategically to withdraw candidates in certain races so that they could defeat Marine Le Pen’s party candidates.  The French are turning into an Islamic caliphate.  More crime, more rpes,",16908,4797,281,446196
hodgetwins,"July 25, 2024 03:08 AM",This is legit domestic terrorism by our own government y’all    People won’t stand for this,1385,144,94,45129
hodgetwins,"August 01, 2024 12:54 AM",Wait Biden and Kamala are giving plea deals to the terrorists behind 9/11 ???,33226,11898,2418,2628792
hodgetwins,"August 04, 2024 09:59 PM","This is what is happening in the UK right now  -Government opens the borders and lets in illegal aliens  -Illegals start committing violent crime, murders, rape, etc in British communities   -Government does nothing to stop the criminal illegals  -British citizens take matters into their own hands and attack the illegals  because their government won’t do anything   -Government declares British citizens that attack illegals are domestic terrorists and starts raiding their homes and arresting them for protecting their communities  Sound familiar? Coming soon to the US   …",101425,27718,3994,4204063
hodgetwins,"August 05, 2024 02:01 AM",Are the markets tanking because Iran is about to attack Israel?  It’s bout to get crazy y’all,25526,1960,1021,3855301
hodgetwins,"August 05, 2024 12:59 PM",Our markets are crashing and Iran is about to use the money given to them by Democrats to blow up the Middle East  We need Trump now more than ever for world peace,13483,2545,257,168093
hodgetwins,"August 13, 2024 11:25 AM","A terrorist posing as a DC judge just fined a grandma $103,000 for walking through an open door and praying inside the Capitol on January 6th  While they drop charges for leftists that destroy our cities…2 tier justice system",21576,6695,294,328006
hodgetwins,"August 20, 2024 01:23 AM",Bearded women and a terrorist spotted at the DNC,2618,352,127,114030
hodgetwins,"August 23, 2024 03:15 AM",Kamala pissed off the free Palestine people AND the Jews in less than 30 seconds,8774,813,88,122290
hodgetwins,"September 27, 2024 07:00 PM",A conservative podcast not funded by Russia OR Israel .@TheTwinsPod .@ElijahSchaffer,1043,170,110,403036
hodgetwins,"September 28, 2024 09:56 PM","The Tennessee National Guard is NOWHERE TO BE FOUND in Eastern TN, despite MASSIVE flooding and missing people  Why? BECAUSE BIDEN & HARRIS DEPLOYED THEM TO THE MIDDLE EAST TODAY.  WTF?  People are trapped in their homes, multiple towns are underwater, and utilities are out,",5610,1526,292,146947
hodgetwins,"October 01, 2024 04:00 PM","Just heard there are teams of middle easterners in red states buying up military surplus equipment, guns, and other supplies   Supposedly the FBI knows about it and is visiting sporting goods stores asking questions   Anyone else heard this?",13009,3177,966,860879
hodgetwins,"October 01, 2024 05:30 PM",Americans in North Carolina need our help right now   Not Israel Not Ukraine Not any other foreign country,25848,4447,560,419032

"|RUN STATISTICS|
"
"Time Processed: November 27, 2024 04:05 AM
","Number of discards: 7119
","List of accounts processed: ['pnjaban', 'hodgetwins']
","List of accounts coming in: ['pnjaban', 'hodgetwins']
","List of accounts needed to be rerun: []
",List of accounts with parsed but only irrelevant tweets: []
