Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
pnjaban,"October 09, 2023 04:47 AM",I hope we can all stop calling them The Squad and start calling them the Hamas caucus.,21865,5487,691,380633
pnjaban,"October 17, 2023 01:07 PM","I came to D.C. to work in the Reagan Administration because (to oversimplify) it was pro-Constitution, pro-U.S. global leadership, pro-military, pro-Israel, pro-democratic capitalism, and pro-American dream. And thats why I now support the Biden Administration and Democrats.",1573,369,54,54568
pnjaban,"October 18, 2023 11:17 PM","Insurrectionists/terrorists, under the New Rules.",1486,454,79,71190
pnjaban,"November 01, 2023 06:52 PM","Jewish parents need to start lawyering up against education institutions that fail to protect their childrens civil rights and fail to protect their 1st and 14th amendment rights. Bring the hammer down, hard. Hit them right in their bloated coffers. x.com/kilshaw81/sta…",1754,582,162,64631
pnjaban,"November 06, 2023 11:30 PM",I’m proud to support the efforts of my colleagues to confront the violent antisemitism spreading around the nation. Please take a moment to forward this to anyone you may know who could potentially use our help. Learn more: …,1851,700,102,299232
pnjaban,"November 15, 2023 05:16 PM",Breaking: Two groups under Democratic dark money juggernaut Arabella Advisors funneled over $1M to Palestinian terror-tied US charity Alliance for Global Justice in 2022.  Both Arabella groups declined to tell @dcexaminer what the grants were for . .   …,3914,778,90,99061
pnjaban,"November 23, 2023 11:00 PM",My prayer tonight started with thanks as five Sikh immigrants who are so thankful for the liberty we enjoy as Americans. We prayed for the hostages in Gaza & women in repressive countries & people suffering everywhere. And prayed for our America to remain strong and free.,5221,570,166,119654
pnjaban,"December 03, 2023 04:37 PM","Rep. Pramila Jayapal is an absolute monster who loathes Israel & Jews.  She repeatedly & falsely accuses Israel of ""indiscriminately"" targeting civilians & hospitals.   Dana Bash asked about Israeli women being raped & Jayapal pivots to attacking Israel. Bash calls her out.",4140,1466,1098,1110765
pnjaban,"December 07, 2023 12:24 AM","New statement by @Penn President Liz Magill:  “I want to be clear, a call for genocide of Jewish people is threatening—deeply so. It is intentionally meant to terrify a people who have been subjected to pogroms and hatred for centuries and were the victims of mass genocide in the",6554,2418,46,151310
pnjaban,"March 08, 2024 03:24 AM","Here we go, American boots on Gaza border.",1307,215,55,32462
pnjaban,"March 11, 2024 10:38 PM","BREAKING: San Francisco School District announces designation of Ramadan prayer accommodations including a space within schools for prayer, exclusively for Muslims. Here’s the statement by Luisa Horde of the SFUSD.",1877,605,37,64028
pnjaban,"April 11, 2024 02:56 PM","Incredible that after three years of LAW SCHOOL @UCBerkeley, this student thinks the law school dean’s private home, into which she was graciously invited, is a public forum for her to conduct a protest v. Israel policies. Rude, offensive, and definitely NOT 1A protected. #FAIL",1505,402,115,74367
pnjaban,"April 22, 2024 09:41 PM",NYU faculty creating a ring around the Gaza solidarity encampment to protect their students after the school threatened mass arrest. So beautiful.,2504,673,196,57966
pnjaban,"April 23, 2024 06:12 PM","NEW   Columbia University has announced that classes will be remote for the rest of the year due to ongoing anti-Israel protests at the school.   As a result, there are increasing demands for tuition refunds, considering the $70k a year college has essentially become an online",1478,276,202,54810
pnjaban,"April 29, 2024 08:20 PM",Jewish student wearing a Star of David necklace DENIED entry to his own university because he is JEWISH.   “I’m a UCLA student. I deserve to go here. We pay tuition. This is our school and they are not letting me walk in.”   Masked activists refused to let the student enter.,7503,2323,290,121987
pnjaban,"May 06, 2024 05:54 PM","Pro-Hamas, BLM, 2016 anti-Trump, Occupy Wall Street/Antifa — all same people getting paid/supoorted to protest. Gullible college students provide fresh bodies as extras & scenery, hosts to carry nihilist views into corporate/banking/law while paid leaders recycled to new tropes.",2207,765,95,72743
pnjaban,"May 09, 2024 04:25 AM","Incredible the number of future doctors & lawyers shouting “from the river to the sea” while draped in keffiyehs & calling for death to Israel. No wonder these same soft-brains go on to push gender ideology, pronouns, DEI. If you stand for nothing, you’ll fall for anything.",9007,2383,169,121653
pnjaban,"May 10, 2024 10:40 PM","I just told the husband that X was paying for my yarn, jewelry and handbag habits and he wa stunned (this is also an exaggeration but he doesn’t need to know that ) thank you @elonmusk !",3397,254,187,68810
pnjaban,"May 29, 2024 11:07 PM",Netanyahu blasts Biden admin for rejecting GOP effort to sanction ICC  via @politico,12016,3723,342,168564
pnjaban,"June 09, 2024 06:20 PM","Compare and contrast the tenacity and commitment that @Israel employs to recover its hostages with that of the USA and the Biden administration.   Eight American hostages are being held by Hamas, five living and three dead.   What are we doing to get them home?",22456,4118,1869,999781
pnjaban,"June 09, 2024 10:02 PM",Nothing. The Biden regime is doing nothing to rescue American hostages in Gaza.,2724,721,65,51262
pnjaban,"July 08, 2024 04:07 PM","Divina Michael is the founder of DM Retreats, a California-based company that curates vacations for women and influencers worldwide.  Shes also an unhinged antisemite. In a TikTok video uploaded yesterday, Divina says her company will no longer serve Israelis and ""Zionists""",5060,1857,1716,1001791
pnjaban,"July 08, 2024 06:26 PM",Good luck with that. Any Jew denied service? Call me!,2499,1062,111,75180
pnjaban,"July 16, 2024 05:06 PM","A Jewish lawyer and a Sikh lawyer walk into a Republican convention… no joke! My dear friend ⁦@Chattah4Nevada⁩, fellow RNC fighter!",28854,3775,960,378853
pnjaban,"July 20, 2024 05:33 PM",My husband wanted an omelette for breakfast.  The good life for me is being able to say “be right back!” and grabbing fresh herbs and tomatoes from the garden and cooking him dinner after almost a week apart.,6557,340,406,80922
pnjaban,"July 21, 2024 10:35 PM","My thoughts on the Democrat coup and what’s at stake for our country — as I take a little cleansing break among the dahlias on my front deck after back to back media hits (no, I don’t garden in makeup, jewelry and silk!). Isn’t this platform GREAT?! Thank goodness for X!",12104,1964,462,410116
pnjaban,"August 16, 2024 11:28 PM","It’s like the Ambani wedding, but with worse clothes and jewelry.",2380,449,81,97178
pnjaban,"September 01, 2024 04:04 AM","Hamas did this because Harris/Biden are weak enablers of terror, not its sworn enemy. Remember it when you vote.  A strong America is vital to protecting our citizens all over the world. I’m so sorry we let this family down. It is a national disgrace.",12424,4020,180,217612
pnjaban,"September 01, 2024 02:35 PM","Ive worked tirelessly to bring Hersh home, and Jill and I could not be more heartbroken by the news of his death.  It is tragic and reprehensible.  Hamas leaders will pay for these crimes. And well continue working towards a deal to secure the release of the remaining hostages.",29561,8808,15616,6882837
pnjaban,"September 05, 2024 04:36 PM",D. Gill Sperlein defended me in court when a criminal defense attorney tried to get me banned from covering the court hearings for his client (an Antifa rioter named Brian Lightfoot) who was ultimately found GUILTY by jury trial.  Sperlein got attorney John Hamasakis frivolous,8974,754,431,143465
pnjaban,"September 12, 2024 06:47 PM",CONFIRMED    Muhammad Abu Aseed.  The Palestinian terrorist seen kidnapping Naama Levy on October 7th has been ELIMINATED by an Israeli Airstrike.  Incredible work by the IDF.,11034,1696,743,445522
hodgetwins,"October 07, 2023 08:57 PM",Step 1: Biden admin releases $6 billion to a country that chants death to America  Step 2: That country funds terrorist groups  Step 3: Our main ally in the Middle East is attacked by those terrorist groups  Step 4: Biden admin says they are shocked and outraged,30835,8208,1516,1177144
hodgetwins,"October 08, 2023 06:10 PM",Do y’all think our intel agencies knew about the Israel attack before it happened?,1154,559,898,236646
