Subject ID,Affiliation,Number of Followers,Before Dates,Before Corpus,Before Likes,Before Retweets,Before Replies,Before Views,After Dates,After Corpus,After Likes,After Retweets,After Replies,After Views
39,Democratic Party,1000000,"['October 19, 2022 10:01 PM', 'October 19, 2022 10:01 PM', 'October 19, 2022 10:01 PM', 'October 19, 2022 10:01 PM', 'October 19, 2022 10:01 PM', 'October 19, 2022 10:01 PM']","['Dershowitz said Trump asked him at dinner why only 27% of Jews voted for him when he strongly supported Israel. Dersh said he told Trump Jews also care about gay rights, abortion, climate change, gun control and separation of church and state, and he was terrible on those.', 'Dershowitz said Trump asked him at dinner why only 27% of Jews voted for him when he strongly supported Israel. Dersh said he told Trump Jews also care about gay rights, abortion, climate change, gun control and separation of church and state, and he was terrible on those.', 'Dershowitz said Trump asked him at dinner why only 27% of Jews voted for him when he strongly supported Israel. Dersh said he told Trump Jews also care about gay rights, abortion, climate change, gun control and separation of church and state, and he was terrible on those.', 'Dershowitz said Trump asked him at dinner why only 27% of Jews voted for him when he strongly supported Israel. Dersh said he told Trump Jews also care about gay rights, abortion, climate change, gun control and separation of church and state, and he was terrible on those.', 'Dershowitz said Trump asked him at dinner why only 27% of Jews voted for him when he strongly supported Israel. Dersh said he told Trump Jews also care about gay rights, abortion, climate change, gun control and separation of church and state, and he was terrible on those.', 'Dershowitz said Trump asked him at dinner why only 27% of Jews voted for him when he strongly supported Israel. Dersh said he told Trump Jews also care about gay rights, abortion, climate change, gun control and separation of church and state, and he was terrible on those.']","[7417, 7417, 1337, 1337, 7377, 7377]","[1888, 1888, 303, 303, 1882, 1882]","[481, 481, 724, 724, 481, 481]","[1786905, 1786905, 554681, 554681, 1786934, 1786934]","['July 28, 2024 03:38 PM', 'July 25, 2024 04:56 PM', 'July 28, 2024 03:44 PM', 'July 26, 2024 06:08 PM', 'July 25, 2024 04:56 PM', 'August 20, 2024 04:34 PM', 'October 23, 2023 04:31 PM', 'July 28, 2024 03:38 PM', 'July 26, 2024 06:08 PM', 'August 20, 2024 04:34 PM', 'October 23, 2023 04:31 PM', 'July 25, 2024 04:56 PM', 'December 21, 2023 09:39 PM', 'March 19, 2024 11:20 PM', 'October 14, 2023 02:06 AM', 'October 18, 2023 02:41 PM', 'October 18, 2023 02:19 PM', 'October 12, 2023 05:52 PM', 'July 28, 2024 03:44 PM', 'September 05, 2024 10:20 PM', 'October 23, 2023 04:31 PM', 'October 12, 2023 02:37 AM', 'October 09, 2023 03:58 PM', 'October 14, 2023 12:22 PM', 'October 11, 2023 11:29 AM', 'November 22, 2023 11:30 PM', 'November 25, 2023 01:55 PM', 'November 23, 2023 12:08 AM', 'November 22, 2023 10:34 PM', 'December 23, 2023 12:24 AM', 'December 21, 2023 09:12 PM', 'December 21, 2023 09:39 PM', 'March 06, 2024 12:39 PM', 'March 04, 2024 07:52 PM', 'March 26, 2024 10:45 PM', 'March 25, 2024 05:20 PM', 'May 01, 2024 11:16 PM', 'May 05, 2024 11:51 PM', 'April 14, 2024 06:05 PM', 'April 21, 2024 01:56 PM', 'May 19, 2024 04:44 PM', 'May 09, 2024 12:19 AM', 'June 02, 2024 08:49 PM', 'May 19, 2024 12:48 AM', 'June 27, 2024 12:55 PM', 'June 07, 2024 09:41 PM', 'July 26, 2024 06:08 PM', 'July 25, 2024 04:56 PM', 'July 22, 2024 10:09 PM', 'July 28, 2024 03:38 PM', 'August 20, 2024 04:34 PM', 'August 23, 2024 11:47 PM', 'October 03, 2024 02:50 PM', 'October 07, 2023 08:11 PM', 'October 11, 2023 11:29 AM', 'October 11, 2023 06:01 PM', 'October 12, 2023 08:44 PM', 'October 12, 2023 02:37 AM', 'October 13, 2023 12:34 AM', 'October 13, 2023 04:24 PM', 'October 14, 2023 12:22 PM', 'October 14, 2023 01:13 AM', 'October 14, 2023 02:06 AM', 'October 16, 2023 08:00 PM', 'October 19, 2023 10:27 PM', 'October 19, 2023 11:49 PM', 'October 22, 2023 07:39 PM', 'October 22, 2023 10:20 PM', 'October 23, 2023 04:31 PM', 'October 26, 2023 03:54 PM', 'October 27, 2023 01:16 AM', 'November 04, 2023 12:09 AM', 'November 22, 2023 11:30 PM', 'November 23, 2023 01:58 PM', 'November 23, 2023 12:08 AM', 'November 25, 2023 01:55 PM', 'November 30, 2023 02:53 AM', 'December 17, 2023 02:42 AM', 'December 17, 2023 01:12 AM', 'December 20, 2023 05:57 PM', 'December 21, 2023 09:12 PM', 'December 21, 2023 09:39 PM', 'December 23, 2023 12:24 AM', 'December 26, 2023 10:48 PM', 'February 13, 2024 12:52 AM', 'February 22, 2024 11:58 PM', 'March 02, 2024 09:44 PM', 'March 04, 2024 07:52 PM', 'March 06, 2024 12:39 PM', 'March 25, 2024 05:20 PM', 'March 25, 2024 11:28 PM', 'March 26, 2024 10:45 PM', 'April 01, 2024 11:54 PM', 'April 15, 2024 11:48 PM', 'May 01, 2024 11:16 PM', 'May 05, 2024 11:51 PM', 'May 09, 2024 12:19 AM', 'May 19, 2024 04:44 PM', 'May 19, 2024 12:48 AM', 'June 01, 2024 12:37 AM', 'June 02, 2024 08:49 PM', 'June 07, 2024 09:41 PM', 'June 27, 2024 12:55 PM', 'June 29, 2024 11:03 AM', 'July 09, 2024 09:52 PM', 'July 15, 2024 08:10 PM', 'July 22, 2024 10:09 PM', 'July 25, 2024 04:56 PM', 'July 26, 2024 06:08 PM', 'July 26, 2024 04:23 PM', 'July 28, 2024 03:38 PM', 'August 20, 2024 04:34 PM', 'August 23, 2024 01:29 AM', 'August 23, 2024 10:02 PM', 'August 23, 2024 05:51 PM', 'September 08, 2024 12:59 PM', 'September 11, 2024 11:36 PM', 'September 16, 2024 03:15 PM', 'September 20, 2024 11:13 AM', 'September 22, 2024 04:53 PM']","['How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.', 'The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.', 'MAGA, Trump & Vance have been telling us that the U.S. shouldn’t police the world and solve issues happening in other countries. But I guess this attack inside Israel is now America’s fault, and not Benjamin Netanyahu’s. I’m struggling to understand this ‘America First’ thing.', 'Trump to Netanyahu today: “No president has done what I’ve done for Israel.”', 'The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.', 'On US peace negotiations between Israel and Gaza: “The reporting is that former President Trump is on the phone with the PM of Israel urging him not to cut a deal right now because it’s believed that would help the Harris campaign.”', 'In Israel with a bipartisan delegation of US Senators, Lindsey Graham goes off on a Newsmax reporter asking him to condemn Rashida Tlaib: “You’re not going to screw this up! Get this guy out of here!”', 'How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.', 'Trump to Netanyahu today: “No president has done what I’ve done for Israel.”', 'On US peace negotiations between Israel and Gaza: “The reporting is that former President Trump is on the phone with the PM of Israel urging him not to cut a deal right now because it’s believed that would help the Harris campaign.”', 'In Israel with a bipartisan delegation of US Senators, Lindsey Graham goes off on a Newsmax reporter asking him to condemn Rashida Tlaib: “You’re not going to screw this up! Get this guy out of here!”', 'The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.', 'Javanka on scene to negotiate an end to the conflict in Israel.', 'Kushner Kleanup Time: Please ignore my previous comments that waterfront property in Gaza “could be very valuable.” I’m all about the welfare of the Palestinian people. Thank you. End of statement.', 'In a few more hours, MAGA can come out of their bunkers, take off the camo, put their AR-15s, flamethrowers and grenades up, because the global day of jihad will be over.', 'This is a very thoughtful, measured and perfect statement to make. Delivering it in Israel makes it even more powerful. It is inconceivable that Trump could ever make such a statement.', 'Biden: I caution this while you feel that rage, dont be consumed by it. After 9/11, we were enraged in the US. While we sought justice and got justice, we also made mistakes… The vast majority of Palestinians are not Hamas. Hamas does not represent the Palestinian people.', 'The pro-Hamas account ‘Iran Observer’ is promoting Trump’s speech last night where he called Hezbollah “a very smart organization.” Story …', 'MAGA, Trump & Vance have been telling us that the U.S. shouldn’t police the world and solve issues happening in other countries. But I guess this attack inside Israel is now America’s fault, and not Benjamin Netanyahu’s. I’m struggling to understand this ‘America First’ thing.', 'Rudy says we should have sent Navy SEALs and Army Rangers into Gaza to rescue the hostages.', 'In Israel with a bipartisan delegation of US Senators, Lindsey Graham goes off on a Newsmax reporter asking him to condemn Rashida Tlaib: “You’re not going to screw this up! Get this guy out of here!”', 'As opposed to this new strife between Arabs and Jews that should be all cleared up in a few days.', 'I’m sure Israel is thrilled at Tim Scott for sending a shout out during his presidential campaign. Makes all the difference. They probably were about to surrender, but now they won’t.', 'George Santos went on Bannon’s show to vent about the incident yesterday: “This man tells me … what about the babies in Palestine? Are you kidding me! I don’t care!”', 'Apparently, Israel was attacked by hummus.', 'Turns out the “Islamic terrorist” was a dude and his wife in a Bentley who was supposed to go to a Kiss concert but it was canceled so he decided to head to a casino.', 'Update from local news on the driver of the car who Ted Cruz and other Republicans in Congress claimed was a terrorist and blamed Biden for it. Police Chief: “It doesn’t help anybody, especially the family, when all these rumors are being posted.”', 'Sleepy Joe taking another vacation during a terrorist attack …', 'The original source of the false reports that this was a “terrorist attack.” Fox News reporter.', 'Are you supposed to have a big grin on your face when posing with a photo of an Israeli hostage in Gaza. I need to brush up on my hostage protocol.', 'I’m wondering why they filmed themselves on this trip to Israel and put this out, and why they said they were too busy with their kids to be able to show up for court.', 'Javanka on scene to negotiate an end to the conflict in Israel.', 'Marge Greene tells former BBC reporter now hosting The News Agents Podcast Emily Maitlis to “Fck off!” after she asks her about Jewish Space Lasers at Trump’s party last night.', 'Trump campaign comes out against airdropping food to starving kids in Gaza.', 'Lara Logan says she has inside sources who told her the bridge disaster was a terrorist attack.', 'With flies buzzing around him inside his own building at 40 Wall Street, Trump is now ranting that he would’ve stopped the Oct 7 attack on Israel by Hamas and Russia’s invasion of Ukraine.', 'Marge says she voted against the Anti-Semitism Act today because she’s concerned that if she says that Jews handed over Jesus to be killed by the Romans that could be considered a violation of the law.', 'Marsha voted against the aid package for Israel.', 'Since Trump said Iran never would’ve launched drones against Israel if he was president, who was president in Jan 2020? And just like Covid, Trump covered up the seriousness of it and just gave us happy talk.', 'In response to “horrific” scenes of antisemitic harassment at and around campus, the Orthodox Rabbi at Columbia/Barnard sent a WhatsApp message to more than 290+ Jewish students this morning recommending that they go home until it’s safe again for them on campus:', 'At the invitation of the Speaker of the Israeli Knesset, Elise Stefanik makes a partisan political speech today attacking the President of the U.S. and praising Donald Trump. Apparently, the current government of Israel thinks this is the smart way forward.', 'RNC Chair Lara Trump says that Russia invaded Ukraine and Hamas attacked Israel because Biden canceled the Keystone pipeline.', 'His position is to let Netanyahu turn it into a parking lot you fcking dope.', 'It appears that the Israeli government wants to tamper in American elections. Not very smart.', 'Junior at the future site of Trump Oman, which is being financed by foreign governments in the Middle East.', 'Just like the Iranian terrorist car bomber at the border with Canada who turned out to be a dude who missed the KISS concert, this hoax is bringing out all the morons.', 'Trump to Netanyahu today: “No president has done what I’ve done for Israel.”', 'The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.', 'Netanyahu is openly tampering in our election. He gets the welcome he deserves.', 'How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.', 'On US peace negotiations between Israel and Gaza: “The reporting is that former President Trump is on the phone with the PM of Israel urging him not to cut a deal right now because it’s believed that would help the Harris campaign.”', 'So he’s endorsing a candidate for president who agrees with every single position that terrorist group advocates?', 'Ah yes, those globalist Jewish “moneychangers” who hate America pulling the strings behind the scenes. Welcome to 1936 in Donald Trump’s Republican Party.', 'Trump claims Hamas would not have attacked Israel if he was president, and Russia would not have invaded Ukraine.', 'Apparently, Israel was attacked by hummus.', 'Newsmax brings on their Middle East foreign policy expert.', 'Ben Shapiro goes off on Tucker Carlson for questioning why people aren’t more upset about fentanyl coming across the southern border than they are about what happened in Israel.', 'As opposed to this new strife between Arabs and Jews that should be all cleared up in a few days.', 'Crenshaw and Vivek going at it today about Israel.', 'Team Trump has been in full damage control after his speech then interview ripping Netanyahu and Israel’s intelligence services while calling Hamas smart. Now the cleanup begins.', 'George Santos went on Bannon’s show to vent about the incident yesterday: “This man tells me … what about the babies in Palestine? Are you kidding me! I don’t care!”', 'Desantis finally took the gloves off today, suggesting that Trump is in cognitive decline, says crazy things when he doesn’t have a teleprompter, and said he “hates Netanyahu” because he congratulated Biden for winning the election in Nov 2020. Story…', 'In a few more hours, MAGA can come out of their bunkers, take off the camo, put their AR-15s, flamethrowers and grenades up, because the global day of jihad will be over.', 'Opening prayer at Trump rally today: “We thank you for a man of God, Donald Trump, who stands with Israel. I ask this day God that you will be a wall of fire around him. Lord, I ask that you expose enemies and foes that seek to do secret things in secret places to thwart him.”', 'Junior and Roseanne Barr discuss the history of Islam tonight.', 'Roseanne Barr: “I don’t think anything is going to wake up the Jews and the blacks who vote Democrat. They’re so severely mind controlled .  I don’t think they can get it.”', 'Rudy says Biden is an Iranian spy: “He’s on Iran’s side and he’s on Hamas’s side. He is not on our side. He’s got a bunch of spies in his Admin. This guy is working for Iran. Why? Maybe because they’ve infiltrated his Admin the way the communists infiltrated FDR’s Admin.”', 'It’s Sunday and he just got back from Israel.', 'In Israel with a bipartisan delegation of US Senators, Lindsey Graham goes off on a Newsmax reporter asking him to condemn Rashida Tlaib: “You’re not going to screw this up! Get this guy out of here!”', 'I know this is going to be hard to believe, but this nutty announcement comes the day before he is scheduled to speak before a large Republican Jewish group in Las Vegas. Once again, FL state govt being used for Desantis’s campaign.', 'These aren’t Marines, this isn’t this year, and it isn’t Israel. And while these disinformation specialists keep pumping out fake war vids which get millions of views, Elon does NOTHING.', 'Tucker Carlson trashes Speaker Mike Johnson. Says he is “enraged” that Johnson made aid to Israel his first priority.', 'Turns out the “Islamic terrorist” was a dude and his wife in a Bentley who was supposed to go to a Kiss concert but it was canceled so he decided to head to a casino.', 'Rudy says it’s a good thing that Fox lied and said the car crash near the border was a terrorist loaded with explosives, because you can never be too careful.', 'Sleepy Joe taking another vacation during a terrorist attack …', 'Update from local news on the driver of the car who Ted Cruz and other Republicans in Congress claimed was a terrorist and blamed Biden for it. Police Chief: “It doesn’t help anybody, especially the family, when all these rumors are being posted.”', 'He never says what he would’ve done to prevent these things that all “never would’ve happened.” Maybe Netanyahu can explain how it happened on his watch and what Trump would’ve done to make sure it didn’t.', 'The next speaker at Charlie Kirk’s crazyfest tells the audience if they don’t have as many as 10 babies quick then Muslims will soon be running the country.', 'At Charlie Kirk’s big event tonight, Roseanne Barr appears to have had several cocktails and is screaming about Stalinists and communists and Nazis and by the time she gets to a Muslim Caliphate taking over the world the crowd is left in stunned silence.', 'I’m curious how this “National Divorce” stuff will work. Is it like Hindu/Muslim in India/Pakistan where we cross each other as we move to our designated area, or is this a Jeff Davis secession where we start firing on military bases? They never give specifics on their treason.', 'I’m wondering why they filmed themselves on this trip to Israel and put this out, and why they said they were too busy with their kids to be able to show up for court.', 'Javanka on scene to negotiate an end to the conflict in Israel.', 'Are you supposed to have a big grin on your face when posing with a photo of an Israeli hostage in Gaza. I need to brush up on my hostage protocol.', 'Looks like a 1st century jew from Roman-occupied Judea to me. Not sure why that bothers some people. Does it matter what he looks like?', 'Junior says transgender people are “the most radical and violent terrorist people in the world.”', 'Pretty random grabbing some dude’s post from 3 years ago to ridicule him. Guess he needed that right-wing “own the libs” adrenaline rush.', 'Here is Trump in 2022, praising JR Majewski saying how much he loves him and takes credit for his primary victory. Majewski just dropped out today after calling Special Olympics athletes “fcking retards.” This is MAGA.', 'Trump campaign comes out against airdropping food to starving kids in Gaza.', 'Marge Greene tells former BBC reporter now hosting The News Agents Podcast Emily Maitlis to “Fck off!” after she asks her about Jewish Space Lasers at Trump’s party last night.', 'With flies buzzing around him inside his own building at 40 Wall Street, Trump is now ranting that he would’ve stopped the Oct 7 attack on Israel by Hamas and Russia’s invasion of Ukraine.', 'Junior says Joe Biden is at fault for the ISIS terrorist attack in Moscow.', 'Lara Logan says she has inside sources who told her the bridge disaster was a terrorist attack.', 'Junior says Biden’s DOJ has designated all Catholics as domestic terrorists and banks are now required to report everyone to the FBI who buys a Bible.', 'I have no issue with Johnson having a separate vote on aid to Ukraine, Israel & Taiwan, as long as Israel isn’t up first & then we have to trust him to bring Ukraine to the floor. He has proven to be duplicitous & untrustworthy on his promises. If each is guaranteed a vote - fine', 'Marge says she voted against the Anti-Semitism Act today because she’s concerned that if she says that Jews handed over Jesus to be killed by the Romans that could be considered a violation of the law.', 'Marsha voted against the aid package for Israel.', 'RNC Chair Lara Trump says that Russia invaded Ukraine and Hamas attacked Israel because Biden canceled the Keystone pipeline.', 'At the invitation of the Speaker of the Israeli Knesset, Elise Stefanik makes a partisan political speech today attacking the President of the U.S. and praising Donald Trump. Apparently, the current government of Israel thinks this is the smart way forward.', 'It appears that the Israeli government wants to tamper in American elections. Not very smart.', 'Alex Jones says the Deep State globalists are about to launch false flag terrorist attacks and blame them on Trump supporters.', 'His position is to let Netanyahu turn it into a parking lot you fcking dope.', 'Just like the Iranian terrorist car bomber at the border with Canada who turned out to be a dude who missed the KISS concert, this hoax is bringing out all the morons.', 'Junior at the future site of Trump Oman, which is being financed by foreign governments in the Middle East.', 'Junior & Eric with their paymasters in the Middle East who are financing Trump Oman. I’m sure the US government won’t alter policy if he is president to benefit the foreign business partners giving him millions.', 'What he’s trying to say here is that people protesting the hospital in Gaza aren’t doing the same for the hospital victims in Ukraine. The problem is, the people in his party are the ones who couldn’t give a shit about either.', 'Tweet deleted by JD Vance when he ran for Senate:  “Trump makes people I care about afraid. Immigrants, Muslims, etc. Because of this I find him reprehensible. God wants better of us.”', 'Netanyahu is openly tampering in our election. He gets the welcome he deserves.', 'The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.', 'Trump to Netanyahu today: “No president has done what I’ve done for Israel.”', 'Not sure I’ve ever seen Trump smile like that. Today’s visit from Netanyahu. Looks like the ear made a miraculous recovery.', 'How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.', 'On US peace negotiations between Israel and Gaza: “The reporting is that former President Trump is on the phone with the PM of Israel urging him not to cut a deal right now because it’s believed that would help the Harris campaign.”', 'Just a reminder that the NRA’s number one benefactor Ted Cruz blamed the Uvalde massacre on the school door.', 'Trump’s new friend, endorser, and potential future Cabinet member RFK Jr blames the United States for the terrorist attack on the World Trade Center on 9/11.', 'This deceptive clip is going viral on right-wing media for supposedly showing Walz “abusing his son” by grabbing his hand & pulling him. In the 2nd clip, I show that he was pulling his son away from smashing his head into the teleprompter, which his daughter has to walk around.', 'In the last 24 hours, Trump wished the Virgin Mary Happy Birthday, pitched Hulk Hogan’s beer, talked about Hannibal Lecter, said he will imprison people he thinks are cheating, called Musk ‘Leon,” forgot Burgum’s name, called Brian ‘Briar,’ Keystone ‘Keystown,’ & Tampon ‘Tampom,’ said if he loses Israel will cease to exist, nuclear war will begin, this will be our last election, and the CO Gov will flee the state, posted an ad for his digital NFTs, ranted about Kamala standing on a box at the debate, and wrapped it up by saying schools are performing trans surgeries on students.', 'Nancy Mace and 9 other Republicans included the 19 terrorists in their messages honoring the people who died on 9/11.', 'Trump just posted an article from Gateway Pundit reacting to Ben Stillers support of Harris which said that jews who vote for her are ""very dumb"" & the equivalent of ""suicide bombers"" because Harris wants to turn America into Nazi Germany.', 'Trump gave a completely unhinged and threatening speech last night at an event to fight anti-semitism, where he said that Israel will cease to exist in 2 years unless he is president & it will be the fault of American Jews if he loses.', 'Trump says it will be fault of Jews if he loses while he’s down 21 points with American women. He lost in 2020 because women overwhelmingly despise him and he will lose in 2024 for exactly the same reason.']","[1520, 2370, 1244, 1440, 2369, 34866, 3056, 1523, 1442, 34702, 3040, 2359, 4799, 1106, 2005, 5266, 1402, 1236, 1049, 5784, 2683, 8732, 2478, 5165, 10277, 4355, 9032, 2789, 6587, 1086, 9510, 4228, 8176, 4802, 3401, 3394, 2817, 11534, 3657, 5945, 3338, 1977, 9711, 2509, 3888, 5346, 1246, 2050, 19713, 1331, 31157, 3236, 7023, 1666, 10037, 1603, 1851, 8521, 1956, 7877, 5047, 2056, 1703, 2152, 2002, 2776, 4879, 13501, 2609, 1627, 7991, 1159, 4253, 3710, 2724, 8820, 1539, 1499, 7697, 2853, 9254, 4131, 1060, 2554, 1460, 6214, 11687, 4673, 7970, 3310, 1639, 3331, 4176, 1507, 2734, 11199, 1929, 3258, 2444, 2021, 9457, 5202, 3778, 5300, 1089, 21312, 19154, 1974, 1204, 4933, 1282, 30501, 22258, 1698, 10486, 30764, 2462, 1581, 2917, 3851]","[363, 703, 229, 476, 702, 18715, 597, 363, 477, 18719, 599, 701, 762, 315, 228, 1039, 712, 226, 344, 1435, 595, 1099, 238, 2282, 2240, 1503, 2565, 311, 2057, 324, 2302, 758, 2425, 1734, 1240, 917, 926, 4305, 1531, 1948, 1583, 685, 1637, 955, 1899, 1333, 472, 698, 3895, 354, 18582, 1144, 2165, 640, 2239, 325, 456, 1097, 353, 2221, 2277, 580, 225, 789, 612, 964, 1955, 1784, 590, 467, 3128, 338, 1502, 1146, 310, 2562, 301, 638, 2840, 706, 2299, 754, 323, 308, 684, 881, 4538, 1729, 2425, 914, 578, 1240, 1986, 338, 925, 4292, 684, 1579, 954, 877, 1632, 1327, 1897, 2701, 288, 11326, 3892, 697, 471, 1285, 355, 18526, 10521, 927, 3410, 13676, 1315, 931, 1440, 1009]","[103, 253, 46, 1016, 252, 4802, 306, 103, 1015, 4781, 306, 250, 2130, 79, 132, 155, 117, 46, 136, 704, 303, 611, 259, 2140, 1968, 232, 466, 962, 556, 135, 753, 2122, 1434, 446, 4571, 1250, 1382, 273, 113, 192, 871, 1274, 455, 185, 830, 219, 1001, 249, 976, 100, 4737, 111, 655, 1991, 1960, 681, 413, 609, 225, 2188, 2133, 155, 131, 2687, 2473, 2571, 6303, 2099, 301, 348, 351, 582, 231, 2029, 958, 464, 217, 510, 2591, 738, 750, 2118, 135, 426, 1854, 878, 280, 446, 1429, 1248, 2054, 4553, 3986, 73, 1377, 273, 1266, 868, 184, 2515, 453, 218, 828, 443, 83, 555, 975, 249, 998, 1538, 99, 4714, 1229, 147, 852, 2364, 200, 288, 309, 191]","[66505, 58445, 44492, 159444, 58467, 10733427, 552234, 66540, 159490, 10771975, 552259, 58602, 526498, 54148, 121793, 383783, 96305, 44511, 99366, 411687, 552277, 715214, 86637, 1186943, 1544918, 614209, 533829, 440584, 449786, 130349, 496182, 526522, 1033708, 254723, 1141885, 411578, 891111, 326788, 150074, 232777, 560197, 269495, 362377, 153225, 422103, 156219, 159583, 58679, 562195, 66635, 10777632, 95030, 225420, 514220, 1544924, 89162, 375740, 715220, 171334, 496701, 1186944, 181555, 121795, 517936, 647252, 1164186, 2767787, 1061433, 552286, 200524, 393112, 260365, 614227, 565914, 440584, 533845, 66713, 297329, 2326736, 215623, 496186, 526528, 130351, 280034, 238137, 222371, 534719, 254727, 1033819, 411616, 373235, 1141906, 2120110, 54347, 891157, 326803, 269513, 560218, 153227, 473378, 362377, 156224, 422127, 346233, 40062, 685166, 562207, 58705, 159595, 219491, 66639, 10779939, 1340078, 197305, 605581, 1466786, 158540, 133404, 189396, 114532]"
92,Democratic Party,1500000,"['October 11, 2022 02:25 PM', 'October 11, 2022 02:25 PM', 'October 16, 2022 04:11 PM', 'January 05, 2023 08:39 PM', 'September 21, 2023 12:54 PM', 'October 16, 2022 04:11 PM', 'January 05, 2023 08:39 PM', 'September 21, 2023 12:54 PM']","['4. Hatred, Lies and scapegoating are on the ballot as is a growing and dangerous menace of antisemitism.   The American experiment has been under a growing assault for seven years. It is not abating and it has become a frontal assault that is occurring in broad daylight.', '4. Hatred, Lies and scapegoating are on the ballot as is a growing and dangerous menace of antisemitism.   The American experiment has been under a growing assault for seven years. It is not abating and it has become a frontal assault that is occurring in broad daylight.', 'A direct threat against American Jews by a disgraced and addled former President of the United States in 2022.', 'Today, I visited the oldest synagogue in continuous use in the Western Hemisphere. The first Jew prayed here in 1732, the year that George Washington was born. Today, McCarthy met with antisemite Paul Gosar. What do you call someone who seeks power with the aid of antisemites?”', '""There is no deal between the United States, Bibi Netanyahu’s extremist and anti-democratic coalition and MBS that should ever be ratified by the United States Senate. Ever.""  More on why the United States of America should never sign a mutual defense pact with the Saudi regime:', 'A direct threat against American Jews by a disgraced and addled former President of the United States in 2022.', 'Today, I visited the oldest synagogue in continuous use in the Western Hemisphere. The first Jew prayed here in 1732, the year that George Washington was born. Today, McCarthy met with antisemite Paul Gosar. What do you call someone who seeks power with the aid of antisemites?”', '""There is no deal between the United States, Bibi Netanyahu’s extremist and anti-democratic coalition and MBS that should ever be ratified by the United States Senate. Ever.""  More on why the United States of America should never sign a mutual defense pact with the Saudi regime:']","[1238, 1238, 1223, 1420, 1420, 1223, 1420, 1420]","[254, 254, 251, 459, 459, 251, 459, 459]","[92, 92, 92, 90, 90, 92, 90, 90]","[101793, 101793, 101802, 122221, 122221, 101802, 122221, 122221]","['October 24, 2023 06:08 PM', 'October 10, 2023 01:01 PM', 'October 24, 2023 06:08 PM', 'October 24, 2023 06:08 PM', 'October 10, 2023 01:01 PM', 'October 14, 2023 03:15 PM', 'October 11, 2023 08:13 PM', 'October 24, 2023 06:08 PM']","['""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:', '""The prime minister, who has prided himself on his vast political experience and irreplaceable wisdom in security matters, completely failed to identify the dangers he was consciously leading Israel into when establishing a government of annexation and dispossession.""  These', '""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:', '""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:', '""The prime minister, who has prided himself on his vast political experience and irreplaceable wisdom in security matters, completely failed to identify the dangers he was consciously leading Israel into when establishing a government of annexation and dispossession.""  These', '""Perhaps consideration should be given by Israel to transferring sovereignty to Saudi Arabia or the UAE. They can run Gaza and rebuild it. They can build a modern society that is decent and at peace.""  The world must look for a solution that can finally bring peace and prosperity', '""If the American media is on the level, and Trump is truly the most important news subject in the world, doesnt he suddenly become more important when an event like this happens?""  I lay out how the news coverage of the attack on Israel shows how Donald Trump has exploited mainstream media:', '""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:']","[4259, 13223, 4262, 4230, 11630, 2925, 1395, 3719]","[1586, 4037, 1588, 1580, 3999, 607, 359, 1570]","[314, 810, 314, 316, 807, 685, 95, 316]","[228247, 1048489, 228271, 228291, 1048595, 639223, 208432, 228314]"
