category,group_attributes,difference,standard_dev,effect_size,Pleft,Pright,Ptot
['Warm'],"['Israeli', 'Arabic']",0.021141,0.013747,1.537886,1.0,0.336663,0.336663
['Warm'],"['Jewish', 'Muslim']",0.048585,0.041101,1.182072,1.0,0.332667,0.653347
['Cold'],"['Israeli', 'Arabic']",-0.02314,0.01728,-1.339095,0.318681,1.0,0.667333
['Cold'],"['Jewish', 'Muslim']",0.016736,0.013877,1.206045,1.0,0.327672,0.672328
['Competence'],"['Israeli', 'Arabic']",-0.034481,0.020906,-1.649326,0.335664,1.0,0.335664
['Competence'],"['Jewish', 'Muslim']",0.03854,0.039308,0.980464,1.0,0.350649,0.662338
['Incompetence'],"['Israeli', 'Arabic']",0.005003,0.016715,0.299309,0.66034,0.701299,1.0
['Incompetence'],"['Jewish', 'Muslim']",-0.046472,0.031051,-1.496645,0.325674,1.0,0.325674
