Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
benshapiro,"August 15, 2024 01:51 PM","They said this BEFORE Israel took Rafah. They said this BEFORE Israel took the Philadelphia Corridor. They said this BEFORE Israel killed Deif, Haniyeh, and Shukr. So Id take their military opinions with a Dead Sea-worth of salt.",1069,236,104,157540
benshapiro,"July 23, 2024 12:29 PM","Remember, the obstacle to peace in the Middle East is very simple: Palestinian rejection of Israel, and heartfelt support for murderous terrorism. The supposedly ""moderate"" Palestinian Authority has now formed a unity government with HAMAS.",4636,618,1597,1214405
benshapiro,"August 06, 2024 06:10 PM","Now that hes the political leader of Hamas, that means when his obituary is written, well learn he was actually a moderate voice in favor of a ceasefire according to WaPo and NYT",2780,356,273,290995
Jaybefaunt,"October 14, 2023 10:28 PM",All Out for Palestine Rally in Orlando Florida! #FreePalestine,255,77,7,7496
Jaybefaunt,"October 14, 2023 02:40 PM","If I say that I want to be like Nelson Mandela, Malcolm X and Kwamé Turé; many people will applaud me for it. But if I take their same stance on Palestine, then Im demonized for it. Make it make sense.",412,87,13,8295
Jaybefaunt,"May 29, 2024 09:56 AM",I not only condemn Israel.  I condemn the UNITED STATES.,3835,842,359,46643
Jaybefaunt,"May 27, 2024 09:59 AM","""Donald Trump would genocide even worse""  Tell that to the dead people in Rafah today.   Biden and Trump would take identical genocidal actions.",232,83,26,3250
Jaybefaunt,"November 07, 2023 04:54 PM","Whelp.  Looks like some friends on Facebook are not liking my position on supporting Palestine. I may lose more friends today because I dont want more Palestinians to die. Its wild because weve been friends for years. Its sad, honestly.",1584,205,182,35008
Jaybefaunt,"August 13, 2024 04:00 PM","Bro, its literally happening on TikTok. Black Americans and Palestinians are now fighting with each other which is what the corporate parasites and Zionists want. They want us to fight each other instead of fighting FOR liberation. Its sad to see, TBH.",274,35,19,4086
Jaybefaunt,"October 22, 2023 12:01 AM",They want Netanyahu to resign. Interesting,346,81,28,9623
Jaybefaunt,"October 21, 2023 10:15 PM",Thousands of demonstrators in Tel Aviv are demanding Netanyahus resignation.,796,52,18,13519
Jaybefaunt,"February 12, 2024 06:42 PM","Watch them lie in 20 years about how they ""had no idea"" they were supporting genocide.",272,114,8,6729
Jaybefaunt,"November 22, 2023 03:54 AM",Forget Russiagate.  Israel is actually meddling in our elections/politicians to fund a genocide.,1069,345,32,23949
Jaybefaunt,"November 21, 2023 07:40 PM",AIPAC is planning on spending $100 million dollars in order to meddle in our elections   Everything Democrats claimed Russia was doing meddling with our elections is actually true of Israel,544,29,9,58334
KyleClark,"July 22, 2024 04:46 PM","Gov @jaredpolis wins the self awareness Olympics with this response to @DanaBashCNN, who asked Polis if he’d serve as Kamala Harris’ VP: “If they do the polling and it turns out they need a 49-year-old balding gay Jew from Boulder Colorado, they’ve got my number.”",971,341,147,185211
KyleClark,"November 04, 2023 02:43 AM","GOP State Rep Scott Bottoms, who said Jewish hostages held by Hamas needed to find Jesus, now says theres no such thing as the Palestinian people, theyre all just terrorists. #coleg #copolitics",254,89,63,39713
majorityfm,"March 01, 2024 10:39 PM",UPDATE: Thank you to everyone contributing to help evacuate this family from Gaza. You can still donate to help Mohammad here,211,41,11,38778
majorityfm,"February 29, 2024 10:30 PM",Please help Mohammad evacuate his family from Gaza:,765,120,25,32378
majorityfm,"May 03, 2024 02:49 PM",Great clip of @michaelbrooks taking a call from a pro-Israel listener 6 years ago,392,60,15,39670
ThomasEWoods,"November 15, 2023 01:45 PM",I realize its anti-Semitic to refer to Israel as a foreign country,337,34,17,7298
ThomasEWoods,"October 11, 2023 03:11 PM",I wonder how many people in Israeli intelligence will be fired,439,33,96,25360
ThomasEWoods,"November 01, 2023 01:16 PM","Im not denouncing backward and barbaric Hamas enough for you, so we all know what that must mean!  You sound like a leftist  ""Uhhhhhhhhhh you disagree with me so I bet youre motivated by hate""  Please wipe up the drool you left on the floor",306,20,7,13864
latimes,"October 28, 2023 11:18 PM",The march is ending at Pershing Square in downtown LA.  It had a festive atmosphere. Demonstrators held signs that said “Free Palestine” and “Cease Fire Now”,262,89,77,27044
latimes,"March 11, 2024 01:34 AM",".@ramy Youssef on #Artists4Ceasefires presence at the #Oscars: ""Lets just stop killing children.""  Read more: …",2161,723,515,126602
WSJ,"October 07, 2023 07:23 AM","Palestinian militants launched the biggest attack on Israel in years, sending fighters over the border and firing rockets. Israel said it was prepared for war.",200,91,48,148512
WSJ,"October 08, 2023 08:44 PM",Breaking: Iran helped plan Hamas’s attack on Israel and gave the green light for the assault at a meeting last Monday,9520,7030,1524,7741265
WSJ,"June 12, 2024 03:38 AM",A Gaza chiefs private messages reveal a brutal strategy: Civilian bloodshed will help Hamas,258,163,63,90165
WSJ,"October 07, 2023 06:15 PM","The New York Police Department has deployed additional resources to Jewish communities and houses of worship in New York City following militants attack on Israel, Mayor Eric Adams said",245,50,40,189355

|RUN STATISTICS|
"Time Processed: October 01, 2024 07:22 PM",Number of discards: 387,"List of accounts processed: ['anthonyzenkus', 'jimmy_dore', 'LPCO', 'HumanistReport', 'RalphNader', 'DCExaminer', 'OurRevolution', 'theatlantic', 'IngrahamAngle', 'HuffPost', 'TomFitton', 'PatTheSocialist', 'BillOReilly', 'brad_polumbo', 'BernardKerik', 'SabbySabs2', 'ACTforAmerica', 'PatrickSvitek', 'LifeNewsHQ', 'ReallyAmerican1', 'NYPost', 'FBI', 'natsechobbyist', 'BobMurphyEcon', 'TristanSnell', 'RonFilipkowski', 'benshapiro', 'Jaybefaunt', 'KyleClark', 'majorityfm', 'ThomasEWoods', 'latimes', 'WSJ']","List of accounts coming in: ['anthonyzenkus', 'jimmy_dore', 'CapitolJournal', 'DavidAFrench', 'politicallyga', 'BlackVotersMtr', 'washpost', 'AmyMcGrathKY', 'texasmonthly', 'LPCO', 'america1stwomen', 'TeamWarnock', 'GaRepublicans', 'HumanistReport', 'BadFaithPod', 'JoyAnnReid', 'RalphNader', 'DCExaminer', 'TenthAmendment', 'WedgeSquared', 'OurRevolution', 'theatlantic', 'IngrahamAngle', 'NextOn9NEWS', 'theadvocatebr', 'HuffPost', 'foxnation', 'TomFitton', 'PatTheSocialist', 'people4liberty', 'BillOReilly', 'NHGOP', 'wvhouse', 'brad_polumbo', 'BernardKerik', 'spann', 'NancyAFrench', 'womenfortrump', 'SabbySabs2', 'donwinslow', 'PunchUpPod', 'NRSC', 'ReasonFdn', 'JohnArchibald', 'nprpolitics', 'ACTforAmerica', 'PatrickSvitek', 'benshapiroshow', 'action_4assange', 'emcollective', 'LifeNewsHQ', 'bshelburne', 'lbjfoundation', 'ReallyAmerican1', 'NYPost', 'NoSpinNews', 'jeff_poor', 'MsLaToshaBrown', 'FBI', 'Niemanfdn', 'evanasmith', 'EliasLawGroup', 'davidhogg111', 'RacePowerPolicy', 'AmyKremer', 'natsechobbyist', 'overheardpbs', 'OnStrikeShow', 'BobMurphyEcon', 'BarbMcQuade', 'TristanSnell', 'NPR', 'CPRNews', 'texastribune', 'RonFilipkowski', 'benshapiro', 'reason', 'Jaybefaunt', 'HoodtotheHoller', 'KyleClark', 'LibertarianPol', 'majorityfm', 'ThomasEWoods', 'People4Bernie', 'latimes', 'WSJ']","List of accounts needed to be rerun: ['CapitolJournal', 'politicallyga', 'washpost', 'america1stwomen', 'TeamWarnock', 'BadFaithPod', 'JoyAnnReid', 'WedgeSquared', 'theadvocatebr', 'people4liberty', 'wvhouse', 'womenfortrump', 'PunchUpPod', 'ReasonFdn', 'nprpolitics', 'action_4assange', 'emcollective', 'EliasLawGroup', 'RacePowerPolicy', 'overheardpbs', 'OnStrikeShow', 'NPR', 'CPRNews', 'HoodtotheHoller', 'LibertarianPol']","List of accounts with parsed but only irrelevant tweets: ['DavidAFrench', 'BlackVotersMtr', 'AmyMcGrathKY', 'texasmonthly', 'GaRepublicans', 'TenthAmendment', 'NextOn9NEWS', 'foxnation', 'NHGOP', 'spann', 'NancyAFrench', 'donwinslow', 'NRSC', 'JohnArchibald', 'benshapiroshow', 'bshelburne', 'lbjfoundation', 'NoSpinNews', 'jeff_poor', 'MsLaToshaBrown', 'Niemanfdn', 'evanasmith', 'davidhogg111', 'AmyKremer', 'BarbMcQuade', 'texastribune', 'reason', 'People4Bernie']"
