Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
PatTheSocialist,"February 28, 2024 04:09 AM","Listen to half the damn panel try to silence Nina. Genocide isnt playing well for Biden and these fkn clowns know it, but are paid to shill for Israel. CNN is such a trash",455,128,24,7381
PatTheSocialist,"February 28, 2024 02:42 AM",Watch David Axelrod look stunned as CNN panel shouts and attacks @ninaturner  during a heated discussion over Israelis genocide in Gaza and the Uncommitted vote in #MichiganPrimary,1958,568,145,47023
PatTheSocialist,"December 03, 2023 12:10 AM",Biden’s unconscionable support for genocide has ensured Dems lose the White House.,1289,281,23,14418
PatTheSocialist,"August 03, 2024 05:06 AM","Even if Kamala Harris called Israel genocidal maniacs, it wouldnt mean shit without stopping funding  Dont believe a word she says, ever",610,179,16,14789
PatTheSocialist,"January 06, 2024 07:08 AM","If only the people who see that Biden is clearly gaslighting us about Israel would actually do some basic research on Covid. Theyd understand that weve all been lied to and Covid is very present and dangerous for everyone, especially kids.",312,74,14,3633
PatTheSocialist,"November 02, 2023 11:37 PM","$20 billion could end homelessness in the US, but I guess we have to spend $14 billion more on genocide",2442,807,39,67950
PatTheSocialist,"November 02, 2023 09:50 PM",BREAKING: The House of Representatives just voted to give Israel $14.3 billion in more weapons to deepen US complicity in Israels genocidal attacks against Palestinians in Gaza. A shameful day in Congress.,1973,440,93,54019
PatTheSocialist,"March 10, 2024 05:16 AM",Anyone thinking this guys gonna win are delusional. Hes losing every swing state. The public knows its genocide and that we could stop it. Hes a dead man walking.,593,146,12,9649
SabbySabs2,"November 17, 2023 08:02 PM","Israeli host threatened genocide of Gaza, Lebanon and Iran. The US government is backing this every time they send weapons to Israel. @POTUS is the face of genocide.",226,111,18,9473
SabbySabs2,"November 17, 2023 03:25 PM","Israeli host threatens the Arabic world with  genocide, live on TV",206,78,8,4588
SabbySabs2,"July 19, 2024 03:09 PM",ICJ RULES ISRAELS TREATMENT OF PALESTINIANS SHOWS DISCRIMINATION & THE OCCUPATION IS ILLEGAL. @joebiden @realDonaldTrump @RepJeffries @tedcruz sold their souls to AIPAC for a political career. Contact your representatives and tell them they support an illegal occupation!,273,115,12,5483
SabbySabs2,"July 19, 2024 02:44 PM",JUST IN: ICJ Rules by a vote of 14-1 that Israels occupation of Palestinian territory is illegal and must evacuate settlers/immediately halt all new settlement activities,389,112,46,8489
SabbySabs2,"August 10, 2024 05:36 PM",Hes right. A ceasefire also doesnt stop land expansion in the West Bank. Doesnt stop the torture of Palestinian prisoners. Doesnt stop apartheid either. This is why politicians are trying to limit the discussion to October 7th.,588,212,33,10471
SabbySabs2,"August 10, 2024 05:14 PM","Calling for a ceasefire or arms embargo at this point is farcical.  Then what? We go back to ""normal"" i.e. occupation until the next slaughter?  The only fair and legal remedy under intl law is decolonization. Anything else denies Palestinians, Syrians and Lebanese their land,",275,135,18,6055
SabbySabs2,"September 08, 2024 02:52 AM","Israel just killed an American activist in the West Bank, and Trump is worried about Israel being doomed. I dont care if Israel is doomed. They spent decades dooming Palestinians.",472,162,56,18580
SabbySabs2,"September 07, 2024 08:32 PM",TRUMP: “If I dont win this election.  Israel is doomed. Thats a tough statement. Israel will be gone. ”,401,186,14,8335
SabbySabs2,"December 14, 2023 04:16 PM","Biden has announced that Israel is LOSING Support due to indiscriminate bombing. Even CNN is admitting Gaza is a disaster. I have no doubt that had it not been public pressure, these statement would not exist.",322,142,17,4811
SabbySabs2,"December 31, 2023 10:58 PM",Israeli minister is calling for the replacement of Palestinians in Gaza with Israelis. This is so blatant and yet our government pretends Israel is doing everything to protect civilians.,235,78,14,5367
