Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
SabbySabs2,"July 31, 2024 07:30 PM","Khamenei, has issued an order for Iran to strike Israel directly, in retaliation for the killing in Tehran of Hamass leader. SHIT JUST HIT THE FAN!",311,136,20,8764
SabbySabs2,"July 08, 2024 05:28 PM",HAARETZ  finally admitting IDF was ordered to use Hannibal Directive on October 7th!,579,257,18,16724
SabbySabs2,"May 24, 2024 01:42 PM",BREAKING NEWS: ICJ SAYS ISRAEL MUST HALT MILITARY OPERATION IN RAFAH!,509,194,33,13017
SabbySabs2,"July 10, 2024 06:51 PM","ISRAEL ORDERS ALL PALESTINIANS TO LEAVE GAZA. They have nowhere to go. Along with the approval of the annexation of the West Bank, this is full-scale ethnic cleansing. And our government is funding it.",270,158,38,6406
SabbySabs2,"March 20, 2024 02:26 PM",Israel vows to continue war after hostages are released. As I said before they want to ethnically cleanse the land.,676,299,45,14821
TristanSnell,"July 28, 2024 12:57 AM",Donald Trump held a SUMMIT with Israeli Prime Minister Netanyahu.  As a private citizen. At Mar-a-Lago.   The Logan Act is a federal law forbidding private citizens from negotiating with foreign governments.  TRUMP IS BREAKING THE LAW — YET AGAIN,104229,31308,9418,3834124
TristanSnell,"August 21, 2024 03:07 AM",Donald Trump should be INDICTED — AGAIN.  PBS now reports Trump told Israeli Prime Minster Netanyahu to NOT agree to a cease fire because it would help Kamala Harris.  This is a violation of the Logan Act and should be investigated and prosecuted to the fullest extent of the law.,63389,18393,3049,956647
TristanSnell,"July 28, 2024 09:35 PM","Trump usually spends the summer in Bedminster, New Jersey.  Yet he met with Netanyahu at Mar-a-Lago.  WHY?  Because he KNEW it was a violation of the Logan Act — and wanted to avoid being prosecuted by the Feds in New Jersey — whereas in Florida he could draw Aileen Cannon again.",24601,8352,2686,679719
TristanSnell,"August 28, 2024 06:56 PM",Donald Trumps crime spree continues:  - Logan Act - pressuring Netanyahu to kill cease fire - RFK Jr. - promising job in exchange for endorsement - Logan Act - discussions with Putin on invading Ukraine - Holding campaign event at Arlington National Cemetery,22055,9550,1200,331792
BernardKerik,"October 31, 2023 05:14 PM","Homes and businesses in France being are marked for Jewish occupants.  We are witnessing a modern day holocaust, and unfortunately, the enemies of Israel and Jews around the world, have saturated western communities, while our FBI and DOJ were targeting PTAs and churches.",212,150,15,6788
BernardKerik,"October 10, 2023 05:07 PM",#Hamas is the new #ISIS and should be treated as such.,204,51,13,6566
BernardKerik,"October 08, 2023 02:55 AM","Iran, and the Iraqi militia Al-Hashd al-Shabbi proclaims they are with the Hamas terrorists!  Our CIA/DOJ/FBI better be working overtime here at home because the chameleon radical Muslims already in the United States, are planning their next moves.",896,429,125,75958
BernardKerik,"October 08, 2023 07:54 PM","I love how state leaders in the Arab region are calling for restraint, and refuse to denounce the initial attacks on Israel.  Having lived and worked in the Middle East for more than 10 years, I can promise you, if the tables were reversed, and it was them, there would be hell to",296,76,13,9125
BillOReilly,"September 11, 2024 01:59 AM",Harris asked how she would get a Gaza deal.  Dodges.  Says the war must end.  Had no plan. #PresidentialDebate #NoSpin,2652,448,53,116326
BillOReilly,"October 10, 2023 01:05 PM",Evil on display in Gaza.  Please read the Message of the Day on .,221,34,24,36825
BillOReilly,"April 28, 2024 12:12 PM","Heres an undeniable statement: the evil done by far-right people is eagerly exposed by the corrupt corporate media, while heinous actions on the left are often ignored or even justified.  Hatred of Jews is that rare mental disorder that cuts across extremist boundaries.",486,93,26,171849
BillOReilly,"December 05, 2023 12:41 PM","The corporate media has enabled far-left fanatics for years. Now, the enabling is on full antisemitic display across the country.  The #progressive movement believes Israel is a fascist country that practices genocide or some such stupidity.  Appalling doesnt even come close.",263,41,17,96614
Jaybefaunt,"October 15, 2023 11:46 PM",Supporting genocide & illegal occupation is not progressive no matter how you spin it. Attempting to Both sides an extermination shows how youre either 1. Ignorant of the history & nuance of whats going on or 2. Purposefully trying to ride the fence to avoid angering Zionists,312,95,12,5063
Jaybefaunt,"November 04, 2023 09:44 PM","""The governments may be with Israel but the streets are with Palestine""- @tex",249,73,5,3713
Jaybefaunt,"November 04, 2023 09:35 PM",Just a small sampling of ppl flooding Washington DC in largest #FreePalestine march in U.S. history,275,126,11,5030
Jaybefaunt,"November 04, 2023 11:47 AM","To all the people going to free Palestine marches and rallies this weekend.  Please stay safe, ignore the Zionists and make as much noise as you can. Network! Get to know others and build connections to help your community. Talk about the link between Zionism and capitalism.",515,198,23,6021
Jaybefaunt,"December 27, 2023 02:28 AM","ATTENTION: The narrative that we have seen from  is that crimes were committed by  and it all started on October 7th. Heres proof that it started LONG before that day, narrated by Benjamin Netanyahu and Michael Rapaport. Share this with everyone willing to listen to see the",753,559,50,54776
Jaybefaunt,"October 14, 2023 02:51 PM","This should be abundantly clear: HAMAS WOULDNT EXIST IF IT WERENT FOR THE ILLEGAL OCCUPATION OF PALESTINE  If you want to get rid of Hamas, end the ILLEGAL occupation.",327,88,8,3928
Jaybefaunt,"November 03, 2023 09:21 AM",Everyone is talking about a ceasefire which is a step in the right direction.  But what we NEED to talk about is a cease-OCCUPATION. Also.  Israel now owes reparations to Palestinians for their crimes against them. Palestine has the right to defend itself and RESIST occupation!,515,198,23,6021
Jaybefaunt,"January 11, 2024 08:16 PM",If Israel didnt commit genocide then let the process in the ICJ prove it.  Why yall so defensive?,289,77,20,6473
KyleClark,"November 04, 2023 02:43 AM","GOP State Rep Scott Bottoms, who said Jewish hostages held by Hamas needed to find Jesus, now says theres no such thing as the Palestinian people, theyre all just terrorists. #coleg #copolitics",254,89,63,39714
BobMurphyEcon,"October 09, 2023 09:26 PM","I am making a simple observation here. Im not ""picking sides"" except for the side of ""Killing innocent people is always wrong.""  The people responsible for the attack on Israel want the response to be ""over the top."" They want the propaganda to then turn public opinion and",566,80,59,47164
BobMurphyEcon,"December 01, 2023 02:18 AM","""The part that is backed up by Israeli newspaper accounts is what Dave actually said, the other career-destroying smears I pulled out of my ass."" --The impressive and much smarter than @ComicDaveSmith Harsanyi",254,21,3,21861
BobMurphyEcon,"November 13, 2023 06:06 AM","I get it; its funny. But not only did God not kill kids Cain hid behind, and not only did God not even kill Cain, but He actually placed a mark on him so that nobody ELSE would kill him.  I.e. God agreed to a ceasefire after this crime.",209,20,19,11859
ThomasEWoods,"April 14, 2024 10:38 PM","Good time to remind heterodox Christians that their views on almost everything related to Israel would have been unknown to St. Thomas, Luther, Calvin, Wesley, and everything Christendom thought for 1800+ years",280,60,28,11845
ThomasEWoods,"November 15, 2023 01:45 PM",I realize its anti-Semitic to refer to Israel as a foreign country,337,34,17,7299
ThomasEWoods,"October 11, 2023 03:11 PM",I wonder how many people in Israeli intelligence will be fired,439,33,96,25360
MsLaToshaBrown,"October 31, 2023 10:07 PM",This war is criminal. We are watching intentional genocide. This total disregard for innocent victims is inhumane and barbaric. ANYONE who kills innocent children and victims of war is wrong!!!,290,76,23,19455
TomFitton,"November 14, 2023 03:44 PM",Black for Palestine: Meet Rashida Tlaibs favorite Israel-hating group with terror ties …,249,130,30,17395
TomFitton,"June 13, 2024 12:01 AM","""On Tuesday night, protesters vandalized the homes of Brooklyn Museum Jewish board members and the co-op building of museum director Anne Pasternak. The vandals marked the doors of their homes with upside down red triangles, a symbol used by the al-Qassam brigades, the military",546,240,54,30359
TomFitton,"June 09, 2024 09:45 PM","""Hamas started the war with a massacre, took these hostages and hid them in a crowded civilian area. Then, when Israel came to free them, Hamas responded with heavy fire, including RPGs—yet people are condemning Israel. It makes us wonder if the West has lost the moral",3386,1129,101,62557
TomFitton,"October 08, 2023 10:01 PM",UPDATE: Death Toll from Hamas Terrorist Attack Rises to Over 700 – At Least 260 Young People Were Slaughtered at Dance Party in Desert … #gatewaypundit via @gatewaypundit,422,211,48,48279
TomFitton,"October 07, 2023 03:18 PM","Less than a month after Biden admin trades with terrorists for American hostages in Iran by releasing billions, Iran front-group Hamas launches terrorist war on Israel.",3177,1023,248,88112
TomFitton,"November 26, 2023 03:55 AM","Terrorists Separate Mother from Daughter in Hostage Release; Emily Hand, 9, is Free … via @BreitbartNews",216,71,18,35429
BarbMcQuade,"April 22, 2024 11:25 PM",Wishing peace to all of our Jewish friends and neighbors. Chag sameach. #Passover2024,683,59,14,24961
BarbMcQuade,"October 09, 2023 12:03 PM",So sorry to see the senseless loss of life in Israel. My heart goes out to all who have lost loved ones.,784,48,14,25300
brad_polumbo,"January 09, 2024 12:19 AM",“You’re not the next MLK Jr. or Rosa Parks. You’re an unemployed they/them who didn’t know the difference between Gaza and the West Bank until a few months ago.”  My message to the lunatics on #freepalestine TikTok who keep blocking traffic.,233,39,19,11084
brad_polumbo,"October 21, 2023 08:54 PM","Anti-Semites are so strange.  Like, the Jews arent the reason this wasnt you.  You are the reason this wasnt you.",383,33,21,86242
brad_polumbo,"October 24, 2023 01:43 PM","51% of 18 to 24-year-olds say Hamass slaughter of Israeli citizens was justified.   Yet 62% also say it was a genocide.  So, a sizeable number of young Americans think genocide against Israelis is justified.  What the actual fuck?",474,154,119,59665
brad_polumbo,"October 09, 2023 12:30 AM",I find the pro-Hamas protests happening in US cities unimaginably vile.   But to those calling on them to be shut down… nope. That’s not how free speech works.,1340,119,79,54722
jimmy_dore,"November 08, 2023 10:03 PM",Of COURSE! They hypocrisy of the Pro Ukraine Nazis and the Pro Israel crowd is astounding.,541,116,55,33826
jimmy_dore,"December 04, 2023 07:46 AM",What would be weird is if  you weren’t being paid to support genocide & slaughter of your enemies children. You doing that for free are you? Bravo.,346,28,24,23494
jimmy_dore,"December 04, 2023 03:26 AM",Is Hamas paying you now?,215,20,12,13428
RonFilipkowski,"July 25, 2024 04:56 PM",The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.,2369,702,252,58467
RonFilipkowski,"August 20, 2024 04:34 PM",On US peace negotiations between Israel and Gaza: “The reporting is that former President Trump is on the phone with the PM of Israel urging him not to cut a deal right now because it’s believed that would help the Harris campaign.”,34866,18715,4802,10733427
RonFilipkowski,"October 23, 2023 04:31 PM","In Israel with a bipartisan delegation of US Senators, Lindsey Graham goes off on a Newsmax reporter asking him to condemn Rashida Tlaib: “You’re not going to screw this up! Get this guy out of here!”",3056,597,306,552234
RonFilipkowski,"July 28, 2024 03:38 PM","How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.",1523,363,103,66540
RonFilipkowski,"July 26, 2024 05:52 PM","Trump, 4 days after the Hamas attack on Israel, decided to rip Netanyahu over the Soleimani strike: “I’ll never forget that Bibi Netanyahu let us down. That was a very terrible thing .  We were disappointed by that - very disappointed. Then Bibi tried to take credit for it.”",813,318,53,133779
RonFilipkowski,"July 26, 2024 06:08 PM",Trump to Netanyahu today: “No president has done what I’ve done for Israel.”,1442,477,1015,159490
anthonyzenkus,"December 01, 2023 08:14 PM",Israel has resumed its genocidal attacks on the people of Gaza. Children are suffering the most as Israels forces bomb close to the largest functioning hospital left standing in Gaza. Biden is complicit. It is time to #StopArmingIsrael.   (report from UN - UNICEF spokesperson),795,539,57,53721
anthonyzenkus,"November 15, 2023 06:35 PM","""Our focus is on damage, not on precision"" - IDF Spokesperson  ""We will eliminate everything. They will regret it"". - Israeli Defense Minister Toav Gallant  ""We are now rolling out the Gaza Nakba"". - Israeli Minister of Agriculture  Collectjve punishment is a war crime.",591,370,29,12159
anthonyzenkus,"January 17, 2024 07:35 AM","Latest Gaza Casualty Numbers Total dead: 24,285 Total wounded: Over 60 000 Total killed, injured or missing: 1/20 Palestinians  Gaza genocide: brought to you by Israel, sponsored by Joe Biden and the US War machine",253,150,34,7048
anthonyzenkus,"October 31, 2023 06:52 PM","Are u fucking kidding me?? At least 400 Palestinians killed by Israel in a targeted attack on a refugee camp. Every US official supporting this has blood on their hands, but it starts at the top. Biden must resign. Blinken must resign. Not one penny more for Israel. #CeasefireNOW",5419,2199,289,101954
anthonyzenkus,"August 28, 2024 10:50 AM","Israel is increasing its attacks in the West Bank, an area not run by Hamas. The West Bank has no army and their citizens are defenseless. People are being forcibly removed from their homes, terrorized, arrested and shot. Bombs and bullets supplied by Kamala Harris and Joe Biden.",1016,741,52,30287
anthonyzenkus,"August 22, 2024 10:19 PM","""I wish I could wake up without hearing the sound of ambulances, or bombs.""  The children of Palestine are the most traumatized children in the world.  This is why we protest. Permanent ceasefire now. Permanent withdrawal now. Arms embargo now.",465,245,20,8714
anthonyzenkus,"August 22, 2024 06:28 PM","“Im scared my hair wont grow back, how can i go back to school like this?”  Eight-year-old Sama Tbail has lost her hair due to the psychological shock endured by Israels war.  Poor girl",361,10,3,2854
anthonyzenkus,"April 03, 2024 06:59 AM","The cars were clearly labeled on their roofs and the aid workers shared their coordinates with Israel ahead of time to ensure their own safety. Israel knew exactly who and where they were. They targeted and murdered them. It was a massacre. Oh, and one was an American citizen.",329,37,5,4865
anthonyzenkus,"April 09, 2024 05:48 AM",Innocent civilians have been targeted and killed by Israel. This has come out in Israeli press. We supplied the bombs despite this. Boden and US gov are culpable.,231,12,6,2394
benshapiro,"November 09, 2023 12:32 PM",This has been true since Hamas took over. In 2014 there were widespread reports of reporters being threatened or expelled for reporting that al-Shifa hospital was in fact a Hamas base. Reporters then hid their own reports to retain residency in Gaza.,941,119,358,132779
benshapiro,"August 22, 2024 05:29 PM","Incredible that the Lefts response to Americans cheering to free American hostages held by the terrorist group Hamas (which denies a ceasefire), is that a Palestinian must speak in order to rip into the American ally Israel fighting to free those American hostages",1259,147,107,245695
benshapiro,"August 22, 2024 12:37 AM","Was supremely moved by this speech, which was searing and compassionate. Also seems essential to include a Palestinian speaker to the convention.   …",5622,1157,3780,1097497
benshapiro,"April 25, 2024 07:09 PM",These pro-Hamas protests are being fostered by the faculty and patted on the head by the administration. Thats because these colleges have been completely eaten by the evil intersectional ideology that crosses streams with Jew-hatred.,24177,3540,4531,3813012
benshapiro,"October 16, 2023 12:36 PM",We ought to have sympathy for both. And we ought to recognize that both are dead because of Hamas.,16712,3228,1560,1985328
benshapiro,"October 16, 2023 09:06 AM","If you feel no sympathy for innocent Israelis murdered or kidnapped by Hamas terrorists last weekend, you have no humanity.  If you feel no sympathy for innocent Palestinians killed in Israels revenge attacks on Gaza, you have no humanity.  Be human.",1203,99,104,96913
benshapiro,"May 09, 2024 11:26 AM","The predictable results of Bidens disgusting weapons cut-off threat: 1. Hamas refuses any deal. The hostages, including Americans, remain. Hamas knows theyve got Biden on their side. 2. Israel MUST go into Rafah because of (1).  3. Biden is cutting off targeted munitions, which",1570,190,370,129644
benshapiro,"January 12, 2024 02:23 AM","The Houthi slogan: ""Allahu Akbar, Death to America, Death to Israel, A Curse Upon the Jews, Victory to Islam.""  Biden cut off arms sales for Saudi against them and removed the Houthis terrorist designation in 2021, then started negotiating with Iran.  All that worked out great.",15428,2828,2503,1113950
benshapiro,"April 08, 2024 08:27 PM",The Biden administration is now effectively preparing to make aid to Israel contingent on. unspecified changes to Israeli policy. Which means that Israel can do little or nothing to appease the White House. Hamas is now in control of the Biden administration.,10326,2665,5459,2992359
benshapiro,"August 19, 2024 12:50 PM","Blinken: Were close to a deal! Hamas: Nope. Blinken: The deal isnt dead! Hamas: ::sends suicide bomber to Tel Aviv:: Blinken: We can still make a deal!  The WH is trying to delay action beyond the DNC. In doing so, its telegraphing weakness to Iran, Hezbollah, and Hamas.",11720,2028,884,490193
IngrahamAngle,"May 08, 2024 08:10 AM",Anti-Israel protesters descend upon Met Gala,224,62,38,62598
IngrahamAngle,"April 25, 2024 05:36 PM",Adam Guillette: Anti-Israel mobs on campuses are Ivy league radicals and fools,574,144,85,44488
IngrahamAngle,"April 11, 2024 12:15 PM",Sen. Hawley mobbed by anti-Israel agitators in Senate hallway.,368,95,86,49090
IngrahamAngle,"October 17, 2023 07:34 PM",Israel is willing to do what we would do: John Ratcliffe,228,51,89,44360
IngrahamAngle,"October 24, 2023 02:36 PM",Hamas attack survivor: I feel more protected in Israel than I feel here.,723,203,127,54359
IngrahamAngle,"October 11, 2023 04:50 PM",Netanyahu foreign policy adviser: Hamas will be dismantled.,485,97,122,35780
IngrahamAngle,"October 20, 2023 03:48 PM",Mike Pompeo: Hamas will be the recipient of this aid,381,115,113,48246

|RUN STATISTICS|
"Time Processed: October 05, 2024 04:05 PM",Number of discards: 166,"List of accounts processed: ['PatTheSocialist', 'SabbySabs2', 'TristanSnell', 'BernardKerik', 'BillOReilly', 'Jaybefaunt', 'KyleClark', 'BobMurphyEcon', 'ThomasEWoods', 'MsLaToshaBrown', 'TomFitton', 'BarbMcQuade', 'brad_polumbo', 'jimmy_dore', 'RonFilipkowski', 'anthonyzenkus', 'benshapiro', 'IngrahamAngle']","List of accounts coming in: ['PatTheSocialist', 'SabbySabs2', 'TristanSnell', 'BernardKerik', 'spann', 'jeff_poor', 'DavidAFrench', 'NancyAFrench', 'BillOReilly', 'Jaybefaunt', 'donwinslow', 'KyleClark', 'BobMurphyEcon', 'ThomasEWoods', 'bshelburne', 'PatrickSvitek', 'evanasmith', 'MsLaToshaBrown', 'TomFitton', 'BarbMcQuade', 'JohnArchibald', 'brad_polumbo', 'natsechobbyist', 'jimmy_dore', 'RonFilipkowski', 'davidhogg111', 'anthonyzenkus', 'benshapiro', 'IngrahamAngle']",List of accounts needed to be rerun: [],"List of accounts with parsed but only irrelevant tweets: ['spann', 'jeff_poor', 'DavidAFrench', 'NancyAFrench', 'donwinslow', 'bshelburne', 'PatrickSvitek', 'evanasmith', 'JohnArchibald', 'natsechobbyist', 'davidhogg111']"
