Subject_ID,Affiliation,Followers,Tweet_ID,Affiliation_Contrast,Before_Dates,Before_Likes,Before_Retweets,Before_Replies,Before_Views,prop_Warm,prop_Incompetence,prop_Cold,prop_Competence,prop_Jewish,prop_Muslim,prop_Arabic,prop_Israeli,prop_IDF,prop_Hamas,count_Warm,count_Incompetence,count_Cold,count_Competence,count_Jewish,count_Muslim,count_Arabic,count_Israeli,count_IDF,count_Hamas,words_Warm,words_Incompetence,words_Cold,words_Competence,words_Jewish,words_Muslim,words_Arabic,words_Israeli,words_IDF,words_Hamas,total_words,ColumnID,Text,Segment,Tone,Linguistic,adverb,adj,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,Hate_Score
41,Republican Party,7000000,3257,-0.5,"May 10, 2023 02:16 PM",2516,384,199,204790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714285714285,0,0,0,0,0,0,0,0,0,1,[],[],[],[],[],[],[],[],[],['hamas'],35,Before_Corpus,"The juxtaposition of rabid anti-Semite Rashida Tlaib attempting to perform a ""Nakba Day"" lamenting the existence of the State of Israel while Hamas fires missiles into the heart of Tel Aviv is pretty clarifying.",1,1.85,47.06,2.94,2.94,2.94,0.0,2.94,2.94,0.0,2.94,0.0,0.0,0.0,0.0,2.94,2.94,0.0,0.0,0.0,0.0,2.94,0.003160279244184494
52,Democratic Party,437700,8665,0.5,"February 05, 2023 01:23 PM",4796,1835,196,883565,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0,0,1,0,0,0,0,1,0,0,[],[],['wrong'],[],[],[],[],['israeli'],[],[],35,Before_Corpus,"Former Israeli PM Naftali Bennet: NATO “decided that it is necessary to continue to smash Putin, and not to negotiate… They broke off the negotiations, and then it seemed to me that they were wrong.”",1,1.0,71.43,0.0,11.43,8.57,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,8.57,0.0,0.0,0.0,2.86,5.71,0.008441679179668427
30,Republican Party,201800000,9461,-0.5,"August 04, 2023 05:46 PM",199964,48918,18172,37004750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],35,Before_Corpus,"The New York Times actually has the nerve to support calls for genocide! If ever there was a time to cancel that publication, it is now.  You can read their articles for free anyway using .",1,94.7,74.29,14.29,5.71,11.43,8.57,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,2.86,2.86,0.0,0.0,0.0,0.0,0.02422752045094967
95,Republican Party,12400000,8012,-0.5,"February 02, 2023 05:53 PM",37657,257,3968,1214972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129,0,0,0,0,0,0,0,0,0,1,[],[],[],[],[],[],[],[],[],['hamas'],31,Before_Corpus,The Hamas caucus of the house is really upset that an antisemite was removed from the foreign affairs committee. I’m shocked…but also glad that finally some people did something.,1,20.23,70.0,10.0,6.67,10.0,3.33,3.33,10.0,3.33,3.33,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0026366321835666895
30,Republican Party,201800000,4309,-0.5,"September 18, 2023 02:43 PM",205252,27567,9996,12204705,0.0294117647058823,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,0,0,0,0,['good'],[],[],"['forward', 'good']",[],[],[],[],[],[],34,Before_Corpus,I look forward to speaking at 9:15  (19:15 Israel time) on X with @elonmusk about how we can harness the opportunities and mitigate the risks of AI for the good of civilization.,1,95.42,52.94,5.88,0.0,5.88,5.88,0.0,2.94,2.94,0.0,0.0,0.0,0.0,0.0,5.88,2.94,0.0,0.0,0.0,0.0,2.94,0.0010391788091510534
41,Republican Party,7000000,2899,-0.5,"January 30, 2023 02:48 PM",1412,138,47,189310,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,[],[],['mean'],['mean'],[],[],['palestinian'],[],[],[],29,Before_Corpus,"I mean look at this vile shit from the NYT. Israels military killed TERRORISTS. Palestinian terrorists killed SYNAGOGUE ATTENDEES. To the NYT, its all just a cycle of violence:",1,1.0,48.28,3.45,3.45,24.14,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.0,3.45,13.79,10.34,0.0,0.0,6.9,3.45,0.0,0.029437437653541565
87,Republican Party,2700000,1016,-0.5,"January 23, 2023 12:16 AM",2800,703,120,70079,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,[],[],['loud'],[],[],[],[],[],[],[],30,Before_Corpus,"Atlanta Mayor Says the Quiet Part Out Loud About Saturdays Leftist Terrorism in the City. “So make no mistake about it, these individuals meant harm to people and to property,”",1,1.0,63.33,10.0,6.67,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,3.33,0.0,0.0,0.0,0.0,3.33,0.017540089786052704
26,Democratic Party,1000000,7897,0.5,"October 16, 2022 08:10 PM",1480,131,61,31402,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jewish'],[],[],[],[],[],29,Before_Corpus,"The same bigot who five years ago called Nazis “very fine people” is threatening Jewish Americans today.  When someone shows you who they are, believe them the first time.",1,1.05,68.97,10.34,10.34,10.34,3.45,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48,10.34,0.0,0.0,3.45,3.45,3.45,0.016999900341033936
20,Democratic Party,418700,9887,0.5,"August 01, 2023 08:00 PM",1825,558,252,241754,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,[],['unconditional'],[],[],[],[],[],[],[],[],28,Before_Corpus,Watch my full exchange with RFK Jr. in which I challenge his “unconditional” support of Israel in light of the international consensus that Israel is an apartheid state.,1,98.65,60.71,0.0,7.14,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,10.71,3.57,0.0,0.0,0.0,3.57,0.002311602234840393
74,Democratic Party,1100000,8109,0.5,"October 16, 2022 09:01 PM",47821,6761,5915,2406208,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jews'],[],[],[],[],[],26,Before_Corpus,"congratulations to the literally zero Republicans who have stood up to denounce Donald Trumps attack on American Jews. take a victory lap, you spineless fucking cowards",1,20.23,46.15,0.0,0.0,19.23,7.69,7.69,3.85,3.85,0.0,0.0,0.0,0.0,3.85,19.23,11.54,3.85,3.85,3.85,3.85,0.0,0.9054017663002014
78,Republican Party,570400,8742,-0.5,"September 03, 2023 03:09 PM",3086,380,142,448888,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jews'],[],[],[],[],[],29,Before_Corpus,Absolutely not! The ADL represents Jews in the same way that Fortune 500 CEOs represent men. It’s a tiny substratum that in no way represents the entire group.,1,75.77,64.29,3.57,10.71,3.57,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.013690648600459099
71,Democratic Party,146800,9438,0.5,"January 14, 2023 11:12 PM",1293,414,22,29294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],26,Before_Corpus,Free Palestine is trending. This is a reminder that the biggest impediment to Palestines liberation is the U.S.s ceaseless funding of Israels apartheid regime.,1,81.12,48.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022827270440757275
83,Republican Party,1900000,8413,-0.5,"September 22, 2023 09:10 PM",3064,1352,2016,1539593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],30,Before_Corpus,"We shouldn’t have to tell the president to NOT make the Catholic sign of the cross in front of the Prime Minister of Israel. But yet, here we are.",1,20.23,79.31,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,3.45,0.0,0.0,0.0,0.0,3.45,0.0023220067378133535
28,Republican Party,157100,9423,-0.5,"December 18, 2022 03:14 PM",1661,66,43,109762,0.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,[],[],[],['able'],['jewish'],[],[],[],[],[],23,Before_Corpus,Happy Hanukkah! Brandy and I are Grateful and Blessed to be able to celebrate the survival of the Jewish people with Auburn Hillel!,1,99.0,60.87,0.0,13.04,17.39,17.39,0.0,13.04,13.04,0.0,0.0,0.0,0.0,0.0,13.04,8.7,0.0,0.0,0.0,0.0,0.0,0.0008071401389315724
62,Republican Party,763700,1928,-0.5,"December 17, 2022 07:29 PM",7115,1208,216,731768,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,[],[],['dead'],[],[],[],[],[],[],[],17,Before_Corpus,"Wikipedia:  7 accounts getting suspended-- ""massacre"" 14,000 arrests, 19 dead, biggest national guard deployment ever-- ""protests""",1,1.0,31.25,6.25,12.5,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,6.25,0.0,6.25,0.007573434617370367
94,Republican Party,222100,3370,-0.5,"October 26, 2022 01:08 AM",2482,560,60,149981,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,[],[],['mean'],['mean'],['jew'],[],[],[],[],[],17,Before_Corpus,"Jew here.  Words mean things.  When everything is called antisemitic, it helps provide cover for actual antisemitism.",1,95.42,52.94,11.76,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,23.53,5.88,0.0,0.0,0.0,11.76,0.011195236817002296
78,Republican Party,570400,5941,-0.5,"May 11, 2023 01:02 AM",1015,72,43,73509,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jewish'],[],[],[],[],[],20,Before_Corpus,Bernie Sanders is approximately as Jewish as a ham sandwich topped with shrimp on lard bread x.com/OstrovA/statu…,1,20.23,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002385583706200123
78,Republican Party,570400,2974,-0.5,"September 08, 2023 04:15 PM",2577,228,138,89155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],23,Before_Corpus,"If you were on a mission to create more antisemitism in this country, you couldn’t do a better job than the ADL.",1,86.79,77.27,0.0,9.09,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.003883270313963294
92,Democratic Party,1500000,2431,0.5,"October 16, 2022 04:11 PM",1223,251,92,101802,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jews'],[],[],[],[],[],19,Before_Corpus,A direct threat against American Jews by a disgraced and addled former President of the United States in 2022.,1,1.0,52.63,0.0,5.26,10.53,0.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,10.53,0.0,0.0,5.26,5.26,0.0,0.009816785342991352
74,Democratic Party,1100000,2678,0.5,"September 25, 2023 01:24 AM",2460,241,27,26039,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jewish'],[],[],[],[],[],20,Before_Corpus,"bro, fix the Nazi problem in your state. until then, you have no Jewish friends. stop pretending that you do",1,20.23,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24450728297233582
17,Democratic Party,1400000,4245,0.5,"September 18, 2023 01:00 AM",3124,1323,400,850263,0.0555555555555555,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,['real'],[],[],[],['jews'],[],[],[],[],[],18,Before_Corpus,"Yes, this is a real post from Donald Trump addressing ""liberal Jews who voted to destroy America & Israel.""",1,1.0,50.0,0.0,5.56,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.5663911700248718
60,Democratic Party,1600000,7703,0.5,"November 01, 2022 10:17 PM",3502,460,49,137897,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,['right'],[],['ill'],[],[],[],[],[],[],[],19,Before_Corpus,I know a few people in Israel right now wondering something.  Ill just say this: WE FUCKING WARNED YOU.,1,1.0,78.95,10.53,5.26,10.53,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,5.26,26.32,10.53,0.0,0.0,0.0,0.0,10.53,0.011968144215643406
79,Republican Party,4400000,1678,-0.5,"March 07, 2023 03:22 AM",1495,461,161,143579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],16,Before_Corpus,2. He must also be aggressively questioned about his efforts at appeasing the terrorist Iranian regime.,1,1.0,56.25,12.5,0.0,12.5,0.0,12.5,6.25,0.0,6.25,0.0,6.25,0.0,0.0,25.0,12.5,0.0,0.0,6.25,0.0,6.25,0.00844191387295723
32,Democratic Party,1000000,5223,0.5,"March 31, 2023 05:38 PM",6219,591,218,283019,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jew'],[],[],[],[],[],17,Before_Corpus,"Personally as a Jew, I tend to think the people using antisemitic rhetoric are in fact antisemitic",1,20.23,58.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.025786971673369408
63,Democratic Party,88800,7940,0.5,"November 24, 2022 02:55 PM",1471,642,49,45843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],18,Before_Corpus,You cannot say you care about women in Iran if you dont speak out for women in Palestine.,1,93.93,77.78,5.56,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44,16.67,5.56,0.0,0.0,0.0,11.11,0.0023816581815481186
75,Republican Party,2200000,9734,-0.5,"August 30, 2023 08:55 AM",1497,139,186,102602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],15,Before_Corpus,Ready for a historical trip of a lifetime?  Come join me in Israel next May!,1,99.0,80.0,0.0,20.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016965095419436693
87,Republican Party,2700000,4472,-0.5,"August 18, 2023 04:13 AM",1695,1328,390,70589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0,0,0,0,0,0,0,0,0,1,[],[],[],[],[],[],[],[],[],['hamas'],12,Before_Corpus,Squad Democrat Ilhan Omars World Cup trip funded by Hamas-tied Qatar,1,20.23,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.005025513935834169
30,Republican Party,201800000,9183,-0.5,"September 18, 2023 03:08 PM",109148,12541,6134,36206179,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0,1,0,0,0,0,0,1,0,0,[],['artificial'],[],[],[],[],[],['netanyahu'],[],[],9,Before_Corpus,Artificial intelligence discussion with PM Netanyahu in an hour,1,20.23,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,11.11,0.001598942093551159
93,Republican Party,328900,8432,-0.5,"September 11, 2023 09:51 AM",1015,262,83,33392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],9,Before_Corpus,#NeverForget #NeverForgive   No plea deals for 9/11 terrorists!,1,1.0,22.22,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026709282770752907
41,Republican Party,7000000,7416,-0.5,"October 20, 2022 08:57 PM",5228,892,827,1489217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],9,Before_Corpus,"Yes, this is how Middle East journalisming often works",1,20.23,88.89,22.22,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020502302795648575
48,Republican Party,127900,1164,-0.5,"July 28, 2023 06:32 PM",1472,296,97,42959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],8,Before_Corpus,Go fuck yourself.   Israel IS an apartheid state.,1,20.23,62.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9718342423439026
32,Democratic Party,1000000,7188,0.5,"December 29, 2022 01:19 AM",3977,454,435,527707,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],['jew'],[],[],[],[],[],8,Before_Corpus,As an actual jew this is particularly enraging,1,1.0,75.0,12.5,12.5,12.5,0.0,12.5,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019317276310175657
78,Republican Party,570400,2635,-0.5,"May 11, 2023 07:31 PM",1809,112,91,154663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],10,Before_Corpus,"If you don’t support Israel, you ain’t black!",1,99.0,87.5,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.5,12.5,0.0,0.0,0.0,0.0,0.03817092999815941
60,Democratic Party,1600000,4131,0.5,"April 17, 2023 03:16 PM",6283,732,154,233147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],7,Before_Corpus,The purpose of terrorism is to terrorize.,1,1.0,57.14,0.0,0.0,28.57,0.0,28.57,14.29,0.0,14.29,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.017601825296878815
